ID,Mass_ground_truth,RA,DEC,tau_lim_lo,tau_lim_hi,sig_lim_lo,sig_lim_hi,mu,u_band,g_band,r_band,i_band,z_band,z,M_i,ug,gr,ri,iz,zu,tau,sigma
212504,8.642314989,14.959822,0.493916,2.79676,4.51068,-0.632368,-0.468911,19.6217,19.36471111,18.9932,18.98857778,19.15028889,18.89926667,0.7479,-23.756,0.37151111,0.00462222,-0.16171111,0.25102222,-0.46544444,2.94129,-0.523561
179963,9.194833163,14.998556,-1.147579,2.87238,4.58717,-0.888186,-0.64637,20.4004,20.35295,20.070425,19.923725,19.60245,19.5862,1.6748,-25.167,0.282525,0.1467,0.321275,0.01625,-0.76675,3.19624,-0.752148
592970,8.999328708,15.008563,0.79266,2.15033,4.01872,-0.581356,-0.383823,20.0777,20.08426,19.7136,19.67632,19.68162,19.48696,0.7207,-23.479,0.37066,0.03728,-0.0053,0.19466,-0.5973,2.33151,-0.432526
621482,9.329099604,15.009693,0.278493,2.64418,4.42852,-0.941831,-0.792179,17.7706,17.74623729,17.39198305,17.32971186,17.40827119,17.24923729,0.7771,-25.708,0.35425424,0.06227119,-0.07855933,0.1590339,-0.497,2.75191,-0.836322
672676,9.34880913,15.026791,0.700803,2.64393,4.49051,-0.745853,-0.553275,20.283,20.20403774,20.13511321,20.10975472,19.85977358,19.8660566,1.6783,-25.239,0.06892453,0.02535849,0.24998114,-0.00628302,-0.33798114,2.83268,-0.61719
590342,8.303404574,15.030341,-0.538489,2.48952,4.345,-0.720764,-0.523224,19.7099,19.69244643,19.39823214,19.42585714,19.41201786,19.30116071,0.7358,-23.322,0.29421429,-0.027625,0.01383928,0.11085715,-0.39128572,2.62876,-0.579431
697882,8.33679875,15.101458,0.420709,2.23588,4.24235,-0.636305,-0.402792,20.5253,20.62834615,20.46448077,20.29727885,20.11232692,20.16709615,1.4789,-24.526,0.16386538,0.16720192,0.18495193,-0.05476923,-0.46125,2.4089,-0.449724
577969,7.932577982,15.136693,0.315439,2.30837,4.32094,-1.22416,-0.828445,20.5254,20.50649057,20.17454717,20.04660377,19.83409434,19.76003774,1.4536,-24.732,0.3319434,0.1279434,0.21250943,0.0740566,-0.74645283,2.65007,-1.00055
608351,9.216154692,15.139593,0.366722,2.81982,4.5568,-0.796082,-0.663532,18.1181,18.17546154,17.83801923,17.86175,17.97578846,17.82146154,0.7535,-24.981,0.33744231,-0.02373077,-0.11403846,0.15432692,-0.354,2.97264,-0.705618
616589,8.896458319,15.141638,-1.153402,2.23823,4.35753,-1.02342,-0.659799,20.3748,20.30194,19.88248,19.49324,19.33262,19.09642,2.0866,-26.172,0.41946,0.38924,0.16062,0.2362,-1.20552,2.43929,-0.733509
619366,8.403831547,15.142504,0.724679,2.28067,4.20288,-0.937375,-0.677988,19.7514,19.73753448,19.76591379,19.76060345,19.49134483,19.44162069,1.799,-25.582,-0.02837931,0.00531034,0.26925862,0.04972414,-0.29591379,2.47711,-0.75447
709433,9.093163583,15.170774,0.935831,3.17588,4.65842,-1.02499,-0.773277,20.0816,19.95759524,19.54795238,19.442,19.32969048,19.0972381,2.1759,-25.96,0.40964286,0.10595238,0.11230952,0.23245238,-0.86035714,3.72253,-0.895514
643333,8.436724566,15.192347,-0.982019,-0.443518,3.61544,-2.15197,-0.179689,22.9389,23.52884091,20.74272727,20.3665,20.36115909,20.27938636,3.3526,-26.419,2.78611364,0.37622727,0.00534091,0.08177273,-3.24945455,0.538051,0.250055
601684,8.509700178,15.198692,-0.631191,2.63172,4.43437,-0.788738,-0.615358,19.8401,19.82201869,19.1743271,19.0165514,18.68759813,18.48992523,0.7331,-24.157,0.64769159,0.1577757,0.32895327,0.1976729,-1.33209346,2.74773,-0.6691
590344,8.278127809,15.208072,0.431713,2.19224,4.29744,-1.00619,-0.63402,20.9809,20.98324528,20.51584906,20.36728302,20.22932075,20.02932075,0.7569,-23.028,0.46739622,0.14856604,0.13796227,0.2,-0.95392453,2.49048,-0.7514
692232,8.691932861,15.219792,-0.526582,2.48816,4.39508,-0.533384,-0.24399,21.1342,21.20396429,20.97017857,20.84867857,20.77389286,20.27753571,0.9175,-22.924,0.23378572,0.1215,0.07478571,0.49635715,-0.92642858,2.69609,-0.338647
705370,9.197422437,15.254193,0.655151,-0.201524,3.72312,-1.09205,0.490522,21.9174,21.97556364,20.377,20.17527273,20.16510909,20.04205455,3.0248,-26.12,1.59856364,0.20172727,0.01016364,0.12305454,-1.93350909,0.105593,0.567186
624146,9.373595863,15.282349,1.13437,3.1489,4.63647,-0.464432,-0.300338,20.361,20.8820566,20.60032075,20.41864151,20.12135849,20.23641509,1.5331,-24.985,0.28173585,0.18167924,0.29728302,-0.1150566,-0.64564151,3.48324,-0.365132
617520,8.446994109,15.292622,-0.07667,2.69934,4.54967,-1.17628,-0.782736,21.0931,21.03732759,20.49884483,19.97756897,19.78543103,19.59648276,1.265,-24.381,0.53848276,0.52127586,0.19213794,0.18894827,-1.44084483,3.22618,-1.01212
626688,9.004832889,15.305695,-0.496754,2.94858,4.63149,-1.04365,-0.764084,20.6479,20.74901786,20.04101786,19.57348214,19.41326786,19.31794643,1.3369,-25.06,0.708,0.46753572,0.16021428,0.09532143,-1.43107143,5,-0.95
663869,8.215241891,15.319329,0.08012,-0.542936,0.540332,0.395611,0.91934,20.1834,20.18366667,19.8103125,19.75125,19.8038125,19.63970833,0.7683,-23.389,0.37335417,0.0590625,-0.0525625,0.16410417,-0.54395834,0.404864,0.499629
653478,9.521445311,15.341968,0.992867,0.284267,1.70066,-0.13274,0.453473,19.4652,19.4492,19.16323333,18.9077,18.98823333,18.82673333,0.9648,-24.667,0.28596667,0.25553333,-0.08053333,0.1615,-0.62246667,1.33207,0.029237
589398,8.302235084,15.366718,-0.530091,1.83405,3.84978,-0.830949,-0.471845,20.2234,20.20294737,19.99149123,19.6707193,19.57815789,19.56338596,1.1084,-24.645,0.21145614,0.32077193,0.09256141,0.01477193,-0.63956141,2.00696,-0.516148
599365,8.605314907,15.399367,-0.835808,1.2844,1.75179,-0.204146,-0.077327,19.4135,19.43918085,19.28996809,19.07293617,19.10814894,18.96720213,1.0131,-24.727,0.14921276,0.21703192,-0.03521277,0.14094681,-0.47197872,1.50193,-0.114698
652373,8.944955087,15.414055,-0.482781,2.89616,4.55229,-0.777993,-0.602997,19.7751,19.73629091,19.59038182,19.49625455,19.11665455,19.17310909,1.7978,-25.949,0.14590909,0.09412727,0.3796,-0.05645454,-0.56318182,3.06415,-0.668871
580970,8.986913328,15.432625,0.138584,2.26518,4.26302,-0.619036,-0.351075,20.8931,20.92732653,20.71571429,20.34581633,20.2794898,20.28069388,1.2013,-24.156,0.21161224,0.36989796,0.06632653,-0.00120408,-0.64663265,2.48928,-0.430446
577633,9.082276819,15.433451,-0.68438,2.59841,4.47342,-0.8649,-0.579675,20.5839,20.61638095,20.4597381,20.38202381,20.0075,19.80164286,2.0136,-25.168,0.15664285,0.07771429,0.37452381,0.20585714,-0.81473809,2.87725,-0.696901
657324,8.801140397,15.462854,0.341357,2.69446,4.51874,-0.645883,-0.486855,19.485,19.56385714,19.0505102,18.68838776,18.65081633,18.11559184,0.3221,-22.546,0.51334694,0.36212244,0.03757143,0.53522449,-1.4482653,2.81698,-0.533143
586590,9.378999556,15.483341,0.691438,3.01459,4.6012,-0.660227,-0.504986,19.4708,19.47835294,19.09768627,19.13494118,19.04407843,18.97413725,0.6492,-23.276,0.38066667,-0.03725491,0.09086275,0.06994118,-0.50421569,3.22106,-0.557994
638116,8.988789854,15.48723,-1.10564,3.30257,4.69659,-1.18555,-0.884745,20.5929,20.43528571,19.79444898,19.58102041,19.58567347,19.38259184,2.4503,-26.248,0.64083673,0.21342857,-0.00465306,0.20308163,-1.05269387,5,-1.05
622018,8.766093954,15.516318,-0.072762,2.87579,4.54893,-0.713662,-0.562453,19.5609,19.5842069,19.46443103,19.157,19.14681034,19.22748276,1.1026,-24.544,0.11977587,0.30743103,0.01018966,-0.08067242,-0.35672414,3.02785,-0.612931
583026,9.563102413,15.524546,0.199165,2.15772,4.08861,-1.02506,-0.802606,17.6183,17.64090196,17.22937255,17.14819608,17.077,16.91772549,0.7253,-25.928,0.41152941,0.08117647,0.07119608,0.15927451,-0.72317647,2.31579,-0.851977
575783,8.985968804,15.530177,0.086331,2.59296,4.39074,-0.72375,-0.540813,19.6606,19.73071154,19.53457692,19.30196154,19.41638462,19.39225,1.0158,-24.492,0.19613462,0.23261538,-0.11442308,0.02413462,-0.33846154,2.71684,-0.598522
635261,9.594599229,15.537664,0.30628,3.32187,4.70786,-0.922452,-0.702514,19.6592,19.74196,19.17688,19.0667,19.07194,18.88958,2.2826,-26.86,0.56508,0.11018,-0.00524,0.18236,-0.85238,5,-0.825
662296,8.048058376,15.547264,-0.529318,1.94912,3.78957,-0.834361,-0.487991,20.9582,21.0062069,20.8812069,20.51972414,20.1392931,19.92491379,1.984,-25.253,0.125,0.36148276,0.38043104,0.21437931,-1.08129311,2.23116,-0.59936
654638,8.918985093,15.551345,1.204784,2.7189,4.4999,-0.736464,-0.551227,20.0715,20.07107018,19.92587719,19.71084211,19.74250877,19.6984386,1.1316,-24.369,0.14519299,0.21503508,-0.03166666,0.04407017,-0.37263158,2.86471,-0.608079
696089,8.42542161,15.552421,0.242645,1.96387,3.9391,-0.488452,-0.151015,20.678,20.56441935,20.17396774,19.90883871,19.49432258,19.20329032,0.493,-22.375,0.39045161,0.26512903,0.41451613,0.29103226,-1.36112903,2.18449,-0.218244
696122,8.577392737,15.560854,-0.488181,1.7968,2.91625,-0.734852,-0.450198,20.3775,20.41558929,20.41096429,20.28692857,19.89201786,19.89841071,1.8751,-25.487,0.004625,0.12403572,0.39491071,-0.00639285,-0.51717858,2.06954,-0.542579
604284,8.613547045,15.60966,-0.651279,3.03947,4.60657,-0.951938,-0.816021,16.3615,16.41832692,16.363,16.27640385,16.41971154,15.97882692,0.2942,-24.694,0.05532692,0.08659615,-0.14330769,0.44088462,-0.4395,3.25165,-0.863027
644035,9.95760591,15.614641,0.86025,1.4236,2.89345,-0.909164,-0.473435,19.0802,19.064,18.4639375,18.32422917,18.2900625,18.10095833,2.5335,-27.724,0.6000625,0.13970833,0.03416667,0.18910417,-0.96304167,1.71654,-0.570027
611102,9.233979488,15.629195,0.005367,2.44059,4.36695,-0.583981,-0.335947,20.5093,20.58875806,20.20390323,19.76177419,19.84390323,19.7926129,1.0848,-24.35,0.38485483,0.44212904,-0.08212904,0.05129033,-0.79614516,2.59933,-0.403084
611190,9.787844131,15.671,-0.702475,2.48793,4.36229,-0.931993,-0.728301,19.5265,19.50496154,19.22036538,19.11832692,18.81925,18.83469231,1.7448,-26.443,0.28459616,0.10203846,0.29907692,-0.01544231,-0.67026923,2.66198,-0.798351
680617,8.636159217,15.717818,-0.701228,2.14144,4.04139,-0.749353,-0.477888,20.4544,20.38579167,20.3920625,20.09022917,20.08041667,20.15845833,1.1719,-23.807,-0.00627083,0.30183333,0.0098125,-0.07804166,-0.22733334,2.38558,-0.56173
675083,9.301246729,15.735646,0.501292,0.105088,2.30713,0.163388,1.03761,22.9303,23.22771429,20.50928571,20.23330952,20.16521429,20.23261905,3.1206,-26.251,2.71842858,0.27597619,0.06809523,-0.06740476,-2.99509524,1.12325,0.6358
673269,9.056146057,15.743263,0.634822,2.76713,4.52779,-0.923947,-0.686912,19.8352,19.72641071,19.572375,19.49225,19.37757143,19.14219643,2.0941,-26.057,0.15403571,0.080125,0.11467857,0.235375,-0.58421428,2.92444,-0.767419
592076,8.998325852,15.803575,0.455064,2.18835,4.16479,-0.756728,-0.484704,20.2851,20.29636364,20.15438636,20.02270455,19.7655,19.77722727,1.4945,-25.053,0.14197728,0.13168181,0.25720455,-0.01172727,-0.51913637,2.4122,-0.56602
609466,9.429991179,15.828601,1.228587,-1.47699,2.314,-0.899898,1.10929,21.4162,21.46889286,20.88646429,20.45385714,20.02625,19.86975,1.6038,-24.923,0.58242857,0.43260715,0.42760714,0.1565,-1.59914286,-0.46408,0.734575
658465,10.00081194,15.840672,-0.40027,3.20884,4.67943,-0.838459,-0.680577,18.9864,18.88817391,18.96804348,18.57956522,18.6175,18.69047826,1.3202,-25.887,-0.07986957,0.38847826,-0.03793478,-0.07297826,-0.19769565,5,-0.775
633427,9.320779007,15.849338,-0.048388,3.22057,4.68143,-0.798117,-0.582904,20.2238,20.11066,19.96932,19.96052,19.68412,19.71098,1.7523,-25.488,0.14134,0.0088,0.2764,-0.02686,-0.39968,5,-0.7
695228,9.698065885,15.859963,1.124867,2.06541,4.10421,-1.01209,-0.712615,20.1458,20.12701786,19.59546429,19.12469643,18.90023214,18.86317857,1.4591,-25.707,0.53155357,0.47076786,0.22446429,0.03705357,-1.26383929,2.27014,-0.784663
580711,9.471326915,15.872668,0.681934,2.91723,4.58102,-0.854732,-0.700113,18.7187,18.84077358,18.91466038,18.59681132,18.53660377,18.57420755,1.4317,-26.33,-0.0738868,0.31784906,0.06020755,-0.03760378,-0.26656603,3.08561,-0.756246
630447,9.226399889,15.883452,1.075866,2.30353,4.28406,-0.48567,-0.258126,20.3623,20.453125,20.00675,19.70980357,19.40082143,19.39907143,1.5753,-25.498,0.446375,0.29694643,0.30898214,0.00175,-1.05405357,2.4621,-0.318087
589519,9.277812975,15.906123,0.435618,1.53033,4.27683,-0.986328,-0.294245,21.424,21.47834146,20.36458537,20.16402439,20.11041463,20.05339024,2.7951,-25.897,1.11375609,0.20056098,0.05360976,0.05702439,-1.42495122,2.78062,-0.723947
636686,8.813040499,15.906673,0.478282,2.32612,4.17742,-0.94067,-0.716309,19.8398,19.93346341,19.36270732,19.48568293,19.3787561,19.14004878,2.2976,-26.485,0.57075609,-0.12297561,0.10692683,0.23870732,-0.79341463,2.50949,-0.787932
695858,8.423678985,15.928063,0.427017,2.8216,4.56377,-0.844398,-0.714124,17.4929,17.36445652,17.16306522,17.11841304,17.06026087,16.75676087,0.3936,-24.386,0.2013913,0.04465218,0.05815217,0.3035,-0.60769565,2.94984,-0.751875
624210,8.634380192,15.94343,-0.566376,1.97081,4.23467,-1.10563,-0.589843,20.6736,20.66420408,20.35928571,20.11732653,19.71287755,19.65687755,1.7573,-25.266,0.30491837,0.24195918,0.40444898,0.056,-1.00732653,2.57731,-0.86625
615687,8.482048337,15.953277,0.024099,3.03419,4.65151,-0.842288,-0.576899,20.4076,20.48322,19.96176,19.87354,19.77226,19.5241,2.2715,-25.741,0.52146,0.08822,0.10128,0.24816,-0.95912,5,-0.75
654335,8.501661105,15.954141,0.292699,2.70849,4.50338,-0.841412,-0.614964,20.3679,20.48343636,20.44621818,20.46194545,20.14547273,20.01652727,1.9319,-25.208,0.03721818,-0.01572727,0.31647272,0.12894546,-0.46690909,2.8897,-0.697409
600120,8.582893636,15.961362,-0.021493,1.69648,2.7087,-0.704791,-0.446793,20.1068,20.11339286,19.962625,19.80582143,19.63158929,19.43866071,1.9619,-25.844,0.15076786,0.15680357,0.17423214,0.19292858,-0.67473215,1.9828,-0.53057
613012,8.859668731,15.965685,-1.182585,1.89594,4.25765,-0.816417,-0.428175,20.4067,20.38633333,19.87426667,19.54353333,19.58326667,19.61186667,1.3409,-25.051,0.51206666,0.33073334,-0.03973334,-0.0286,-0.77446666,2.19164,-0.535734
696154,8.770615555,15.968604,0.627704,3.47694,4.74285,-1.22234,-1.03532,18.3494,18.25673267,17.62615842,17.38291089,17.19290099,17.00430693,0.7031,-25.729,0.63057425,0.24324753,0.1900099,0.18859406,-1.25242574,5,-1.15
702715,9.666481695,15.968938,0.505254,2.98477,4.60537,-0.543322,-0.334158,21.0268,20.76135714,20.48911905,20.19714286,20.24628571,20.17378571,1.0594,-24.025,0.27223809,0.29197619,-0.04914285,0.0725,-0.58757143,3.41938,-0.432052
589561,9.126712241,15.976961,0.259483,3.0329,4.6269,-0.886113,-0.58407,21.1136,21.18021429,20.24707143,20.031375,19.94885714,19.85821429,2.74,-26.04,0.93314286,0.21569643,0.08251786,0.09064285,-1.322,3.5237,-0.736701
617141,8.788242345,15.981471,0.53565,1.49343,3.4542,-0.898707,-0.351457,21.1676,21.25170455,20.88570455,20.34579545,20.16838636,20.12743182,1.1266,-23.733,0.366,0.5399091,0.17740909,0.04095454,-1.12427273,1.98807,-0.526936
688647,8.492492209,15.994856,0.928154,2.24837,4.28344,-0.87908,-0.547085,20.552,20.65088372,19.95439535,19.72395349,19.43390698,19.33409302,0.6317,-23.278,0.69648837,0.23044186,0.29004651,0.09981396,-1.3167907,2.63552,-0.699621
672640,9.459452858,16.004335,1.256512,1.92851,3.83994,-0.726127,-0.374166,19.655,19.70519048,19.371,19.30283333,19.04183333,18.97483333,1.6667,-25.854,0.33419048,0.06816667,0.261,0.067,-0.73035715,2.17001,-0.465018
662618,8.057110821,16.046469,-0.875276,2.19349,3.94399,-0.635784,-0.420124,20.0663,20.064,19.84882456,19.60640351,19.56285965,19.46145614,0.9919,-24.344,0.21517544,0.24242105,0.04354386,0.10140351,-0.60254386,2.41144,-0.493865
671803,9.495955211,16.058043,1.053688,2.12063,3.9728,-0.68995,-0.426338,20.3755,20.35755738,20.22632787,20.28370492,20.00034426,19.96698361,1.898,-25.284,0.13122951,-0.05737705,0.28336066,0.03336065,-0.39057377,2.34103,-0.503533
704619,8.540255688,16.077986,-0.421648,-2.12425,1.46146,-1.83041,0.928081,21.9209,22.07905882,20.80184314,19.9925,19.56412745,18.99384314,0.8128,-23.74,1.27721568,0.80934314,0.42837255,0.57028431,-3.08521568,-1.44993,1.28578
638886,9.315310408,16.089567,0.179824,2.78231,4.56516,-0.684037,-0.485846,20.0867,19.99720455,19.98890909,19.996,19.73877273,19.69629545,1.7233,-25.558,0.00829546,-0.00709091,0.25722727,0.04247728,-0.3009091,3.0426,-0.562048
700730,8.850115221,16.124315,-0.581545,3.54305,4.75805,-1.10932,-0.845604,19.9682,20.02465455,19.94590909,19.67247273,19.58965455,19.58896364,1.1869,-24.761,0.07874546,0.27343636,0.08281818,0.00069091,-0.43569091,5,-1
598180,8.220774597,16.124437,-0.674083,3.09517,4.65264,-1.2241,-0.853299,21.1214,21.10302326,20.3774186,20.20267442,20.03955814,19.61886047,2.5504,-25.895,0.72560466,0.17474418,0.16311628,0.42069767,-1.48416279,3.95426,-1.04998
693840,9.183083025,16.127417,-1.24175,2.40793,4.37641,-0.792405,-0.61389,18.2599,18.19032558,18.10174419,17.86311628,17.86346512,17.98767442,1.1546,-26.219,0.08858139,0.23862791,-0.00034884,-0.1242093,-0.20265116,2.55481,-0.654118
661120,8.510775413,16.13018,1.001421,1.91123,4.05622,-0.902685,-0.492153,20.3557,20.35697959,20.23604082,19.96802041,19.96959184,20.03577551,1.2012,-24.24,0.12093877,0.26802041,-0.00157143,-0.06618367,-0.32120408,2.14894,-0.570908
668970,9.29669673,16.141842,-0.823704,2.99303,4.59695,-0.793053,-0.601977,19.8177,19.65331818,19.571,19.24215909,19.12820455,19.11379545,1.3941,-25.13,0.08231818,0.32884091,0.11395454,0.0144091,-0.53952273,3.19703,-0.674047
698065,9.690140673,16.145857,-0.38353,-0.18218,3.94654,-2.41837,-0.574531,20.685,20.71642857,20.45818367,20.08477551,19.81787755,19.55636735,2.0111,-25.572,0.2582449,0.37340816,0.26689796,0.2615102,-1.16006122,2.74321,-1.26979
632856,9.000346125,16.154818,-0.589733,3.24114,4.69981,-1.02077,-0.67693,20.0227,19.87610909,19.66,19.64074545,19.3462,19.32956364,1.6445,-25.389,0.21610909,0.01925455,0.29454545,0.01663636,-0.54654545,5,-0.925
607577,8.614957266,16.161306,-1.235509,2.39264,4.37599,-0.527461,-0.315475,20.3279,20.32886667,20.05473333,19.72502222,19.83891111,19.83288889,1.0628,-24.238,0.27413334,0.32971111,-0.11388889,0.00602222,-0.49597778,2.53061,-0.366242
652575,9.28834169,16.21069,-0.048882,2.82931,4.55589,-0.712998,-0.514305,20.5429,20.52408772,20.27977193,19.77868421,19.73580702,19.72122807,1.3438,-24.707,0.24431579,0.50108772,0.04287719,0.01457895,-0.80285965,2.97856,-0.581829
593181,8.715142107,16.241783,0.422804,2.7651,4.52727,-0.791267,-0.577904,20.5716,20.68654348,20.49377174,20.39636957,20.04046739,20.03601087,1.7563,-25.186,0.19277174,0.09740217,0.35590218,0.00445652,-0.65053261,2.90107,-0.650837
666074,8.016659172,16.27529,0.653596,1.53964,2.4202,-0.628791,-0.305325,20.1581,20.14826786,20.05748214,19.834125,19.90017857,19.85221429,1.0393,-23.849,0.09078572,0.22335714,-0.06605357,0.04796428,-0.29605357,1.78586,-0.388318
614682,8.863344606,16.280376,0.411274,2.51895,4.47777,-0.740722,-0.506812,20.66,20.68204348,20.42945652,20.35615217,20.09645652,20.28067391,1.7746,-25.217,0.25258696,0.07330435,0.25969565,-0.18421739,-0.40136957,2.69486,-0.590023
582730,8.586169134,16.281981,-1.200681,2.33258,4.32872,-0.58373,-0.367374,20.5134,20.53995833,20.32522917,20.16889583,20.07260417,19.82816667,0.8994,-23.653,0.21472916,0.15633334,0.09629166,0.2444375,-0.71179166,2.49333,-0.427279
585953,9.414638757,16.283899,-0.844807,3.03422,4.64719,-0.768564,-0.595167,18.3944,18.52922667,18.21825333,18.10701333,17.88630667,17.87538667,1.5852,-27.174,0.31097334,0.11124,0.22070666,0.01092,-0.65384,5,-0.675
625766,9.006362441,16.288742,0.883,2.13256,3.745,-0.78621,-0.602325,18.5355,18.56754167,18.203,18.191875,18.10360417,18.16870833,0.6501,-24.641,0.36454167,0.011125,0.08827083,-0.06510416,-0.39883334,2.33942,-0.657189
608830,9.312618562,16.348728,-0.427473,2.65461,4.52152,-1.23637,-0.98994,19.1139,19.13814545,18.85741818,18.83527273,18.70058182,18.48890909,2.1595,-26.911,0.28072727,0.02214545,0.13469091,0.21167273,-0.64923636,2.87211,-1.07949
617346,8.495162243,16.373213,-0.776701,2.59511,4.42794,-0.598157,-0.422903,20.036,19.8395,19.58819231,19.52255769,19.55676923,19.38415385,0.8597,-23.95,0.25130769,0.06563462,-0.03421154,0.17261538,-0.45534615,2.76152,-0.480576
709142,8.281930901,16.373383,-0.184468,2.72865,4.52276,-0.491265,-0.278132,20.5684,20.806875,20.2941875,20.33072917,20.44495833,20.09547917,0.7378,-22.694,0.5126875,-0.03654167,-0.11422916,0.34947916,-0.71139583,2.9274,-0.354313
649851,8.907656632,16.410933,-1.169286,2.24723,4.45485,-0.925898,-0.450541,21.6378,21.71162745,21.02023529,20.22003922,19.69635294,19.52211765,1.4855,-25.045,0.69139216,0.80019607,0.52368628,0.17423529,-2.1895098,3.01788,-0.717218
668908,10.59435019,16.419815,-0.553863,3.21327,4.67839,-1.02906,-0.805371,20.2332,20.04428302,18.94267925,17.94907547,17.69703774,17.48520755,1.1786,-26.463,1.10160377,0.99360378,0.25203773,0.21183019,-2.55907547,5,-0.925
661700,9.345965806,16.43133,0.667747,3.23351,4.66862,-0.890943,-0.745065,17.7327,17.9149661,17.7549661,17.4580678,17.50759322,17.55301695,1.0743,-26.403,0.16,0.2968983,-0.04952542,-0.04542373,-0.36194915,3.89875,-0.801984
641613,9.109133838,16.440145,-0.913386,2.30084,4.30229,-0.807782,-0.561239,20.6223,20.56667857,20.398125,20.26841071,19.84073214,19.61205357,2.0114,-25.56,0.16855357,0.12971429,0.42767857,0.22867857,-0.954625,2.47572,-0.6243
683566,8.912150198,16.460073,-0.215211,2.10132,3.73698,-0.558411,-0.386374,19.2075,19.11106173,19.04209877,18.87648148,19.02074074,19.03083951,1.0197,-24.701,0.06896296,0.16561729,-0.14425926,-0.01009877,-0.08022222,2.28427,-0.430439
710479,8.184051488,16.463144,-0.938191,2.3921,4.33247,-0.556536,-0.244469,21.2637,21.40924324,20.91321622,20.65737838,20.16610811,19.801,0.7412,-22.901,0.49602702,0.25583784,0.49127027,0.36510811,-1.60824324,2.6019,-0.332643
694085,9.504534585,16.516104,1.085045,2.78081,4.53944,-0.803637,-0.610755,19.4832,19.49875556,19.21313333,19.11133333,18.83506667,18.90137778,1.6094,-26.17,0.28562223,0.1018,0.27626666,-0.06631111,-0.59737778,2.9262,-0.676421
650512,9.046336966,16.522322,-0.997452,2.74072,4.52178,-0.920067,-0.738428,19.7974,19.74742105,19.70784211,19.68654386,19.36182456,19.35054386,1.8565,-25.76,0.03957894,0.02129825,0.3247193,0.0112807,-0.39687719,2.91544,-0.800782
690066,8.769001063,16.550901,0.322264,2.8642,4.65379,-0.982487,-0.467596,22.6965,22.95442105,19.14091228,18.52852632,18.21531579,18.19198246,3.1196,-27.969,3.81350877,0.61238596,0.31321053,0.02333333,-4.76243859,5,-0.75
579604,8.915020925,16.559948,1.235963,1.26707,2.01939,-0.652106,-0.331874,19.4236,19.42375556,19.27242222,19.04417778,18.99046667,18.9994,1.3541,-25.494,0.15133334,0.22824444,0.05371111,-0.00893333,-0.42435556,1.50205,-0.415646
647370,8.40872001,16.566891,0.256683,-0.425621,2.97001,-1.94414,0.565988,22.401,22.78191228,20.653,20.38010526,20.05889474,20.01226316,3.0431,-26.38,2.12891228,0.27289474,0.32121052,0.04663158,-2.76964912,0.579975,0.520766
616716,8.75449152,16.568308,0.949131,2.49381,4.39054,-0.871373,-0.62147,20.0601,20.07984091,20.08152273,20.00143182,19.55779545,19.53079545,1.8682,-25.706,-0.00168182,0.08009091,0.44363637,0.027,-0.54904546,2.65023,-0.692657
704606,8.913849897,16.578804,-1.10224,1.08746,4.13635,-0.938436,0.011628,21.3596,21.37058,20.93326,20.54426,20.23744,20.18974,1.4878,-24.429,0.43732,0.389,0.30682,0.0477,-1.18084,1.40425,-0.097777
676546,9.237819732,16.580172,0.80648,-0.290026,0.701637,0.954466,1.4385,24.1994,24.35847059,21.29667647,19.07452941,18.73755882,18.39485294,4.4492,-28.565,3.06179412,2.22214706,0.33697059,0.34270588,-5.96361765,-0.3,1.5
686788,8.842052481,16.599882,-1.138184,1.23391,1.83628,-0.601352,-0.356252,19.6864,19.70092,19.46832,19.20902,19.09598,19.11314,1.3343,-25.432,0.2326,0.2593,0.11304,-0.01716,-0.58778,1.48809,-0.434473
647637,8.687688612,16.611544,-0.880127,1.54531,2.47704,-0.745598,-0.430372,19.9914,19.96889286,19.31769643,18.82326786,18.69176786,18.451375,0.9649,-25.002,0.65119643,0.49442857,0.1315,0.24039286,-1.51751786,1.83946,-0.52925
635275,9.067730147,16.623337,0.022905,1.91185,3.21707,-0.982045,-0.756819,18.6105,18.63630612,18.47738776,18.39410204,18.17057143,18.07881633,1.6302,-26.775,0.15891836,0.08328572,0.22353061,0.0917551,-0.55748979,2.15972,-0.830584
576944,8.505002303,16.651403,-1.040255,3.40705,4.72064,-0.868373,-0.626458,20.7162,20.98282692,20.67188462,20.35007692,20.38017308,20.24994231,1.0117,-23.852,0.3109423,0.3218077,-0.03009616,0.13023077,-0.73288461,5,-0.775
618607,9.015116363,16.652309,0.287068,3.6012,4.76243,-0.866326,-0.703697,18.7829,18.98042222,18.60051111,18.33675556,18.36215556,18.179,0.9111,-25.452,0.37991111,0.26375555,-0.0254,0.18315556,-0.80142222,5,-0.8
642582,9.026789741,16.655531,-0.782833,2.39706,4.45713,-0.587262,-0.373035,20.6637,20.59830769,20.72859615,20.29378846,20.34661538,20.51163462,1.2154,-23.872,-0.13028846,0.43480769,-0.05282692,-0.16501924,-0.08667307,2.6262,-0.435371
699507,8.33807541,16.671059,-0.863594,2.92154,4.56689,-0.64911,-0.45917,20.5007,20.52046552,20.06448276,19.95894828,20.04484483,19.78062069,0.8687,-23.484,0.45598276,0.10553448,-0.08589655,0.26422414,-0.73984483,3.09589,-0.531393
