,ID,ra,dec,z,BH_mass
5183,2033347,37.852978,0.103081,1.514,8.951
5184,2033500,38.382717,1.131867,1.1966,0.0
5185,2033655,39.746628,-0.032826,0.8126,9.292
5186,2033841,35.490883,0.011818,1.0418,9.364
5187,2034232,37.758667,0.238753,1.0515,0.0
5188,2034254,35.286945,0.783034,1.2587,8.795
5189,2035197,36.697628,0.215091,2.1465,0.0
5190,2035406,36.476974,0.344683,1.2884,8.817
5191,2035658,37.150249,-0.616583,1.3882,8.623
5192,2035670,35.233452,-0.860284,1.1683,8.583
5193,2036242,36.242813,-0.599848,1.3878,0.0
5194,2036253,38.927616,1.034553,2.17,0.0
5195,2036329,38.128883,0.241342,1.7914,0.0
5196,2036585,35.201393,-0.399096,1.338,8.921
5197,2036768,39.647327,-0.031846,2.0755,0.0
5198,2037179,35.700569,0.377719,0.5831,8.167
5199,2037747,36.560276,0.258267,0.6151,0.0
5200,2037755,37.87077,1.213931,0.6013,0.0
5201,2037950,38.491539,-0.264999,1.3462,8.747
5202,2038260,37.002663,0.45324,2.3924,8.696
5203,2038497,38.685055,0.024677,0.8898,8.463
5204,2038527,35.626186,0.312383,2.1894,9.404
5205,2038532,37.614777,-0.786552,1.3988,8.442
5206,2038706,36.293095,0.442015,1.2811,9.109
5207,2038755,37.032688,-1.26119,2.0336,0.0
5208,2038880,35.595028,-0.129341,1.0552,8.919
5209,2038896,36.560379,0.785219,2.18,0.0
5210,2039030,35.767635,0.178,1.5509,8.982
5211,2039630,36.730202,0.369766,1.0103,0.0
5212,2040194,36.043278,-1.195871,1.9405,8.927
5213,2040195,38.565239,1.109595,3.11,0.0
5214,2040417,36.531887,-0.760311,0.573,0.0
5215,2040941,39.338867,-0.892328,1.6191,0.0
5216,2041995,38.378983,0.201903,0.6058,8.363
5217,2042084,36.735493,0.396564,0.9866,8.641
5218,2042311,35.242107,-0.496342,1.7112,8.663
5219,2042554,38.265682,-1.081112,1.3193,8.418
5220,2043062,39.764301,-0.64746,3.0752,0.0
5221,2043063,39.621361,1.082395,1.7116,9.301
5222,2043187,39.427868,-0.129972,1.6665,8.877
5223,2043657,38.049255,0.133977,0.4316,7.815
5224,2045004,38.153702,-0.889889,0.7749,8.314
5225,2045364,35.943455,-0.652297,1.6757,9.245
5226,2045390,35.299564,1.096906,1.4876,9.197
5227,2045532,35.618603,-0.175051,1.5397,9.042
5228,2046414,36.117863,-1.115385,1.1962,8.725
5229,2046684,37.932728,-1.027785,1.023,0.0
5230,2046931,39.55896,0.328171,1.6028,0.0
5231,2046962,38.089672,1.112855,1.7529,0.0
5232,2048438,35.939243,-0.543225,3.0019,0.0
5233,2048560,37.040779,-0.257223,0.502,0.0
5234,2049311,39.94352,-1.112271,3.1369,9.161
5235,2049364,38.595234,0.170616,1.9928,0.0
5236,2049388,36.115967,-0.435826,1.2484,0.0
5237,2049473,38.461815,-1.08838,1.406,0.0
5238,2049553,37.68716,0.583209,1.6777,0.0
5239,2049717,36.49461,-0.936784,0.9721,9.041
5240,2049769,38.252148,-0.617577,1.2761,8.742
5241,2049798,38.405903,-0.109607,0.8435,0.0
5242,2050091,35.525932,-0.289552,2.6288,8.968
5243,2050256,39.827938,-1.255858,0.3752,7.977
5244,2050492,35.624989,0.810424,0.6152,0.0
5245,2050940,37.626568,-0.753857,0.5033,0.0
5246,2051191,35.936699,0.680486,2.9865,9.509
5247,2051310,37.365257,-1.023746,2.1293,0.0
5248,2051430,35.551811,-1.05128,1.0259,8.618
5249,2051457,39.854347,-0.434335,0.6278,8.382
5250,2051652,39.941395,-0.205543,1.5676,9.223
5251,2052028,37.717384,0.344457,1.5524,8.551
5252,2052324,36.149998,0.771536,2.5924,9.368
5253,2052338,39.942688,1.154079,0.7716,8.265
5254,2052894,36.240944,-0.891487,1.1299,8.869
5255,2052896,38.946831,-1.159274,0.6919,9.043
5256,2053146,35.209385,-0.426289,1.6968,8.532
5257,2053426,37.772552,0.358949,1.8144,0.0
5258,2053687,37.886257,-0.430718,1.0739,0.0
5259,2054973,35.197033,0.61655,1.1992,8.918
5260,2055090,37.476768,-0.939612,2.3149,0.0
5261,2055216,35.907333,0.541848,3.0726,0.0
5262,2056389,36.849991,-1.106512,2.1763,9.423
5263,2057228,38.239395,-0.554851,1.1672,0.0
5264,2058046,36.148319,-0.231657,0.748,8.685
5265,2058048,35.766899,-0.256761,2.1539,9.542
5266,2058553,36.993828,-0.762794,1.0835,0.0
5267,2058799,39.988525,1.260065,1.075,0.0
5268,2058843,37.213718,-0.408801,1.4394,0.0
5269,2058979,36.529846,-0.284466,0.9376,7.949
5270,2059243,39.991577,0.227978,1.6829,8.827
5271,2059572,39.587093,0.238829,2.7952,0.0
5272,2059939,38.330524,1.133772,1.5079,8.794
5273,2060387,36.362556,-1.004248,1.9214,9.007
5274,2060780,38.004532,0.412377,0.6328,0.0
5275,2060793,35.593529,-0.221797,1.4327,9.121
5276,2060885,36.928471,0.667494,1.8947,0.0
5277,2061035,36.666233,-1.24198,1.364,8.99
5278,2061079,39.005981,-0.424541,2.051,0.0
5279,2061101,36.271107,0.292578,2.4189,0.0
5280,2062052,39.447388,-0.403133,1.2816,8.903
5281,2062268,35.188732,1.214677,1.6561,8.812
5282,2063102,39.421234,0.726971,3.3602,0.0
5283,2063602,37.055302,-0.731316,1.6706,8.529
5284,2063744,36.443279,1.131592,1.8207,0.0
5285,2063761,38.826447,-0.335562,2.3912,8.466
5286,2063870,38.66943,0.485347,1.3511,8.272
5287,2064849,39.284794,-0.294403,2.1182,9.335
5288,2064931,36.668915,-0.016295,1.891,9.503
5289,2064950,36.061016,1.228328,1.7898,0.0
5290,2064956,38.296062,0.412721,2.9803,0.0
5291,2065114,35.705292,-0.89326,1.5727,9.418
5292,2066000,37.40834,0.288024,1.2119,0.0
5293,2066116,36.306332,0.205605,2.4138,0.0
5294,2066125,38.50811,0.393892,2.1059,0.0
5295,2066341,38.263439,-1.246342,2.5014,0.0
5296,2067058,37.943684,0.461324,1.4994,9.017
5297,2067169,35.844711,-0.880149,1.3582,8.93
5298,2067295,37.175137,0.76008,1.6698,8.381
5299,2067409,39.814442,0.084062,1.7499,9.123
5300,2068793,35.19278,0.951897,0.9471,0.0
5301,2069098,37.171181,0.513756,0.719,8.903
5302,2069265,39.882812,0.481668,1.0264,8.587
5303,2069362,36.683487,0.551617,2.3744,0.0
5304,2069433,35.219505,-0.463256,2.1422,8.745
5305,2069441,39.232143,0.613922,0.8739,8.632
5306,2069489,37.84914,0.740528,1.2581,8.874
5307,2069653,36.268288,-0.400917,1.4334,8.917
5308,2070551,36.000992,-0.211469,1.5697,8.348
5309,2070799,37.207115,-0.764002,2.5417,8.563
5310,2071527,36.358963,1.023374,1.8727,9.282
5311,2071832,39.079117,-0.091435,0.9805,8.278
5312,2073759,39.65815,-1.053921,1.7593,8.464
5313,2074048,38.224255,-0.782372,1.8005,0.0
5314,2074088,37.878193,-0.650048,2.0997,9.417
5315,2074166,39.566345,-0.336737,1.2502,0.0
5316,2074311,38.081337,0.351915,2.0443,9.404
5317,2074345,35.236217,0.907747,1.0747,0.0
5318,2074790,37.347656,-0.01331,0.5581,8.345
5319,2076425,36.884144,1.036364,0.68,8.992
5320,2077181,36.70644,-0.323059,2.245,0.0
5321,2078377,38.487137,-0.154649,1.8494,9.089
5322,2078688,35.172413,1.197917,1.5461,8.921
5323,2078767,36.478642,0.92127,1.7725,0.0
5324,2078867,37.567886,1.051498,2.5311,0.0
5325,2078939,38.3885,1.059172,2.0587,0.0
5326,2079143,35.917126,-0.471378,1.2604,0.0
5327,2079712,39.659897,-0.916156,1.2129,8.576
5328,2079904,35.437801,-0.632013,1.7701,0.0
5329,2080128,39.862484,0.518646,1.1417,8.649
5330,2080357,39.196339,-0.523399,2.39,0.0
5331,2080707,39.99807,1.240331,2.2733,9.133
5332,2081090,35.899338,0.397732,0.7742,8.416
5333,2081482,39.527325,1.184365,1.3112,8.987
5334,2081834,38.256229,-0.806222,2.125,0.0
5335,2082062,36.489876,0.148978,2.4936,0.0
5336,2082515,38.686058,-1.250419,1.7892,0.0
5337,2082819,36.365707,-1.09184,1.0804,8.941
5338,2083109,37.561646,1.180462,1.5241,8.85
5339,2084061,35.588871,-0.595043,0.8971,8.692
5340,2084134,35.413265,-0.363246,1.0463,8.442
5341,2084284,36.359676,-1.242874,1.6259,0.0
5342,2084710,37.021957,-0.022413,1.9706,9.395
5343,2084967,36.021233,-0.986514,1.2482,8.965
5344,2085271,39.557518,-0.394146,1.6178,9.136
5345,2085308,37.00631,-1.203443,1.2348,8.593
5346,2085472,35.88855,1.144856,2.5887,9.047
5347,2085856,36.858761,0.807668,1.1105,0.0
5348,2086073,36.523403,-0.845767,2.2745,8.732
5349,2087006,35.839096,-0.126064,1.5345,9.17
5350,2087360,39.086636,-0.561739,1.6683,9.083
5351,2088044,38.842163,0.092805,1.3821,8.816
5352,2088057,35.473,-0.17079,1.0469,0.0
5353,2088288,37.934994,0.87392,1.6129,0.0
5354,2088951,39.244785,-0.205063,1.6914,8.99
5355,2089238,36.733593,0.380023,1.8688,0.0
5356,2089718,38.002819,-1.149968,2.7723,0.0
5357,2091365,39.990063,-1.138151,1.2155,8.755
5358,2091973,38.10828,0.108907,1.7946,0.0
5359,2092378,38.125916,0.777689,2.0646,0.0
5360,2093271,37.285748,0.652256,1.2088,8.7
5361,2093505,35.802319,0.104251,1.2276,8.474
5362,2093705,38.964989,-1.231275,2.0238,9.026
5363,2094170,39.034092,0.934479,0.9685,9.103
5364,2094277,35.256847,0.605201,2.4581,0.0
5365,2094501,35.579559,-0.188512,3.1644,9.602
5366,2094790,37.295124,-1.162573,1.8141,9.402
5367,2094881,38.862328,-0.52597,1.3969,8.621
5368,2095845,39.886292,0.520471,2.6387,0.0
5369,2095994,37.282097,-0.485998,2.1466,0.0
5370,2096787,39.185089,-1.248001,1.412,8.954
5371,2097111,37.115177,-1.013997,3.165,9.196
5372,2097285,35.955193,0.791088,2.336,10.118
5373,2097355,35.751743,0.880577,1.2482,8.972
5374,2097681,39.276051,-0.447667,1.6869,0.0
5375,2097903,35.666496,-0.610152,2.8792,9.436
5376,2097953,38.55143,0.667482,2.0497,0.0
5377,2098416,37.736462,0.825994,1.2836,8.527
5378,2098468,38.847221,0.155974,2.065,0.0
5379,2098704,39.404526,0.84475,2.0264,0.0
5380,2099497,38.464428,0.084948,0.9196,8.985
5381,2099508,37.812241,-1.167236,1.2748,9.275
5382,2099844,35.367741,0.348936,2.037,9.414
5383,2099936,36.728107,0.00738,1.0109,8.095
5384,2099988,36.380474,-0.732166,2.5588,9.178
5385,2100241,35.664238,-0.968423,3.6491,8.982
5386,2100282,35.882931,-0.268196,0.7704,8.459
5387,2100482,36.875587,0.792676,1.4852,9.058
5388,2100654,37.378811,-0.145939,0.6089,0.0
5389,2100899,36.418472,0.955826,2.0103,9.319
5390,2101000,37.547016,0.987129,2.51,10.242
5391,2101201,38.291084,0.840536,2.5806,9.084
5392,2101325,36.392059,0.063296,1.7329,0.0
5393,2101338,36.567051,0.059124,0.8834,0.0
5394,2101736,35.212467,0.624513,1.3968,8.881
5395,2101882,39.441219,1.203435,1.5236,8.799
5396,2101883,39.150715,-0.554953,1.5344,0.0
5397,2101989,38.220013,-0.230862,2.0326,0.0
5398,2102168,39.266029,0.656449,1.1503,0.0
5399,2102219,37.974098,-0.542255,1.7234,9.188
5400,2103515,38.930676,-0.180962,1.9854,0.0
5401,2103773,38.307575,-0.20429,0.807,9.04
5402,2103863,37.756237,0.400874,1.0524,8.705
5403,2104226,36.730995,0.932079,2.1795,0.0
5404,2104522,35.576771,-0.160317,1.5043,0.0
5405,2104791,35.665977,0.006273,0.986,9.285
5406,2104983,38.494732,-0.327622,0.544,0.0
5407,2105662,37.157738,0.370956,0.6182,0.0
5408,2105705,38.715759,0.0094,2.2521,9.595
5409,2105888,37.567871,-0.691306,0.812,7.942
5410,2105963,36.71138,0.100946,1.1196,0.0
5411,2106045,35.853436,-0.417953,2.9536,9.117
5412,2106392,38.067833,0.369335,1.7486,8.724
5413,2107076,36.730373,1.117012,2.7866,0.0
5414,2107686,37.388775,0.834643,1.3894,8.689
5415,2108440,38.440319,-0.499852,1.6702,0.0
5416,2108870,39.662251,0.723602,1.2172,0.0
5417,2109029,39.222778,0.405543,3.4447,9.707
5418,2109241,35.470634,-0.540581,1.7117,9.069
5419,2109295,36.757984,1.149989,2.0852,8.622
5420,2110228,39.526039,-0.527812,0.7432,0.0
5421,2110298,37.885429,-0.513634,2.3969,0.0
5422,2111102,37.505039,0.129125,1.3412,8.342
5423,2111406,36.326511,-0.225646,3.6273,9.523
5424,2111491,39.409004,0.190791,1.347,8.982
5425,2111722,38.875484,0.225147,1.9266,8.826
5426,2111754,35.696003,0.788003,1.0534,0.0
5427,2112247,38.139877,0.14085,2.6589,0.0
5428,2112657,36.730164,-0.926354,1.6712,0.0
5429,2112737,35.491005,-0.571076,1.1963,0.0
5430,2112797,35.854179,-0.603512,0.4786,0.0
5431,2112846,36.669674,0.109135,2.5043,9.126
5432,2113281,39.891563,-1.021227,1.8483,9.455
5433,2114023,35.016216,1.122463,0.7687,8.344
5434,2114242,36.99247,0.040377,1.0642,8.559
5435,2114286,35.201382,-0.475992,1.5447,0.0
5436,2114417,38.392326,-0.493423,3.401,9.376
5437,2114974,36.478554,0.914417,2.9692,0.0
5438,2115281,38.32819,0.357154,0.609,0.0
5439,2116040,39.372272,1.21496,0.6003,7.981
5440,2116070,37.67535,-0.526575,1.0183,0.0
5441,2116691,38.920429,0.177485,0.9484,8.405
5442,2116723,37.457035,-0.684276,1.5434,8.763
5443,2116933,36.061089,0.404329,0.3828,8.935
5444,2117241,37.11121,-0.633995,1.5141,9.513
5445,2117298,35.804173,-0.179967,2.4159,9.105
5446,2117330,38.49884,0.827377,2.5221,0.0
5447,2117444,39.483772,0.354058,2.6424,9.347
5448,2118411,37.444042,-0.651746,2.2025,0.0
5449,2119056,38.625355,0.786448,2.1178,0.0
5450,2119950,39.072933,0.432664,1.502,9.147
5451,2120092,35.705311,-0.033613,1.6668,9.253
5452,2120216,38.479759,0.121796,1.7614,8.488
5453,2120484,35.263592,0.390723,2.6084,0.0
5454,2120520,38.400414,0.504009,0.6091,8.263
5455,2120956,38.397415,-1.129096,0.3679,8.138
5456,2121163,38.394775,-0.507452,2.4292,8.91
5457,2121414,36.390724,-0.2371,1.5178,0.0
5458,2121523,36.717667,-0.654583,0.6252,0.0
5459,2121582,36.758072,0.208232,0.5754,8.424
5460,2123962,37.741322,-0.503998,0.8613,8.486
5461,2124003,39.015747,-0.513941,1.4084,8.921
5462,2124017,39.705776,0.116968,2.1241,0.0
5463,2124293,39.146645,-1.163979,2.2744,8.67
5464,2125290,38.043625,-0.131349,1.3528,8.916
5465,2125388,36.199558,-0.783429,1.6992,0.0
5466,2126011,39.802963,-0.87226,1.5861,9.1
5467,2126626,37.391941,0.756868,1.8999,0.0
5468,2126783,38.020447,-1.086544,0.7337,8.757
5469,2127085,39.862644,0.281631,1.0128,9.16
5470,2127208,35.748665,1.174543,1.8348,9.392
5471,2127298,38.193684,0.278513,2.0544,0.0
5472,2127318,36.169579,-0.451328,2.6896,8.615
5473,2128014,37.524235,1.170627,1.4438,0.0
5474,2128046,37.156693,0.502868,1.0153,8.612
5475,2128429,38.554775,1.23766,2.2456,9.646
5476,2128910,36.305885,0.795084,2.6834,9.148
5477,2129960,38.535645,-0.458288,0.8435,8.245
5478,2130020,36.661407,-0.099406,1.0744,8.626
5479,2130176,39.580292,-0.508144,2.6055,8.822
5480,2130467,37.096893,-0.441157,2.359,8.925
5481,2130632,36.526466,-0.908065,1.6111,9.084
5482,2132021,39.495865,1.136332,1.3186,8.991
5483,2132447,37.409122,0.454632,1.4899,8.832
5484,2133690,36.635456,-0.644843,2.3511,0.0
5485,2133967,38.295551,0.502273,2.0135,9.055
5486,2134938,38.418076,-0.185109,1.8346,0.0
5487,2134989,37.888676,-0.29446,1.0257,0.0
5488,2135503,39.775833,0.412438,2.5953,9.383
5489,2135609,35.945927,-0.705135,1.9593,9.613
5490,2136428,35.727673,-0.679684,1.6491,8.723
5491,2137574,39.806671,-0.85622,0.5913,8.131
5492,2137600,39.690048,1.205754,1.4908,9.006
5493,2137808,38.134384,0.098029,1.7924,9.588
5494,2137880,38.500519,-1.13497,2.3915,9.215
5495,2137903,35.906094,0.324246,1.1358,0.0
5496,2138001,37.160934,0.555613,0.7683,8.616
5497,2138361,35.693607,-0.81004,1.5398,9.259
5498,2138850,36.803909,-0.62177,1.6688,0.0
5499,2140714,38.044464,-0.398142,2.4103,9.331
5500,2141124,320.591431,0.448466,1.9906,9.21
5501,2143242,323.578705,-0.948486,2.0125,0.0
5502,2144492,324.912445,-0.756506,0.8213,8.683
5503,2149795,324.579041,1.206236,0.3441,0.0
5504,2151949,322.062164,0.348086,1.0627,0.0
5505,2156249,323.864441,0.726748,1.4647,9.233
5506,2157997,320.872772,-0.848041,2.2614,0.0
5507,2158212,320.431549,0.392637,3.0161,0.0
5508,2158519,322.53476,0.349984,2.565,0.0
5509,2159255,324.58136,-1.09056,2.1031,9.463
5510,2160835,320.921509,1.099414,0.3895,7.492
5511,2160882,324.268402,-0.392013,2.4663,9.511
5512,2164845,324.178436,0.243406,2.6467,9.674
5513,2168785,324.080658,0.692156,2.0304,0.0
5514,2171289,322.372528,-0.412111,0.9897,8.772
5515,2172986,321.851379,0.788388,0.7157,9.037
5516,2175056,320.145264,-0.517725,1.4812,0.0
5517,2175651,324.855957,-1.02984,1.8155,0.0
5518,2177766,321.558502,-0.836882,1.5513,0.0
5519,2179711,320.579865,1.251625,1.7892,9.093
5520,2181086,322.048431,-1.118018,3.3153,9.884
5521,2182459,324.757324,-0.202127,2.5474,9.493
5522,2182896,322.476379,0.428524,3.2975,9.352
5523,2184492,322.266663,-0.989644,0.8461,8.505
5524,2188045,320.51593,0.188681,0.2289,0.0
5525,2190121,324.756897,-0.823684,3.6786,9.923
5526,2193896,324.200714,-0.262958,2.1789,0.0
5527,2196850,321.529205,-0.390105,1.0529,0.0
5528,2197547,324.899323,-0.871257,2.5109,9.29
5529,2197670,321.456177,0.128301,1.8918,9.432
5530,2197833,323.149841,-0.230745,2.4935,9.474
5531,2199392,323.22995,-1.20445,2.2817,9.292
5532,2200878,324.224304,-1.007332,1.1485,9.362
5533,2203492,322.430237,0.501545,2.6674,9.342
5534,2204291,324.789825,-0.660957,1.7005,8.797
5535,2205180,323.804596,-0.878843,1.6547,9.855
5536,2208548,320.616821,-1.086815,1.2612,8.985
5537,2212556,322.72699,1.250129,2.5092,10.751
5538,2213256,320.070831,0.811597,1.2818,9.297
5539,2213303,324.488983,-1.173674,1.5145,8.836
5540,2214441,324.942078,1.054227,1.5437,8.893
5541,2215141,322.318878,-0.842234,0.3737,7.64
5542,2216579,321.124298,-0.790858,1.6144,9.608
5543,2216880,323.592743,0.813991,2.3355,9.501
5544,2218380,323.152313,0.004789,2.977,9.249
5545,2218382,321.5737,0.374702,0.443,0.0
5546,2223224,323.842224,0.26745,0.5279,8.04
5547,2229934,320.411224,-0.23088,1.0126,8.535
5548,2230001,321.474762,0.659128,1.8208,8.769
5549,2230470,322.094727,-0.026445,0.996,8.867
5550,2232041,321.080261,0.720421,1.5747,8.926
5551,2233018,320.662445,-1.209665,1.8446,9.667
5552,2234964,323.548218,0.467249,1.3378,8.701
5553,2238315,320.24704,1.033283,1.604,9.348
5554,2239111,322.487366,-1.049922,0.9828,8.99
5555,2240954,323.91333,-0.90624,0.9488,8.783
5556,2242789,322.742737,1.204196,1.7458,9.36
5557,2247371,321.551025,-0.63664,1.0429,9.005
5558,2248072,322.527863,0.327742,0.6551,0.0
5559,2248106,323.729492,0.182451,3.2449,9.873
5560,2249801,320.989868,-0.897252,3.5852,0.0
5561,2249880,324.995636,1.004497,1.9771,0.0
5562,2252824,324.151642,-0.5763,0.8559,7.944
5563,2253553,321.933868,0.955644,4.3865,0.0
5564,2255180,324.803436,-0.028259,2.7301,0.0
5565,2255474,321.691864,-0.037292,1.2909,9.173
5566,2258582,324.912628,1.049722,1.2017,8.915
5567,2260747,320.825043,1.178685,1.1753,8.652
5568,2261732,320.026184,-0.735388,2.0492,8.8
5569,2263003,322.675812,0.608292,1.26,8.804
5570,2264370,322.000427,-0.770056,2.6676,0.0
5571,2272229,320.294067,-0.804245,2.1767,0.0
5572,2275232,323.273071,0.606322,1.4123,0.0
5573,2278486,323.180267,1.10942,4.0349,8.75
5574,2281133,324.528473,-1.138215,2.5137,8.681
5575,2287890,321.519928,0.979375,1.361,0.0
5576,2288744,322.781036,-0.208059,0.7451,9.106
5577,2290566,324.610687,-0.024039,1.2739,8.532
5578,2290858,324.098022,-0.569693,2.222,9.421
5579,2296949,322.739044,-0.01757,0.8996,8.628
5580,2297242,323.366638,-0.107855,2.9326,0.0
5581,2297540,321.947632,0.824866,2.2488,9.902
5582,2299497,320.285034,0.235531,1.0141,8.91
5583,2300584,321.098419,0.601725,0.9276,8.71
5584,2302601,322.033081,-1.107938,1.0992,9.14
5585,2303344,324.818085,1.18476,1.1087,9.265
5586,2303889,322.191772,-1.074464,2.115,0.0
5587,2303981,322.48645,-0.50487,2.8023,0.0
5588,2306185,320.944702,-0.720507,1.1746,0.0
5589,2311156,324.451843,0.20556,1.6679,9.136
5590,2315800,320.102295,0.12589,1.025,0.0
5591,2318912,321.805145,-0.149386,0.8412,8.652
5592,2319589,320.996277,0.479191,1.8579,9.635
5593,2319913,322.264374,-0.16167,1.5227,9.25
5594,2320335,324.201019,1.02407,2.0262,0.0
5595,2321862,322.467316,0.545701,1.8649,9.409
5596,2325281,322.090515,-0.545655,1.2186,8.624
5597,2326419,321.411926,0.982222,2.6391,8.858
5598,2326649,320.789642,1.036984,0.5901,8.015
5599,2326856,323.662354,0.164945,2.406,8.849
5600,2326859,320.678711,-0.541153,1.8772,0.0
5601,2327007,324.93103,0.257056,0.6335,8.855
5602,2334816,323.558411,-0.7592,1.5353,8.908
5603,2335853,324.895721,-0.29422,0.6801,8.563
5604,2335899,321.466309,0.009104,1.8027,9.247
5605,2340794,320.83194,-0.379416,2.6184,0.0
5606,2340948,324.704163,0.364805,2.4361,9.465
5607,2346419,320.53067,-0.246025,4.0721,10.312
5608,2351443,320.883636,-0.676189,1.1771,0.0
5609,2351939,324.49057,-0.084182,1.7781,8.854
5610,2352640,322.62149,-0.532211,1.4867,8.971
5611,2352786,324.027313,-0.328121,1.1997,9.221
5612,2354703,321.339355,0.48513,1.9519,9.362
5613,2355167,324.924622,0.527515,1.6034,9.209
5614,2355391,321.484436,0.760929,0.2811,0.0
5615,2357508,321.609833,-0.841411,2.0355,0.0
5616,2358082,320.107452,-0.330009,2.5807,0.0
5617,2358347,322.319183,0.632413,2.9589,0.0
5618,2358741,320.67923,-0.448235,1.9707,9.068
5619,2359303,320.726868,0.742733,1.2662,0.0
5620,2359656,323.065216,-1.228958,0.7013,8.909
5621,2360811,322.979828,0.654807,1.4906,8.821
5622,2361849,322.773102,-0.257378,1.3514,0.0
5623,2363386,320.679321,0.341149,0.9801,8.823
5624,2363625,322.360657,-0.377157,2.1355,0.0
5625,2364757,322.485199,-0.864017,1.1124,0.0
5626,2365743,320.918732,0.17367,1.438,8.596
5627,2373679,320.518585,-0.170154,3.4868,8.918
5628,2377219,324.078888,-0.523373,0.5795,8.636
5629,2377638,322.111084,0.087315,0.892,0.0
5630,2377754,321.044312,0.845065,1.0952,0.0
5631,2379155,324.322449,-0.664582,0.6956,8.617
5632,2379453,323.718597,0.703824,1.9799,0.0
5633,2379840,323.537872,0.756343,2.3866,0.0
5634,2381421,324.160767,0.698387,1.9414,0.0
5635,2381475,324.555634,-0.761074,0.8012,0.0
5636,2381556,324.789459,0.755638,2.0402,9.233
5637,2384085,323.867371,-0.81148,1.7664,9.261
5638,2393897,322.90863,-0.42718,1.8367,8.482
5639,2394821,320.690643,-0.836183,1.9474,0.0
5640,2398693,322.856354,0.319577,2.1309,9.749
5641,2402850,320.496002,0.87338,2.3687,9.742
5642,2404708,324.575165,0.846922,0.7914,0.0
5643,2406154,323.826996,-1.112532,3.1858,9.897
5644,2407947,321.813904,0.914101,1.3331,8.936
5645,2408231,320.114594,-0.712092,1.2295,0.0
5646,2408900,321.299286,1.206268,2.2069,0.0
5647,2409973,324.426056,-0.653544,2.2572,0.0
5648,2410726,322.621948,-0.878796,0.9755,8.955
5649,2412940,324.549133,0.16198,1.7278,9.306
5650,2414145,320.753296,0.52949,0.9309,8.713
5651,2415357,322.290222,0.203992,1.3389,8.499
5652,2416448,324.84906,1.000255,1.3776,8.712
5653,2416896,320.37558,-0.090871,0.5853,8.811
5654,2417930,320.900085,0.937875,4.3028,8.557
5655,2418936,323.348846,1.135624,0.4372,7.917
5656,2421873,323.622803,0.521774,4.1271,10.163
5657,2422085,321.323822,-0.572588,1.8119,0.0
5658,2427694,322.537262,0.436117,4.9494,0.0
5659,2428268,320.74295,-1.220468,3.6991,0.0
5660,2428694,323.053711,-0.02548,0.5342,8.084
5661,2429577,322.594604,-0.431136,0.4901,8.636
5662,2430483,321.341644,-0.126899,0.9263,9.019
5663,2436045,320.692413,-1.220736,1.7079,9.679
5664,2436695,323.660553,0.217768,1.341,9.085
5665,2438176,323.42984,0.665619,1.8124,9.158
5666,2443925,320.052979,-0.462552,3.3444,8.987
5667,2446148,322.013245,-0.823033,1.9973,8.886
5668,2447561,322.519836,-1.045679,0.7038,9.468
5669,2448723,321.013794,-0.119996,1.2647,9.098
5670,2449604,324.201324,-1.00706,0.9276,9.047
5671,2449644,322.369202,0.386728,3.0173,0.0
5672,2453006,320.294037,-0.475565,2.5505,9.632
5673,2453124,324.311493,0.186885,1.3856,8.656
5674,2459430,321.209473,1.032527,1.7335,9.638
5675,2459662,324.884064,-1.234939,1.2319,9.07
5676,2459891,324.136597,-0.144914,0.6706,8.288
5677,2460432,323.221954,0.936576,1.193,9.0
5678,2461157,322.15921,-0.245397,0.4954,8.211
5679,2464194,324.992767,-1.106301,1.0459,9.391
5680,2464449,323.835449,-1.055106,0.7936,9.125
5681,2467373,321.616882,0.653323,1.7776,9.094
5682,2467957,320.716492,0.340463,1.5356,9.367
5683,2473653,44.845119,-0.189568,2.381,9.208
5684,2473677,41.948299,-0.802797,1.9243,8.415
5685,2473812,44.186211,0.21278,2.2514,9.952
5686,2473988,43.48196,-0.500833,1.4938,8.644
5687,2474017,42.384037,1.251771,1.8429,9.219
5688,2474155,42.414898,-0.199404,1.2936,0.0
5689,2474217,40.27858,0.174104,1.4374,8.728
5690,2474458,44.620831,0.257264,2.0626,0.0
5691,2474612,42.156422,1.18869,0.8074,0.0
5692,2474924,41.321285,1.235712,1.4431,9.043
5693,2475121,42.580299,0.516848,2.0275,8.911
5694,2475129,43.61797,0.40508,1.908,9.253
5695,2475389,44.397213,-0.275388,0.3625,7.639
5696,2475481,43.040829,0.096956,2.1111,8.616
5697,2475517,42.925648,-0.90084,0.5194,7.429
5698,2476138,41.214088,-0.827967,2.4349,9.851
5699,2477041,44.536732,0.53722,0.663,0.0
5700,2477056,42.019596,0.39918,1.8364,9.287
5701,2477225,42.761223,0.100169,1.4381,9.234
5702,2477355,43.793972,-0.120296,1.6864,9.014
5703,2477635,43.870541,-0.038668,1.4356,9.362
5704,2477748,43.697506,-0.686456,2.0091,8.566
5705,2477965,41.077545,0.368426,0.9304,8.384
5706,2478255,41.971672,-0.360526,1.4381,9.048
5707,2478562,41.587959,-0.031133,1.2945,9.132
5708,2479049,43.506512,0.05477,1.8315,0.0
5709,2479074,40.586399,-0.349951,0.6841,8.953
5710,2479332,44.363567,0.262731,1.6078,8.642
5711,2479472,41.238258,-1.136081,3.9966,0.0
