,ID,ra,dec,z,BH_mass
1556,505542,346.9505,0.340925,1.2009,8.504
1557,505877,349.588074,0.493526,0.3765,0.0
1558,507719,349.313812,0.78063,1.5352,0.0
1559,507766,349.197571,0.659028,0.5793,8.324
1560,508176,349.917969,1.251568,1.6034,9.107
1561,508247,345.382507,-0.121205,2.1041,0.0
1562,508887,345.171844,-0.469729,1.6879,9.107
1563,509026,349.90036,-0.78864,2.0153,8.416
1564,510053,345.680786,-0.818702,2.6209,9.763
1565,510240,349.697266,-0.296703,2.5027,0.0
1566,510445,347.949585,0.495021,1.8966,9.418
1567,510573,349.300629,-1.099795,1.748,0.0
1568,512275,349.534058,0.515235,1.9468,8.642
1569,512363,349.216858,0.857204,3.2259,9.245
1570,512598,349.370575,0.284167,0.8107,9.034
1571,512947,346.268616,-1.080936,2.0229,9.18
1572,513289,348.652527,0.568314,1.6271,8.623
1573,513714,346.481201,0.996171,0.7193,8.792
1574,514067,349.244354,0.674665,1.0545,8.868
1575,514121,345.08316,0.574592,2.5249,9.746
1576,514123,348.763672,-0.453053,0.9598,0.0
1577,514572,349.494171,-0.996267,1.974,0.0
1578,515348,347.117859,0.179494,1.1308,8.427
1579,515953,346.570984,-0.241563,1.4286,8.888
1580,516082,348.011932,-0.927136,1.6046,8.801
1581,517770,347.8638,-0.865355,1.4173,8.871
1582,518497,345.54837,1.169983,2.0864,9.251
1583,518691,349.05365,0.599583,2.2306,0.0
1584,518803,347.970428,-0.226391,0.3478,8.311
1585,519456,349.390259,0.191212,0.8423,8.898
1586,519590,345.240295,-0.350722,1.9684,9.509
1587,520304,346.572052,0.97061,1.1891,8.904
1588,521037,347.490234,-0.024233,2.1104,9.145
1589,522129,348.837891,-0.096232,0.555,7.494
1590,522179,347.501709,-1.103304,1.3335,9.07
1591,522501,346.966278,-0.504518,0.4603,8.934
1592,522560,348.910339,0.700434,2.2284,8.876
1593,522784,349.494354,-0.928103,1.9735,9.006
1594,522913,348.029449,0.411047,2.4225,0.0
1595,522996,347.205872,-0.707385,1.6497,8.629
1596,523147,346.013367,0.029753,1.5899,9.022
1597,523779,345.457031,-0.556163,1.993,0.0
1598,524243,345.481445,-1.113623,0.2384,8.614
1599,524585,345.546997,1.009283,2.0169,9.76
1600,524979,347.303101,0.665441,1.052,8.621
1601,525254,349.091614,0.392622,0.905,0.0
1602,526053,346.633575,0.769944,0.5705,8.627
1603,526209,348.188416,1.088526,0.5703,0.0
1604,526684,345.002625,0.126143,0.7046,8.702
1605,526730,345.019257,-0.791806,1.338,9.019
1606,526962,345.505035,0.513112,1.3445,8.61
1607,527078,348.896027,0.024379,0.5889,0.0
1608,527712,347.137421,-0.392361,3.0822,0.0
1609,528302,345.84903,0.270884,3.6854,8.131
1610,528993,349.187775,0.187459,1.639,8.827
1611,530072,348.460663,0.855036,0.9272,9.183
1612,530434,349.488617,0.879506,3.3538,9.032
1613,530692,346.772095,0.798372,0.4234,8.621
1614,530768,348.173126,1.212845,1.4982,8.557
1615,530843,347.813324,-1.101472,1.2633,8.531
1616,530872,346.246979,-0.377376,0.7323,7.98
1617,530989,345.363251,1.099697,1.816,0.0
1618,531546,348.917938,0.313428,2.0084,9.406
1619,531714,346.515808,0.055503,1.8131,0.0
1620,531761,348.689545,-1.126564,1.1028,8.922
1621,532980,349.185364,-0.353904,1.7228,9.099
1622,532997,345.043121,0.943872,1.5507,8.976
1623,533642,346.724945,-0.268226,0.5555,9.005
1624,533993,349.887787,-0.540739,1.5951,0.0
1625,534377,349.415619,-0.955402,2.3082,0.0
1626,534468,348.686432,-1.265148,0.6651,9.062
1627,535670,345.89032,1.064013,1.3653,8.103
1628,535866,345.474182,0.883734,0.717,8.158
1629,536063,347.47876,-1.18696,1.6465,9.526
1630,536382,348.970642,1.235037,0.5215,0.0
1631,536729,346.184418,-0.137492,0.6163,8.579
1632,537233,349.799652,-0.3158,2.3069,0.0
1633,537470,349.801392,0.983483,2.2535,9.844
1634,538834,348.78894,0.173967,0.8478,9.113
1635,539296,345.994446,-0.292483,1.5094,8.719
1636,542071,347.646362,0.516339,1.2547,0.0
1637,542558,349.224701,-0.438039,1.0993,0.0
1638,542879,345.057587,-0.137042,1.8826,0.0
1639,543358,349.744019,-0.847128,3.2077,0.0
1640,543408,349.470734,-1.210372,1.7684,0.0
1641,544382,347.516907,-0.433081,1.13,8.802
1642,544670,345.83902,0.797269,1.1317,8.699
1643,545686,346.157928,0.472177,1.0686,0.0
1644,546124,349.4216,0.448923,1.4871,9.053
1645,546621,346.997253,0.402938,0.6302,8.488
1646,547349,346.103638,-1.028022,1.8897,0.0
1647,547848,345.355133,-0.138878,1.5981,8.784
1648,548075,349.71167,0.431298,1.5913,9.293
1649,548318,348.604706,-1.150809,1.6379,9.173
1650,549070,347.95224,0.740565,2.1948,9.07
1651,549074,347.247101,0.468847,1.8219,0.0
1652,549544,346.434143,-0.42558,1.3745,0.0
1653,550078,347.524475,-1.137729,1.3974,9.464
1654,551374,346.914337,0.879905,0.6606,9.342
1655,551447,345.276489,0.323522,1.0267,0.0
1656,551634,346.705658,1.066916,1.2285,9.01
1657,551722,345.529144,0.411236,1.5914,8.827
1658,552477,349.281372,0.4819,0.7462,8.335
1659,552880,346.384735,-0.527696,0.9389,8.359
1660,552929,345.687286,-0.409488,2.2349,8.484
1661,553283,348.193817,-0.079395,1.1211,8.228
1662,554467,346.665222,1.14865,3.6557,9.032
1663,554864,345.326019,1.014878,2.0756,9.816
1664,555185,346.741333,-0.057014,0.6151,0.0
1665,555250,346.963409,1.262758,1.8796,8.675
1666,556067,348.618927,-1.225539,1.5533,9.173
1667,556264,347.22876,1.120786,1.6295,9.345
1668,556428,347.094543,-0.459178,0.7424,8.249
1669,557340,346.348999,-0.373961,0.6829,8.425
1670,557794,347.85025,0.812305,0.695,0.0
1671,558053,345.849152,-0.418251,1.2303,0.0
1672,558076,348.687958,0.143637,1.1195,9.103
1673,558985,349.225098,0.143708,2.1394,9.65
1674,559198,348.010345,0.325081,2.5952,9.211
1675,560209,349.187836,-0.191514,0.596,0.0
1676,560327,346.919647,-0.830178,0.6946,8.223
1677,561074,349.294952,0.149908,1.6793,8.617
1678,561105,346.116119,-0.134248,0.5263,0.0
1679,561397,349.205963,0.994663,2.0679,8.075
1680,561635,347.220367,0.034728,2.1456,0.0
1681,562018,345.959656,-0.893513,0.8568,0.0
1682,562275,348.647736,1.027475,0.8475,8.753
1683,562665,345.907532,-0.291852,0.6647,8.951
1684,563138,348.827667,0.604687,0.9124,8.412
1685,563450,347.166473,1.096805,1.7452,8.731
1686,563747,348.300323,-0.282732,3.7906,0.0
1687,564056,346.852875,-0.397303,1.5017,8.84
1688,564285,345.065369,0.522039,2.1768,0.0
1689,564342,347.498047,0.927047,2.4142,9.687
1690,564361,346.937531,-0.856309,1.8487,0.0
1691,565648,347.845032,-0.960375,0.6852,8.172
1692,565737,348.28775,-0.658129,0.6217,8.099
1693,566021,345.440979,-1.230857,1.2409,8.805
1694,567213,346.616852,0.126328,1.7943,0.0
1695,567217,346.15686,-0.95093,2.4922,9.203
1696,567244,346.459808,-0.827254,0.9984,8.238
1697,567458,348.110809,-0.304396,1.1684,8.599
1698,568080,349.876587,0.725264,0.9692,9.317
1699,568312,349.971161,-1.027524,1.1533,0.0
1700,569170,349.117065,-1.023526,1.7341,9.374
1701,569688,347.481171,0.603808,1.0147,0.0
1702,570173,345.293793,0.515492,1.102,0.0
1703,570217,345.548218,0.328786,1.4871,9.073
1704,570234,346.352936,0.606908,0.6073,8.265
1705,570773,348.923584,0.493489,1.3575,0.0
1706,570913,346.435608,0.894018,1.5026,9.216
1707,571901,348.753387,-0.308683,1.324,8.953
1708,572175,347.045685,-0.005948,1.1686,0.0
1709,572808,348.130707,-1.193766,1.3606,9.045
1710,573609,346.817352,0.523442,2.5506,9.521
1711,573845,346.896729,0.884147,1.7588,9.118
1712,573927,347.759033,-0.724161,1.6027,0.0
1713,574019,349.31839,1.198875,1.8974,0.0
1714,574091,347.880127,-0.478505,0.5857,8.827
1715,574470,348.34906,0.540244,0.3656,8.635
1716,574939,347.700836,1.229781,1.8968,8.748
1717,575035,348.904663,0.907666,2.6528,0.0
1718,575783,15.530177,0.086331,1.0158,8.949
1719,575921,18.480461,1.118489,1.4085,9.373
1720,575962,19.774668,0.59212,1.2941,8.573
1721,576116,18.257652,0.109305,1.6919,9.365
1722,576204,17.368128,1.075566,0.4475,0.0
1723,576260,19.262028,0.303646,1.7804,0.0
1724,576340,16.308796,-1.03973,0.5473,8.144
1725,576801,18.943855,0.869097,1.3432,8.657
1726,576944,16.651403,-1.040255,1.0117,8.256
1727,577633,15.433451,-0.68438,2.0136,0.0
1728,577694,19.140415,0.107061,1.3165,8.892
1729,577969,15.136693,0.315439,1.4536,0.0
1730,579604,16.559948,1.235963,1.3541,8.837
1731,579653,16.725208,0.395843,1.0218,8.372
1732,579851,18.776363,0.749734,1.7487,9.03
1733,580228,16.810339,-0.835196,0.6512,8.012
1734,580289,17.72024,0.780194,0.43,8.228
1735,580686,16.741007,0.359414,1.9806,9.068
1736,580711,15.872668,0.681934,1.4317,9.318
1737,580970,15.432625,0.138584,1.2013,0.0
1738,581333,18.969147,0.100282,3.1927,9.762
1739,582405,19.316462,0.440853,3.7456,0.0
1740,582730,16.281981,-1.200681,0.8994,8.485
1741,582752,16.698473,0.474046,2.9632,8.649
1742,582864,17.448946,-0.058523,1.751,9.238
1743,582976,15.866877,0.382361,0.8946,8.548
1744,583026,15.524546,0.199165,0.7253,0.0
1745,583191,16.855682,-0.600605,2.1568,8.627
1746,583492,17.623516,-0.421462,0.8446,0.0
1747,583638,18.380955,-0.410775,1.5164,8.94
1748,583821,19.198528,1.246985,1.9692,8.836
1749,584286,18.630974,-0.186824,1.8407,0.0
1750,584397,17.862938,0.715221,0.905,8.376
1751,584531,19.352249,-0.355701,2.8928,0.0
1752,584709,19.417374,-0.60469,1.9861,8.617
1753,585159,17.481785,0.916846,0.5,8.481
1754,585282,18.213013,0.15593,2.8626,8.569
1755,585712,15.86204,0.927401,4.1376,0.0
1756,585771,17.327341,0.905387,1.359,9.046
1757,585953,16.283899,-0.844807,1.5852,9.211
1758,586309,16.301085,-1.008135,1.5939,9.054
1759,586347,18.12731,0.244876,3.265,9.75
1760,586486,19.988379,-1.113354,1.1594,0.0
1761,586590,15.483341,0.691438,0.6492,0.0
1762,586612,16.120457,-0.650936,2.3564,8.534
1763,587178,18.632343,0.440255,1.8573,0.0
1764,588187,19.805056,0.854411,1.6712,8.829
1765,588740,18.915661,-0.366475,0.9866,8.703
1766,589398,15.366718,-0.530091,1.1084,8.632
1767,589516,18.270973,-0.988992,1.9895,8.394
1768,589519,15.906123,0.435618,2.7951,0.0
1769,590210,19.778297,-0.461291,0.9882,8.717
1770,590263,19.783504,-0.661292,0.9456,8.805
1771,590342,15.030341,-0.538489,0.7358,8.13
1772,590344,15.208072,0.431713,0.7569,0.0
1773,590456,17.65085,-1.148278,2.226,9.202
1774,590822,15.609001,-0.164232,1.9907,0.0
1775,591428,16.870804,-0.748843,1.1245,8.25
1776,591678,18.203796,0.386288,0.9783,8.857
1777,591875,19.684996,-0.381074,1.1666,0.0
1778,592076,15.803575,0.455064,1.4945,8.804
1779,592810,18.669237,-0.482541,1.9484,9.077
1780,592953,18.92576,0.383413,1.3751,9.227
1781,592970,15.008563,0.79266,0.7207,0.0
1782,593176,19.958759,1.254013,2.9476,9.064
1783,593181,16.241783,0.422804,1.7563,8.538
1784,593850,19.828388,-0.691439,1.8291,0.0
1785,593961,17.447639,1.130685,0.9661,8.785
1786,594032,18.58276,0.016779,1.6876,8.449
1787,594237,19.803553,-1.151264,2.0019,8.88
1788,595830,19.911907,1.021223,1.8368,0.0
1789,596199,19.396507,0.175016,0.7944,8.728
1790,596486,19.997269,0.232794,1.0474,8.98
1791,596509,19.952156,0.732215,1.7686,9.91
1792,596776,18.360992,-0.434131,0.9354,9.033
1793,596790,15.143927,0.596393,2.8083,0.0
1794,596803,18.165323,0.328746,0.6818,9.132
1795,597263,19.371367,0.363514,2.5219,0.0
1796,597845,19.436211,-0.509228,1.3178,9.144
1797,598180,16.124437,-0.674083,2.5504,0.0
1798,598366,16.902739,-0.168542,1.8434,8.869
1799,598611,17.291458,1.216179,1.5501,9.11
1800,598860,18.925909,-0.758064,2.2069,9.645
1801,599068,17.851751,0.446414,1.0029,8.864
1802,599365,15.399367,-0.835808,1.0131,8.729
1803,600120,15.961362,-0.021493,1.9619,9.062
1804,601626,16.577963,-0.367788,0.4468,7.536
1805,601684,15.198692,-0.631191,0.7331,8.189
1806,601808,19.756424,-0.578605,0.6614,0.0
1807,601860,19.89402,-0.403237,1.1744,8.641
1808,602070,18.718065,-1.205267,0.9711,8.417
1809,602555,17.649782,0.049068,0.9341,8.626
1810,603132,19.38467,0.821952,1.3714,8.873
1811,603331,18.933567,0.33748,1.052,8.576
1812,603649,19.529343,0.344439,1.0566,8.893
1813,604284,15.60966,-0.651279,0.2942,0.0
1814,604678,18.22883,0.053627,0.2386,8.27
1815,604716,17.358162,-0.627519,1.3584,8.902
1816,605275,18.509809,-0.79749,0.3499,8.013
1817,606369,16.77903,-1.184828,1.1149,8.55
1818,606596,17.998272,-0.270623,0.4584,7.621
1819,606744,17.602114,-0.262191,1.7587,9.08
1820,607110,15.683902,-1.235625,1.0475,8.541
1821,607577,16.161306,-1.235509,1.0628,8.539
1822,607738,17.288971,-1.175214,0.875,8.825
1823,608163,16.612875,-1.228701,1.7689,9.472
1824,608351,15.139593,0.366722,0.7535,9.048
1825,608373,17.111847,-0.623385,1.3736,0.0
1826,608830,16.348728,-0.427473,2.1595,0.0
1827,609314,18.841787,-0.827048,1.2754,8.889
1828,609466,15.828601,1.228587,1.6038,0.0
1829,609596,16.875021,0.065797,1.7529,9.17
1830,610203,19.697319,0.781922,2.6636,9.869
1831,611102,15.629195,0.005367,1.0848,0.0
1832,611190,15.671,-0.702475,1.7448,9.65
1833,611567,17.687187,-1.065616,2.3394,8.996
1834,612585,17.05003,-0.087923,0.9961,0.0
1835,613012,15.965685,-1.182585,1.3409,8.699
1836,613850,17.588322,-0.423147,1.9261,9.462
1837,614682,16.280376,0.411274,1.7746,8.805
1838,615687,15.953277,0.024099,2.2715,8.663
1839,615991,15.378593,1.029517,2.1601,0.0
1840,616379,19.064638,-0.726309,1.2761,8.859
1841,616589,15.141638,-1.153402,2.0866,8.987
1842,616716,16.568308,0.949131,1.8682,9.151
1843,617141,15.981471,0.53565,1.1266,0.0
1844,617346,16.373213,-0.776701,0.8597,8.569
1845,617520,15.292622,-0.07667,1.265,0.0
1846,617993,19.366022,0.840305,0.49,8.047
1847,618607,16.652309,0.287068,0.9111,9.066
1848,619366,15.142504,0.724679,1.799,0.0
1849,619740,18.16679,0.403879,1.7861,0.0
1850,620276,19.421345,0.340645,0.5699,8.097
1851,620871,17.367979,0.961961,2.9717,8.749
1852,621082,19.157536,-1.222411,1.0586,8.571
1853,621482,15.009693,0.278493,0.7771,9.101
1854,621648,17.841335,1.230957,0.8071,8.836
1855,621682,16.759327,0.928307,1.3629,8.775
1856,621702,18.989302,0.123875,1.5377,8.722
1857,622018,15.516318,-0.072762,1.1026,8.551
1858,622019,18.985319,-0.602109,2.0998,0.0
1859,622729,17.807936,-0.055104,2.4218,8.954
1860,624029,16.679598,0.409731,1.0222,8.539
1861,624097,18.65163,-0.726883,1.3042,8.829
1862,624146,15.282349,1.13437,1.5331,9.175
1863,624210,15.94343,-0.566376,1.7573,0.0
1864,624981,18.257254,-0.001098,0.9752,8.859
1865,625009,17.996489,-0.694653,1.669,9.004
1866,625766,16.288742,0.883,0.6501,9.053
1867,626688,15.305695,-0.496754,1.3369,0.0
1868,626732,15.406988,-0.58983,0.8419,8.929
1869,628281,19.955338,-0.26168,1.8123,9.676
1870,628296,19.303408,-0.971514,0.4858,8.217
1871,628790,18.518522,0.297438,1.6536,0.0
1872,630345,17.245441,-0.099197,1.1486,8.949
1873,630447,15.883452,1.075866,1.5753,9.323
1874,631205,19.04977,-1.040168,2.062,9.027
1875,631921,17.66725,-0.40952,0.6591,0.0
1876,632548,18.739037,0.558154,1.5424,8.683
1877,632653,19.762274,-0.942699,1.6138,0.0
1878,632769,18.444939,0.853968,2.1301,9.224
1879,632787,18.824139,0.287584,1.5846,8.74
1880,632856,16.154818,-0.589733,1.6445,8.791
1881,633427,15.849338,-0.048388,1.7523,0.0
1882,633501,18.45252,1.190294,2.8456,0.0
1883,633594,19.652781,0.560541,1.6302,9.318
1884,634841,17.012102,-1.162809,3.373,0.0
1885,635170,18.371492,-1.140594,1.7576,8.944
1886,635261,15.537664,0.30628,2.2826,9.632
1887,635275,16.623337,0.022905,1.6302,9.018
1888,635353,19.668362,0.667789,1.5995,0.0
1889,635558,18.115021,-1.206039,1.7577,9.433
1890,636085,17.172482,-0.167509,1.2428,8.919
1891,636686,15.906673,0.478282,2.2976,8.818
1892,636821,17.094553,0.196666,3.7081,8.879
1893,637219,17.685053,0.169973,2.6492,0.0
1894,637438,18.257381,-1.002519,0.9283,8.207
1895,637481,16.834969,0.9098,1.4798,9.035
1896,637953,17.737112,0.320026,0.8056,0.0
1897,638116,15.48723,-1.10564,2.4503,9.0
1898,638636,16.599007,-0.786472,1.6324,8.95
1899,638861,18.818645,-1.241881,1.2015,0.0
1900,638886,16.089567,0.179824,1.7233,9.042
1901,639887,16.000818,-0.593343,0.8787,8.354
1902,640042,17.063927,-0.300799,1.7611,9.423
1903,640084,18.907171,0.341305,1.2756,9.066
1904,640172,18.268135,0.583783,1.1053,8.521
1905,640191,17.655933,-0.461697,1.4266,9.068
1906,640243,19.161678,-0.652319,2.1321,0.0
1907,640336,19.953327,-1.249167,1.6393,8.874
1908,640460,17.591856,1.089698,1.41,8.815
1909,640637,17.316566,-0.534613,1.7741,8.918
1910,641401,18.611441,-0.247565,1.5544,8.642
1911,641613,16.440145,-0.913386,2.0114,9.392
1912,641691,17.360252,1.06668,2.2139,8.87
1913,641869,19.225182,-1.166615,1.1085,9.001
1914,642156,16.967611,-1.151401,3.277,0.0
1915,642465,17.562542,0.511915,1.8395,0.0
1916,642582,16.655531,-0.782833,1.2154,0.0
1917,642650,17.75164,0.241329,1.2355,0.0
1918,642792,16.750191,-0.110066,1.8305,8.837
1919,642927,18.30743,-0.783712,1.0127,9.321
1920,642935,17.214851,0.671555,0.9014,8.347
1921,643333,15.192347,-0.982019,3.3526,8.207
1922,643516,18.890139,0.982877,1.3958,9.17
1923,644035,15.614641,0.86025,2.5335,0.0
1924,644099,19.601196,-1.142223,0.966,8.79
1925,644364,19.438217,-0.253459,1.7129,0.0
1926,644509,19.931232,-1.149584,0.4962,0.0
1927,644952,17.213259,0.854921,2.1353,9.117
1928,645256,18.804869,0.336996,2.1189,9.528
1929,645458,18.192495,-1.218779,3.5903,9.495
1930,645789,18.244295,1.054062,0.3845,7.693
1931,645914,19.765406,0.840435,2.1326,0.0
1932,646374,19.633553,-0.231657,2.0903,0.0
1933,647370,16.566891,0.256683,3.0431,8.565
1934,647556,17.119062,0.051446,1.2048,8.782
1935,647637,16.611544,-0.880127,0.9649,0.0
1936,647936,17.39399,0.80571,2.4268,8.277
1937,648276,17.695723,0.031537,1.0447,7.937
1938,649851,16.410933,-1.169286,1.4855,9.117
1939,650512,16.522322,-0.997452,1.8565,9.114
1940,650620,19.616629,-0.877724,2.1852,0.0
1941,650877,19.491636,0.351146,0.6121,0.0
1942,651264,18.485811,-0.081567,1.6621,0.0
1943,652299,19.094753,-0.283934,1.5677,7.689
1944,652373,15.414055,-0.482781,1.7978,8.969
1945,652575,16.21069,-0.048882,1.3438,9.068
1946,652840,18.525988,-1.068326,0.4365,0.0
1947,652951,16.694405,-0.794601,1.3966,9.011
1948,652962,17.659224,0.131962,1.6101,9.122
1949,653478,15.341968,0.992867,0.9648,9.185
1950,653726,19.495153,0.339294,0.613,8.611
1951,654335,15.954141,0.292699,1.9319,8.54
1952,654394,17.154301,-0.799909,1.2638,8.931
1953,654638,15.551345,1.204784,1.1316,8.669
1954,654962,18.972994,-0.810329,1.0558,0.0
1955,655061,18.657701,1.224143,1.8173,8.59
1956,655873,16.915833,-1.178482,1.597,9.256
1957,655920,19.846941,0.085513,1.5049,9.21
1958,655926,17.478598,-1.212985,1.4586,9.008
1959,655939,18.283747,0.875022,2.4021,0.0
1960,656902,16.712317,-0.603236,1.7423,9.458
1961,657324,15.462854,0.341357,0.3221,8.729
1962,657957,19.002975,-0.016176,3.2087,9.419
1963,658403,19.132879,-0.435613,1.2108,8.552
1964,658465,15.840672,-0.40027,1.3202,0.0
1965,658506,19.041321,0.949802,1.9314,0.0
1966,658952,15.420881,-0.74418,2.4964,9.084
1967,659292,19.571266,-1.239423,0.6672,8.843
1968,660041,17.673359,-0.943832,1.0592,8.76
1969,660289,18.428907,0.80827,0.7015,8.541
1970,661120,16.13018,1.001421,1.2012,9.059
1971,661490,17.401217,0.974871,0.5868,0.0
1972,661700,16.43133,0.667747,1.0743,0.0
1973,662296,15.547264,-0.529318,1.984,0.0
1974,662618,16.046469,-0.875276,0.9919,8.331
1975,662682,19.115864,-0.217852,0.4687,8.142
1976,662692,19.069542,0.134191,1.9353,9.478
1977,663310,17.658689,0.748329,2.012,0.0
1978,663489,19.217163,-0.104229,1.5731,8.949
1979,663695,17.043846,0.298856,1.7876,0.0
1980,663824,19.301586,-0.023007,1.5326,0.0
1981,663869,15.319329,0.08012,0.7683,8.316
1982,664026,19.420479,-0.68453,0.9655,0.0
1983,664388,16.691212,0.936808,2.0549,9.876
1984,664801,18.414154,-0.50259,1.0042,8.963
1985,665778,18.15564,0.32494,2.6975,0.0
1986,665834,18.200542,-0.563803,2.4335,0.0
1987,666074,16.27529,0.653596,1.0393,8.418
1988,666111,19.252172,-0.827912,2.14,0.0
1989,666820,19.364866,-0.486575,1.8236,0.0
1990,667484,18.539864,-0.033849,1.2955,9.301
1991,667793,18.66917,0.173083,2.279,9.349
1992,667824,18.631836,0.080735,1.8323,0.0
1993,668184,18.627542,-0.264097,1.9227,9.134
1994,668799,16.327307,-0.176983,1.3021,8.506
1995,668811,19.958651,-0.194173,1.497,9.294
1996,668908,16.419815,-0.553863,1.1786,0.0
1997,668970,16.141842,-0.823704,1.3941,9.029
1998,669451,18.576126,0.367369,1.6803,9.015
1999,669830,17.039968,-0.959881,1.2567,8.409
2000,669938,18.991297,-0.240517,1.7294,8.407
2001,670674,18.571615,-0.921888,0.8543,8.91
2002,671198,19.690702,-0.235891,2.1923,9.47
2003,671803,16.058043,1.053688,1.898,0.0
2004,672640,16.004335,1.256512,1.6667,9.216
2005,672676,15.026791,0.700803,1.6783,0.0
2006,672713,19.073542,0.893511,1.4158,8.688
2007,672906,18.488014,0.63957,3.2613,9.179
2008,673027,16.501242,0.266111,1.3455,8.851
2009,673258,18.817719,-0.077904,1.6111,9.209
2010,673269,15.743263,0.634822,2.0941,9.055
2011,673636,15.625146,-0.535231,0.3427,8.812
2012,673689,18.949747,-0.787146,1.9664,8.983
2013,674000,16.904209,-0.319902,0.7377,8.885
2014,674281,16.701019,-0.445991,1.2873,8.786
2015,674317,18.216213,-0.489294,1.2864,8.523
2016,674727,19.245642,0.449852,1.6138,0.0
2017,674799,16.723324,0.808446,1.2185,8.626
2018,674859,19.687378,-0.258086,1.7899,0.0
2019,675083,15.735646,0.501292,3.1206,0.0
2020,675107,19.418947,-0.047353,1.5509,9.029
2021,676546,16.580172,0.80648,4.4492,9.207
2022,677496,19.036667,1.229589,1.5749,7.48
2023,678389,17.644958,0.041798,0.5766,8.277
2024,678532,18.460754,0.022655,2.2461,9.531
2025,678561,19.63625,0.810271,1.5386,8.962
2026,678644,19.515886,0.806796,1.2771,9.244
2027,679757,19.000479,-0.86578,0.8138,8.641
2028,680295,17.874762,0.575385,1.3203,9.008
2029,680617,15.717818,-0.701228,1.1719,0.0
2030,680826,16.774845,0.41132,1.7663,9.13
2031,680844,19.490807,-1.136107,0.7075,8.565
2032,680911,19.370508,1.087142,1.6647,9.379
2033,682144,17.054512,0.049158,0.9025,0.0
2034,682461,18.002396,-0.393592,0.7465,0.0
2035,682946,19.388609,0.956829,1.8425,0.0
2036,683022,18.872791,-0.956601,1.5954,8.842
2037,683291,17.476551,0.636955,1.9775,9.791
2038,683355,16.910976,-1.136485,0.7556,8.636
2039,683566,16.460073,-0.215211,1.0197,8.788
2040,683604,19.845222,-0.738814,1.0571,8.735
2041,684924,17.063587,0.119077,2.3551,9.377
2042,685019,18.424139,0.833479,1.8051,9.25
2043,685463,17.281652,0.113855,1.3717,8.403
2044,685723,18.248796,0.998485,1.0403,8.51
2045,686788,16.599882,-1.138184,1.3343,8.822
2046,687378,17.327093,-1.01851,1.9038,0.0
2047,688647,15.994856,0.928154,0.6317,7.996
2048,688653,16.800964,-0.912813,1.0834,0.0
2049,688810,18.177929,0.354711,2.1603,0.0
2050,689005,18.16766,-0.867629,1.8979,9.236
2051,689841,19.891775,0.109772,1.1133,8.435
2052,689882,17.639448,0.141926,0.4685,8.475
2053,690066,16.550901,0.322264,3.1196,0.0
2054,690531,19.689604,0.05842,0.7556,0.0
2055,690794,19.159975,-0.856309,2.0651,0.0
2056,692232,15.219792,-0.526582,0.9175,0.0
2057,692471,19.145866,-0.840563,1.5782,8.815
2058,692747,17.988689,1.123888,1.5303,9.164
2059,693147,18.358932,0.987077,1.2904,8.876
2060,693194,17.10965,-0.767268,2.2387,0.0
2061,693592,19.24423,-0.342963,2.1832,9.3
2062,693840,16.127417,-1.24175,1.1546,8.951
2063,694085,16.516104,1.085045,1.6094,9.552
2064,695031,19.379526,-0.50064,1.8277,0.0
2065,695228,15.859963,1.124867,1.4591,9.588
2066,695441,17.241758,0.854061,2.9725,9.738
2067,695858,15.928063,0.427017,0.3936,0.0
2068,695980,18.491402,-1.194399,0.7533,8.507
2069,696089,15.552421,0.242645,0.493,8.686
2070,696122,15.560854,-0.488181,1.8751,0.0
2071,696135,19.686533,0.987149,1.1301,9.216
2072,696154,15.968604,0.627704,0.7031,0.0
2073,696416,19.742828,-0.294049,1.5421,0.0
2074,696538,17.846476,0.609086,2.1331,9.043
2075,696910,19.316238,0.666002,1.7625,9.381
2076,697531,17.315823,-0.377774,1.7672,9.021
2077,697882,15.101458,0.420709,1.4789,0.0
2078,698065,16.145857,-0.38353,2.0111,9.325
2079,698463,19.732283,-0.675653,0.745,8.783
2080,699064,16.700134,0.774361,1.877,9.168
2081,699131,18.211599,0.741337,0.9141,8.838
2082,699357,17.229263,-0.9631,1.6667,9.576
2083,699507,16.671059,-0.863594,0.8687,8.432
2084,699872,19.104324,-1.149103,0.9589,0.0
2085,699896,19.386209,-0.96698,2.5298,0.0
2086,700293,19.176491,-1.119985,1.4434,0.0
2087,700329,18.916903,-0.557976,1.593,9.577
2088,700492,17.715496,-0.658092,1.0717,8.762
2089,700730,16.124315,-0.581545,1.1869,8.772
2090,702715,15.968938,0.505254,1.0594,0.0
2091,702756,19.897051,-0.342659,0.8576,0.0
2092,702872,18.666088,-1.18165,2.1608,0.0
2093,702904,19.091522,0.053217,2.6496,0.0
2094,703137,16.875683,-0.802127,1.8805,0.0
2095,703219,18.914396,-0.233315,2.3414,9.923
2096,703497,17.213787,-1.085937,1.7596,9.078
2097,703506,19.755592,-0.118834,1.5824,0.0
2098,704093,16.845045,-0.316343,0.6515,8.485
2099,704499,17.832575,0.447805,1.7475,8.779
2100,704606,16.578804,-1.10224,1.4878,0.0
2101,704619,16.077986,-0.421648,0.8128,0.0
2102,704808,15.704262,-1.095799,1.0359,8.552
2103,705370,15.254193,0.655151,3.0248,8.519
2104,705637,19.121569,0.151294,1.2492,9.043
2105,705862,19.747238,1.186713,3.1797,9.602
