,Unnamed: 0,SDSS_Name,ra_DR7,dec_DR7,M,ERR,ID,ra_S82,dec_S82,z
434,434,001927.17+003539.0,4.863224983215332,0.5941879749298096,9.214920294844537,0.1174550718107248,18792,4.863219,0.5941890000000001,1.2889
4749,4749,031423.49+010222.1,48.59790420532226,1.039489984512329,9.188404417763193,0.09608008876790627,3045684,48.597904,1.03949,3.0128
4060,4060,024611.38+002403.1,41.54743957519531,0.4008750021457672,8.68959491742285,0.18780510328961,2613719,41.54744,0.400887,1.5723
1489,1489,010612.21+001920.1,16.550912857055664,0.3222599923610687,8.769001062618194,0.35629521051427504,690066,16.550901,0.322264,3.1196
812,812,003551.98+005726.4,8.966602325439453,0.9573349952697754,8.522290437356592,0.08992381566331162,4098589,8.9666,0.95734,1.9011
1882,1882,012405.71-004407.7,21.02379608154297,-0.7354850172996521,10.193158213664912,0.14301659489086338,950264,21.023796,-0.7354970000000001,4.0267
2894,2894,020511.37+000046.1,31.29741287231445,0.012821000069379808,8.746252493528928,0.1660419227315212,1655916,31.297405,0.012825,1.9707
4169,4169,025007.02+002525.3,42.52927780151367,0.4237169921398163,7.963192474236537,0.057809066277706087,2590102,42.529282,0.423722,0.1978
4412,4412,025949.03+004723.3,44.954322814941406,0.7898129820823669,8.864943006107676,0.1279942476090719,2597102,44.954315,0.789805,1.5619999999999998
1940,1940,012658.11-001202.4,21.742130279541016,-0.20068499445915225,7.901156968635457,0.23097210819048386,940275,21.742121,-0.200683,2.7565
4463,4463,030116.97-011323.4,45.320716857910156,-1.2231919765472412,8.259916400475007,0.28273003053922696,3104358,45.320705,-1.223202,1.5313
3692,3692,023219.52+002106.8,38.08134078979492,0.3519139885902405,9.32780260314495,0.07733606433024429,2074311,38.081337,0.35191500000000003,2.0443
1612,1612,011159.58-001614.2,17.998275756835938,-0.2706260085105896,7.628911381342786,0.6943904925656502,606596,17.998272,-0.270623,0.4584
1181,1181,005129.38-003644.7,12.872430801391602,-0.6124420166015625,8.573004690394068,0.2546285037812634,170285,12.872433,-0.612441,3.7404
1375,1375,010006.43+004202.8,15.0267972946167,0.7007989883422852,9.348809129810526,0.15084103556150932,672676,15.026791,0.700803,1.6783
7286,7285,221901.87+000025.9,334.7578430175781,0.007209999952465295,9.20311395274549,0.1458230801435,1430989,334.757812,0.007214,1.1487
7665,7664,223843.56+001647.9,339.6815490722656,0.2799830138683319,9.827841470985499,0.1366718707652839,1059724,339.681519,0.279983,3.4668
626,626,002854.87+003441.1,7.228638172149657,0.5780879855155945,8.740619389838864,0.1161902179523632,4053521,7.228633,0.5781,1.3749
6664,6663,214841.58-004841.7,327.1732482910156,-0.8116090297698975,8.50407880146952,0.04115868065034889,1933104,327.173248,-0.811612,1.743
1669,1669,011440.60+001023.0,18.669172286987305,0.17307999730110168,8.947898486955006,0.32690840954742,667793,18.66917,0.173083,2.279
2112,2112,013405.34-001415.3,23.52224922180176,-0.23760999739170074,9.259430815110633,0.10533760644675644,909287,23.522232,-0.237606,1.283
4385,4385,025852.55+003143.4,44.71897506713867,0.528747022151947,8.262156234757013,0.24303191990807085,2544621,44.718964,0.528755,1.4578
5898,5897,204716.40-001659.9,311.818359375,-0.28331300616264343,9.138430827666447,0.1167884694237013,3466292,311.818359,-0.28331300000000004,1.8131
7623,7622,223617.70+000417.4,339.0737609863281,0.07152599841356277,8.386482263098609,0.14196323161404026,1092597,339.073761,0.071535,1.0905
5262,5262,033339.77-010543.4,53.41572189331055,-1.095399022102356,8.374583622917914,0.08471500586704211,3844578,53.415726,-1.095393,1.0379
84,84,000421.84+005743.6,1.0910290479660034,0.9621239900588988,8.817950339204,0.1672667771274661,98,1.091028,0.962126,0.7867
5927,5926,204911.27-001816.4,312.2969970703125,-0.3045819997787476,9.05895703821813,0.1266429418162912,3551312,312.296967,-0.304583,1.2939
3985,3985,024400.64+004723.0,41.0026741027832,0.789749026298523,8.648248989502791,0.09222535142045482,2585515,41.002666,0.789754,0.8489
2283,2283,014034.77-003604.8,25.144880294799805,-0.6013349890708923,8.74440884700589,0.21123917261550787,1252574,25.144875,-0.601334,1.7292
2887,2887,020457.34+004730.3,31.23893928527832,0.7917659878730774,9.223336300424194,0.12086751497043972,1625289,31.238935,0.791768,1.8337
3210,3210,021653.23+010835.3,34.22179412841797,1.1431410312652588,8.835999288343109,0.2279666368056737,1677130,34.221802000000004,1.143141,1.3597
5447,5447,033951.88-000930.1,54.96617126464844,-0.1583860069513321,9.30685519706479,0.09591618897630176,3819076,54.96616700000001,-0.158385,2.5652
418,418,001852.35-010524.6,4.7181549072265625,-1.0901670455932615,8.509689803718526,0.6704773937295135,120817,4.718141,-1.09018,2.8916
4423,4423,030002.70-001219.2,45.01128005981445,-0.20533999800682068,9.169624246812695,0.09498865874996427,3119575,45.01128,-0.205341,1.6797
8099,8098,230735.21+005302.9,346.896728515625,0.8841440081596375,9.103456615122186,0.2274961406067665,573845,346.896729,0.8841469999999999,1.7588
2709,2709,015802.24-002230.1,29.50934600830078,-0.3750370144844055,8.818773369607458,0.3537442425864652,1267341,29.509342,-0.375032,2.0953
2357,2357,014334.89-005635.2,25.89538764953613,-0.9431210160255432,8.931446776605576,0.10208410968788133,1261059,25.895384,-0.943111,1.537
6407,6406,213029.26-005243.6,322.6219482421875,-0.8787990212440491,9.007847994690511,0.1081067652847532,2410726,322.621948,-0.8787959999999999,0.9755
1366,1366,005940.67-000946.2,14.919473648071287,-0.16284599900245667,9.517585802674141,0.07247640556959183,205409,14.919463,-0.16285,2.391
293,293,001327.31+005232.0,3.3638079166412367,0.8755580186843872,7.9443129369485534,0.22435861288177208,121143,3.363805,0.8755620000000001,0.3625
7360,7359,222210.25+005319.0,335.542724609375,0.8886370062828064,9.498647951039262,0.10451961607772353,1186448,335.542725,0.888639,1.8637
8750,8749,233820.63+000706.5,354.5859680175781,0.11849600076675415,8.440048824763558,0.2376723410302234,352046,354.5859680000001,0.118495,1.1948
1506,1506,010641.05-005148.9,16.671070098876953,-0.8635990023612976,8.338075410082862,0.18247138702508064,699507,16.671059,-0.8635940000000001,0.8687
8351,8350,232141.03+003442.4,350.4209899902344,0.5784680247306824,8.559396176350505,0.0825792829564585,299735,350.42099,0.578471,2.1432
6579,6578,214350.64+010719.2,325.9610290527344,1.122014045715332,8.594563952230457,0.057588032371229676,1966736,325.961029,1.1220139999999998,1.4246
1634,1634,011305.03-005920.4,18.27097511291504,-0.9890080094337464,8.287457660016896,0.04059586357046077,589516,18.270973,-0.988992,1.9895
4721,4721,031301.90+010211.6,48.2579460144043,1.03656005859375,8.763476538684905,0.31016739725176884,3157224,48.257942,1.036561,1.6305
4708,4708,031211.69-010150.5,48.04872512817383,-1.0306949615478516,8.430637218698784,1.0529254574785984,3111924,48.048725,-1.030695,2.2437
3132,3132,021419.42-010716.9,33.580921173095696,-1.1213690042495728,0.0,-1.0,1630904,33.580921000000004,-1.121364,4.6381
3601,3601,022845.33-010158.8,37.18887710571289,-1.0330270528793335,8.732967761797159,0.09601538319867424,2012460,37.188873,-1.033026,1.5308
1563,1563,010909.95+011258.2,17.291458129882812,1.216176986694336,9.130563011404236,0.12791710206122905,598611,17.291458,1.216179,1.5501
7826,7825,224917.53-004023.7,342.3230285644531,-0.6732580065727234,8.95987378059463,0.15120720028670787,731856,342.323059,-0.6732560000000001,2.0554
4241,4241,025313.99-003902.5,43.30833053588867,-0.6506969928741455,8.66959966428303,0.11715325763527418,2512532,43.308323,-0.6506970000000001,0.8892
1979,1979,012823.64+004149.8,22.098541259765625,0.6971780061721802,9.143369257362737,0.06704348117797287,935556,22.098532,0.697174,1.6709
1883,1883,012412.46-010049.8,21.05195426940918,-1.0138449668884275,9.846249802574778,0.3937203623220186,966751,21.051947,-1.013847,2.83
438,438,001939.10-011016.6,4.912927150726318,-1.1712919473648071,9.13302626089146,0.15923196714375104,68557,4.912918,-1.171284,1.2602
3768,3768,023530.11+001330.5,38.875484466552734,0.22514599561691284,8.806434446471197,0.1923646752812085,2111722,38.875484,0.225147,1.9266
8700,8699,233601.88+002320.8,354.0078430175781,0.3891240060329437,9.459522421806989,0.052367940767661415,298945,354.0078430000001,0.389126,2.1615
4053,4053,024557.23-000823.4,41.48846054077149,-0.13985000550746918,8.870956410402263,0.2684492499089373,2528436,41.488453,-0.139849,2.1979
3905,3905,024106.86+001026.7,40.27858352661133,0.17410199344158173,8.911412728017936,0.09449969456702637,2474217,40.27858,0.174104,1.4374
8927,8926,234645.57-005859.0,356.6899108886719,-0.9830690026283264,9.230027447212963,1.1030399557509851,3934180,356.689911,-0.983064,4.0415
7965,7964,230007.27+001739.1,345.0303039550781,0.29420098662376404,8.145078485356256,0.043429379834488926,451762,345.030304,0.294199,0.2648
2280,2280,014032.74+003505.6,25.136430740356445,0.5848960280418396,9.290565736417793,0.1108026729244603,1216229,25.136412,0.584906,1.602
7354,7353,222157.97-010331.0,335.4915771484375,-1.0586140155792236,10.124931925729626,0.06888065634175174,1088546,335.491577,-1.058616,2.6792
3016,3016,021000.06-010208.8,32.50027084350586,-1.035781979560852,9.341399465555604,0.06560194093913865,7911306,32.500271000000005,-1.0357809999999998,2.3212
4584,4584,030657.64+000610.7,46.74018859863281,0.10297799855470656,8.29359465825063,0.1215813794409049,3135086,46.740185,0.102981,0.7845
373,373,001711.56-002445.6,4.2981858253479,-0.4126749932765961,8.957702485402045,0.2721605582486267,108155,4.298178,-0.412673,0.7764
4416,4416,025953.29-001952.1,44.97205352783203,-0.3311609923839569,8.75767743982974,0.5474873688224742,2580975,44.97205,-0.33116,0.9983
8526,8525,232824.54-003658.4,352.102294921875,-0.6162269711494446,8.353456840701824,1.3121094935808553,317251,352.102295,-0.616225,1.1284
2585,2585,015331.01-000326.1,28.37921524047852,-0.05726400017738342,8.24261857571979,0.10666504474219757,1309146,28.379215,-0.05727,1.9074
1332,1332,005751.86-003408.4,14.466116905212402,-0.5690159797668457,9.006520989560276,0.0884470346903977,180566,14.466115,-0.5690109999999999,1.1605
5652,5651,034951.55-005633.8,57.46479797363281,-0.9427289962768556,8.85409400259595,0.3214074839856603,4910099,57.464794,-0.942728,2.7246
3043,3043,021109.27+005627.5,32.78863525390625,0.9409930109977722,8.865257400835723,0.23449616944937,1718855,32.788631,0.940995,1.114
3567,3567,022758.19+000225.3,36.99248123168945,0.0403750017285347,8.735624885141906,0.15254771744733964,2114242,36.99247,0.040377,1.0642
1784,1784,011934.56-002411.6,19.894023895263672,-0.4032410085201264,8.718531140154651,0.19081772715112388,601860,19.89402,-0.403237,1.1744
6803,6802,215611.10+004844.2,329.0462646484375,0.812279999256134,8.481719846446634,0.12573488611400618,1884629,329.046265,0.812278,1.0278
3742,3742,023400.12-010805.9,38.500526428222656,-1.1349730491638184,9.126725742301264,0.18691559026982474,2137880,38.500519,-1.13497,2.3915
3465,3465,022510.34+002631.2,36.29309844970703,0.4420090019702912,9.221867555786336,0.09747904012683256,2038706,36.293095,0.442015,1.2811
8572,8571,233039.44-005805.2,352.66436767578125,-0.9681329727172852,8.834990048048567,0.4528578402723677,289227,352.664368,-0.96813,1.8067
3035,3035,021044.98-003555.2,32.68741607666016,-0.5986899733543396,9.353723279738707,0.1795950992796378,1671750,32.687416,-0.598688,1.7836
2860,2860,020339.60-010725.2,30.91501045227051,-1.1236820220947266,8.441534669685224,0.1917159722701726,1678847,30.915007,-1.123684,0.988
5118,5118,032853.26+011546.3,52.2219352722168,1.2628769874572754,9.036269892123432,0.12943487823932634,3787385,52.221935,1.262877,1.4594
6309,6308,212025.78-001948.0,320.1074523925781,-0.3300099968910217,9.079359156369577,0.037694601237855424,2358082,320.107452,-0.330009,2.5807
2897,2897,020517.56+004316.3,31.32318115234375,0.7212100028991699,8.677281134902717,0.14970532618550514,1576610,31.323177,0.72121,0.6062
366,366,001645.49-004357.4,4.189579010009767,-0.7326359748840332,8.78100359276642,0.08387947449241509,128178,4.189573,-0.732633,2.2499
7899,7898,225535.66-000156.8,343.89862060546875,-0.03245599940419197,8.761954682887577,0.15835751700978415,769570,343.898621,-0.032455,1.73
4387,4387,025854.88+004221.8,44.728675842285156,0.706059992313385,8.964791643562002,0.0936653280583494,2620749,44.728672,0.706056,1.5752
8801,8800,234110.00-004159.2,355.29168701171875,-0.6997780203819275,9.424097912549524,0.2460079073652397,3871183,355.291687,-0.6997479999999999,3.8176
8268,8267,231707.53+002854.8,349.2813720703125,0.4818960130214691,8.300934786165898,0.16626616972444422,552477,349.2813720000001,0.4819,0.7462
2653,2653,015556.52-005008.0,28.98552703857422,-0.8355820178985596,9.059233350420675,0.12915596321585632,1213511,28.985527,-0.835577,0.4671
5366,5366,033742.44-005727.4,54.42683792114258,-0.9576259851455688,8.451093056046174,0.2864771172493529,3761927,54.426838,-0.957624,1.3426
5571,5571,034435.96-001527.7,56.14985275268555,-0.25769999623298645,8.793732932552036,0.10157421637735352,5013694,56.14984499999999,-0.257704,2.3452
1541,1541,010810.52+001755.8,17.04385757446289,0.2988489866256714,8.856266957843292,0.4984877259179642,663695,17.043846,0.298856,1.7876
7053,7052,220754.83-000755.1,331.9784851074219,-0.131973996758461,8.954932821188883,0.1406064047146413,1472471,331.9784850000001,-0.131975,2.1743
8197,8196,231248.82+010859.8,348.2034606933594,1.1499600410461426,9.103424302688145,0.15336813684897388,498969,348.203461,1.149958,1.8063
322,322,001456.51-000108.0,3.7354888916015625,-0.01889700070023537,9.472762653590005,0.11837596275075392,133735,3.735484,-0.018897,2.6406
2031,2031,013043.41-000735.3,22.680889129638672,-0.12648099660873413,9.430882973764897,0.25082361573214884,1007681,22.680887,-0.126478,2.894
993,993,004341.25+005253.3,10.921878814697266,0.8814759850502014,8.586097606964719,0.11349263869180015,264390,10.921873,0.881481,0.8344
3912,3912,024135.24+010825.1,40.39686965942383,1.1403119564056396,9.980930871815943,0.27309137195993993,2491372,40.396866,1.140314,1.5712
7999,7998,230131.80-000716.3,345.3825378417969,-0.12120799720287324,8.63280930538855,0.2352213375607285,508247,345.382507,-0.121205,2.1041
6417,6416,213212.89-000131.7,323.0537109375,-0.02548000030219555,8.26540017628541,0.05876691085837121,2428694,323.053711,-0.025480000000000003,0.5342
7448,7447,222642.80+011124.0,336.6783752441406,1.190000057220459,8.370739079871392,0.95481996477374,1066321,336.678375,1.19,2.0842
4161,4161,024948.62+005152.8,42.45260620117188,0.8646900057792664,7.84055669239108,0.6409819520201651,2520340,42.452602,0.8646950000000001,0.6583
6695,6694,215020.78+001754.2,327.58660888671875,0.2984110116958618,8.279679015938095,0.1780192299287266,1790342,327.586609,0.29841100000000004,0.8345
2184,2184,013652.44-001524.6,24.2185115814209,-0.2568419873714447,9.235354200225416,0.13175069979292772,1015505,24.218504,-0.256841,1.4864
110,110,000520.99-001948.3,1.3374890089035034,-0.33009299635887146,7.881455217885685,0.1504615019720211,109828,1.337485,-0.330088,1.0423
6853,6852,215847.38-004409.1,329.69744873046875,-0.735863983631134,8.131897664091632,0.11126197810147556,1865805,329.697449,-0.735861,0.589
5993,5992,205211.05-000557.3,313.0460510253906,-0.09925200045108797,8.098417484542223,0.3067493310526661,3364537,313.046051,-0.099251,0.6812
1079,1079,004639.86+000732.1,11.666090965270994,0.1256050020456314,9.510519733533332,0.032070506020612594,263866,11.666084,0.125608,2.1269
2226,2226,013820.26+000928.1,24.584430694580078,0.15782499313354492,8.163269654323043,0.2632143012663857,943674,24.584427,0.157825,0.6418
4139,4139,024905.65+010516.3,42.273582458496094,1.0878820419311523,9.112973067536897,0.1235490208906401,2611824,42.273579,1.087888,1.4838
8446,8445,232529.43-004735.0,351.3726501464844,-0.7930740118026733,7.7386739955306245,0.5274100831788866,321158,351.3726200000001,-0.7930689999999999,0.6294
2705,2705,015759.98-000405.1,29.499958038330078,-0.06808699667453766,8.432157281467012,0.18261546724019026,1329685,29.499952,-0.068082,1.0868
5786,5785,204206.16-011217.4,310.5256652832031,-1.2048410177230835,8.934462618682375,0.2606906235569678,3506443,310.525665,-1.20484,1.9099
4322,4322,025619.92-000803.9,44.08303451538086,-0.13442100584506989,8.566258392318291,0.493423675949083,2480763,44.083031,-0.134418,1.9119
1164,1164,005102.42-010244.4,12.760102272033693,-1.0456680059432983,9.546614632387888,0.03780783037980427,159479,12.760099,-1.045665,1.8772
4302,4302,025555.63+000701.8,43.9818000793457,0.1171720027923584,8.491478769487214,0.3398662824664693,2516639,43.9818,0.117177,1.1727
1450,1450,010400.19-003536.0,16.000818252563473,-0.5933470129966736,8.5211199996686,0.08293162732569949,639887,16.000818,-0.5933430000000001,0.8787
7889,7888,225429.92+010955.3,343.62469482421875,1.1653690338134766,9.927128244251444,0.1082391097878254,752011,343.6246950000001,1.165369,3.3606
6871,6870,215947.30-011201.5,329.9471130371094,-1.2004280090332031,9.438806266373236,0.08809281647035365,1963358,329.947113,-1.20043,1.9785
5186,5186,033118.13+004825.5,52.82558059692383,0.8070999979972839,9.700596199513948,0.149701854368706,3859052,52.825584,0.807106,3.2377
8890,8889,234500.43-005936.0,356.2518005371094,-0.9933519959449768,9.360582024489958,0.08960505356673665,3876098,356.251801,-0.993351,0.7892
5838,5837,204443.50+011110.1,311.1812744140625,1.1861649751663208,9.659227635250325,0.13207048807524116,3635772,311.1812740000001,1.186166,2.6109
2984,2984,020853.33+010150.1,32.222240447998054,1.030606031417847,8.1926577383755,0.16881541401590214,1708483,32.22224,1.030612,0.8756
6357,6356,212538.86+005856.0,321.41192626953125,0.9822229743003844,8.803192382641985,0.9794403711561248,2326419,321.411926,0.982222,2.6391
4129,4129,024837.54+011119.2,42.156436920166016,1.1886850595474243,8.603174688583744,0.1624679606357814,2474612,42.156422,1.18869,0.8074
8995,8994,234954.59-010954.8,357.47747802734375,-1.1652389764785769,8.747051150025243,0.08456176073014142,3916601,357.477478,-1.165239,0.7674
4019,4019,024505.04-003442.0,41.27102661132813,-0.5783550143241882,9.462600450042146,0.11264758094522352,2550453,41.271019,-0.578357,2.344
8355,8354,232153.71-005757.1,350.47381591796875,-0.9658780097961426,8.42610805978881,0.11302773206754158,285764,350.473816,-0.965878,0.9687
8678,8677,233515.30-000812.6,353.8137512207031,-0.13684099912643433,9.303372198524494,0.11777807057389092,288723,353.813751,-0.13684100000000002,2.2157
2999,2999,020925.45-004230.9,32.356075286865234,-0.7085909843444824,8.742105948856633,0.09057291949603108,1598525,32.356071,-0.708587,0.87
3122,3122,021355.23-005415.1,33.48014450073242,-0.9041969776153564,9.64847355047241,0.4515789474145109,1690807,33.480145,-0.904195,3.6064
8339,8338,232106.24-002725.3,350.2760009765625,-0.4570350050926209,8.794453357985994,0.3446913807103069,308850,350.2759700000001,-0.457028,1.7691
4581,4581,030639.63+000723.9,46.66515350341797,0.12331999838352205,9.129485045256162,0.08468376111922038,3109841,46.66515,0.123322,2.1718
1514,1514,010650.95-003611.6,16.712318420410153,-0.6032379865646362,9.47841224067483,0.1079145522221164,656902,16.712317000000002,-0.603236,1.7423
2313,2313,014136.23+002508.5,25.400991439819336,0.4190390110015869,8.566983574497122,0.3090285344184288,1323338,25.400991,0.419042,0.4922
8462,8461,232556.79-002724.5,351.4866638183594,-0.4568279981613159,8.268756744914679,0.7230945831236364,307147,351.486664,-0.456826,1.907
1451,1451,010401.04+011523.4,16.004335403442386,1.2565120458602903,9.459452858459633,0.07274118440842205,672640,16.004335,1.256512,1.6667
2020,2020,013009.87-004912.3,22.541126251220703,-0.8200979828834534,7.920889120122025,0.352632765703002,1018542,22.54113,-0.820092,0.613
9098,9097,235354.61-002120.4,358.4775695800781,-0.355679988861084,9.402271348360989,0.2605029461496196,3884748,358.4775390000001,-0.35567600000000005,2.1703
4845,4845,031809.03+005032.0,49.53765106201172,0.8422369956970215,8.22580726781821,0.1418360309650915,3102202,49.537647,0.842241,1.1377
9193,9192,235736.27+003056.4,359.4011535644531,0.5156710147857666,8.582779662568914,0.07132556682409576,3979303,359.401154,0.515677,0.9365
6358,6357,212549.48+000741.8,321.4561767578125,0.1282999962568283,9.175343081743938,0.07705575900053467,2197670,321.456177,0.128301,1.8918
838,838,003652.39-004857.1,9.218311309814453,-0.8158739805221558,8.106690597745589,0.1634075608004442,4131483,9.218308,-0.815867,2.6707
9175,9174,235708.69+003929.6,359.2862243652344,0.658249020576477,9.1657452161837,0.1331959826632925,3884730,359.286224,0.6582479999999999,2.4938
2374,2374,014431.06+001309.2,26.129451751708984,0.21922600269317627,8.21656737753254,0.30504444574679496,1308348,26.12945,0.219228,0.9131
6300,6299,211921.60+000907.1,319.84002685546875,0.15199999511241913,9.587462264127804,0.10205861696657256,2753912,319.840027,0.151997,1.5597
5746,5745,203952.17-002447.0,309.9673767089844,-0.4130809903144837,9.532695395171324,0.06590693919399881,4281163,309.967407,-0.413083,0.6166
7533,7532,223111.67-005154.3,337.79864501953125,-0.865090012550354,8.551181389707635,0.08995706217477623,1128779,337.798645,-0.865084,1.2098
3686,3686,023205.09+010640.2,38.02122497558594,1.1111840009689329,9.368450068458374,0.0535891509521114,2013394,38.021221,1.111187,1.259
5900,5899,204734.15-003902.4,311.8923034667969,-0.6506890058517456,8.701076117076143,0.18730409489925096,3441951,311.892303,-0.650691,1.25
7801,7800,224733.47-002009.0,341.88946533203125,-0.3358519971370697,0.0,-1.0,834878,341.889465,-0.33584899999999995,2.505
450,450,002005.69-005016.3,5.023748874664307,-0.8378750085830688,8.970670253225975,0.07671173430921924,4113127,5.023747,-0.8378709999999999,0.5753
7760,7759,224434.90-005301.6,341.14544677734375,-0.8837869763374329,8.634640851561466,0.17079913136670716,788477,341.145477,-0.8837790000000001,1.6823
1714,1714,011638.39-005122.7,19.159975051879886,-0.8563140034675598,8.392146254679965,0.19244897552944326,690794,19.159975,-0.856309,2.0651
3685,3685,023204.90-010511.5,38.02045440673828,-1.0865470170974731,8.930462877662249,0.027689870348155454,2126783,38.020447,-1.086544,0.7337
4984,4984,032308.72+005940.7,50.786338806152344,0.9946560263633728,8.907913354231333,0.19826390832832205,3760823,50.786331,0.994653,1.7371
339,339,001543.73-002648.1,3.932218074798584,-0.44670799374580383,8.181078915109188,0.1731142494985764,2953,3.932215,-0.4467100000000001,1.3006
3891,3891,024042.22+004752.0,40.175941467285156,0.7977880239486694,9.158868224906406,0.13711745854091026,2586188,40.175941,0.797788,1.9306
6475,6474,213819.52-010526.0,324.58135986328125,-1.090559005737305,9.3946838381362,0.09409547359345924,2159255,324.58136,-1.09056,2.1031
4333,4333,025651.82-010557.0,44.21593475341797,-1.0991870164871216,9.474798335125351,0.13131862332386815,2538771,44.215927,-1.099186,2.1999
7785,7784,224643.27+001728.9,341.6802978515625,0.2913860082626343,8.923210977854941,0.13384554413775213,815561,341.680298,0.291383,1.4629
2670,2670,015637.73+000211.9,29.157209396362305,0.03664200007915497,8.180922852544443,0.15224057348037878,1293440,29.157209,0.036646,2.7492
1419,1419,010230.03-003206.8,15.625149726867676,-0.5352270007133484,8.838361471377382,0.08278107480787468,673636,15.625146,-0.535231,0.3427
34,34,000118.40-010221.8,0.3266740143299103,-1.0393970012664795,8.875696300423053,0.11453993372522688,78206,0.32667,-1.039395,1.9685
9030,9029,235126.52-005537.5,357.86053466796875,-0.9271090030670166,8.437996633872565,0.13603823499713044,3955205,357.860535,-0.927107,0.8121
7717,7716,224207.06-003948.3,340.5294494628906,-0.663441002368927,8.4392871120831,0.16095845834923472,776901,340.529419,-0.663434,0.6801
5942,5941,204956.04-002355.6,312.4835205078125,-0.3987999856472016,8.629471734404751,0.20871340789993328,3221011,312.483521,-0.398801,1.2162
6715,6714,215103.66-003749.2,327.7652587890625,-0.6303439736366272,9.182095353423072,0.2497608599000745,1826412,327.765259,-0.6303489999999999,1.5461
8675,8674,233503.20+004216.2,353.76336669921875,0.7045029997825623,9.702170956396552,0.4259333882158557,372932,353.763367,0.704496,0.599
1410,1410,010207.24+000510.7,15.53018569946289,0.08632899820804596,8.985968803655776,0.09811786998947572,575783,15.530176999999998,0.08633099999999999,1.0158
5982,5981,205141.44-001022.4,312.92266845703125,-0.17290900647640228,9.141987606770805,0.2692230138339589,3377866,312.9226680000001,-0.172908,1.8676
2170,2170,013600.31+010653.0,24.00129127502441,1.1147489547729492,8.875481621863319,0.12233407407984845,914591,24.001289,1.114753,1.8967
4742,4742,031403.31-010408.2,48.51379776000977,-1.0689569711685178,8.96093850738453,0.049738633243016084,3148142,48.513798,-1.068956,1.275
889,889,003935.04-010732.0,9.896039962768556,-1.1255749464035034,8.104591115479483,0.9739248800604856,4137643,9.896033,-1.125576,1.1038
8693,8692,233550.53+003428.5,353.9605712890625,0.5745890140533447,8.572480802063723,0.6486969245192036,359691,353.960571,0.5745899999999999,1.6312
4953,4953,032158.91-010037.6,50.49547576904297,-1.010472059249878,8.867013150818423,0.4890824984013727,3859252,50.495476,-1.010472,1.761
6211,6210,210514.03-004326.6,316.3084716796875,-0.7240689992904663,8.608328010073695,0.07234724312045204,2720466,316.308472,-0.72407,3.2496
2244,2244,013910.50+011444.3,24.79377174377441,1.2456519603729248,8.332151147287087,0.7710197856530285,907880,24.793768,1.245652,1.3507
4539,4539,030437.21+004653.5,46.15505981445313,0.7815539836883545,9.653437777590383,0.2544225953386144,3032922,46.15505200000001,0.781583,4.3046
3785,3785,023620.79-003342.2,39.08663940429688,-0.5617370009422302,9.162445380648439,0.09780518710297832,2087360,39.086636,-0.561739,1.6683
7599,7598,223438.52+005730.0,338.6605224609375,0.9583399891853333,8.912512189420083,0.15499176602480086,1069338,338.660522,0.958341,2.8467
9132,9131,235520.58+000747.7,358.8357849121094,0.12992900609970093,9.17912089934961,0.09388699601064317,3903508,358.835785,0.129931,1.0627
6008,6007,205310.07+002833.0,313.2919616699219,0.4758580029010773,9.288618932337354,0.15811160890154932,3576581,313.291962,0.475857,2.479
432,432,001924.06-001635.0,4.850282192230225,-0.27640101313591003,9.122054257696913,0.1666785162004007,2113,4.8502730000000005,-0.276395,1.769
1654,1654,011406.23-010405.9,18.5259952545166,-1.0683289766311646,8.967296984649188,0.19554680192789645,652840,18.525988,-1.068326,0.4365
178,178,000822.07-002302.8,2.0919620990753174,-0.38411599397659296,9.51956869416485,0.12914735834339952,54008,2.091958,-0.38411,3.0641
6978,6977,220417.62+011320.1,331.07342529296875,1.2222609519958496,9.387689166098868,0.2391671565994452,1544710,331.073425,1.222269,2.8135
6046,6045,205447.85+011316.8,313.6993713378906,1.2213369607925415,8.802277855170905,0.19541302252751536,3719137,313.699371,1.221335,1.3188
7755,7754,224419.82+000006.6,341.0826110839844,0.0018360000103712078,9.143392369401322,0.17811409297910774,755706,341.082611,0.001838,1.7831
3315,3315,022048.33-002356.7,35.20140838623047,-0.3991070091724396,9.050799029836757,0.19172272025187875,2036585,35.201393,-0.399096,1.338
1886,1886,012415.53-003318.5,21.064743041992188,-0.5551459789276123,9.289446582599107,0.05606011985622385,1011389,21.064737,-0.55515,2.2559
3826,3826,023819.27-003029.3,39.58029556274414,-0.5081430077552795,9.168785463543543,0.1963143764560072,2130176,39.580292,-0.5081439999999999,2.6055
1786,1786,011937.57-001003.6,19.906578063964844,-0.16769200563430786,8.926973732620837,0.15185178016584552,710603,19.906572,-0.167688,1.2027
1590,1590,011037.42-002742.1,17.655942916870114,-0.4616959989070892,8.795151737873143,0.2970476990915388,640191,17.655932999999994,-0.461697,1.4266
4937,4937,032123.68+005032.2,50.34866714477539,0.8422979712486267,8.681421372508389,0.1333943168320574,3763131,50.348667,0.842301,1.1928
8823,8822,234209.39+000632.8,355.53912353515625,0.10913600027561188,8.732071686795763,0.09270211378717652,3937969,355.539124,0.109135,2.3359
2181,2181,013647.34-004727.0,24.19725227355957,-0.7908449769020081,9.00792182103213,0.8217816374264101,1017734,24.197241,-0.790846,3.0088
