my_ID,ID,MJD,ra,dec,Mass,z,ERR,M_i,spec_mjd,u_band,g_band,r_band,i_band,z_band,ug,gr,ri,iz,zu
24532,4195-55452-0752 ,55452,324.88921,0.8163499,8.564637396,2.631,0.090920319,-25.291647,55452,21.64236,20.79277,20.73934,20.72803,20.63394,0.84959,0.05343,0.01131,0.09409,-1.00842
4338,4234-55478-0812 ,55478,30.664753,0.27676309,8.81181304,2.903,0.237472818,-26.072151,55478,22.40171,21.00154,20.73151,20.64296,20.59403,1.40017,0.27003,0.08855,0.04893,-1.80768
19094,0712-52199-0569 ,52199,51.7586,1.1777168,8.968326785,1.3402,0.068881929,-24.666817,52199,20.19951,20.3553,19.96209,20.02187,20.09295,-0.15579,0.39321,-0.05978,-0.07108,-0.10656
5206,8792-57364-0962 ,57364,25.549023,0.46475669,7.523002715,2.492645,0.414667647,-24.223179,57364,22.94053,22.41596,22.65709,22.5214,22.37219,0.52457,-0.24113,0.13569,0.14921,-0.56834
4689,6782-56572-0031 ,56572,41.872584,-0.235533,8.350911384,0.821,0.143355152,-23.369188,56572,20.77192,20.49709,20.44175,20.28947,20.01641,0.27483,0.05534,0.15228,0.27306,-0.75551
21834,1106-52912-0020 ,52912,330.50997,-0.856712,8.605523277,0.8321,0.069071608,-23.886499,52912,19.93118,19.75436,19.75769,19.80639,19.67315,0.17682,-0.00333,-0.0487,0.13324,-0.25803
24449,4197-55479-0632 ,55479,327.48443,1.1376021,8.733538724,0.738,0.123409126,-22.860956,55479,22.48341,21.58921,20.96147,20.65764,20.05716,0.8942,0.62774,0.30383,0.60048,-2.42625
3886,6782-56572-0053 ,56572,41.789055,-0.86013899,9.054830725,1.931,0.081470203,-24.813776,56572,21.03463,20.93596,20.92531,20.71586,20.61586,0.09867,0.01065,0.20945,0.1,-0.41877
16527,4239-55458-0898 ,55458,39.435731,0.43185852,9.00490571,1.264,0.092391889,-24.02639,55455,21.69131,21.29684,20.75034,20.65253,20.75185,0.39447,0.5465,0.09781,-0.09932,-0.93946
506,0400-51820-0073 ,51820,24.218496,-0.25680655,8.849426763,1.4861,0.085766263,-26.052973,58125,19.23381,19.03316,18.99785,18.87816,19.00996,0.20065,0.03531,0.11969,-0.1318,-0.22385
22766,0987-52523-0205 ,52523,319.73787,-0.4689157,9.156551437,1.8621,0.122929868,-26.424234,52523,20.15317,19.72269,19.35495,19.0289,18.97869,0.43048,0.36774,0.32605,0.05021,-1.17448
17838,4236-55479-0158 ,55479,34.364523,-0.25848237,8.706744184,2.833,0.109477969,-26.073158,55479,22.18015,20.66125,20.49413,20.50752,20.30352,1.5189,0.16712,-0.01339,0.204,-1.87663
18727,7835-56986-0828 ,56986,34.432684,-0.83045779,8.807024212,2.6220145,0.617863717,-25.135759,56986,22.61837,21.92341,21.68023,21.62923,21.26908,0.69496,0.24318,0.051,0.36015,-1.34929
23223,5144-55829-0151 ,55829,324.2341,0.97244156,7.76486388,1.257,0.664312549,-24.007395,55829,21.15619,21.23439,21.06417,21.03729,20.94795,-0.0782,0.17022,0.02688,0.08934,-0.20824
21139,4199-55481-0180 ,55481,331.80114,-1.020938,8.011870594,2.058,0.618928868,-24.926342,55481,21.98203,21.55622,21.08389,20.70857,20.27617,0.42581,0.47233,0.37532,0.4324,-1.70586
6171,7863-56975-0887 ,56975,3.3893946,-1.2035196,9.547987598,1.674157,0.484960363,-23.586723,56975,22.22011,22.14229,22.16988,21.88667,21.8921,0.07782,-0.02759,0.28321,-0.00543,-0.32801
16217,7840-57003-0553 ,57003,27.237143,0.85614606,8.459334176,1.9954724,0.135803047,-24.300375,57003,21.69763,21.72546,21.80348,21.71114,21.40316,-0.02783,-0.07802,0.09234,0.30798,-0.29447
12355,4229-55501-0306 ,55501,21.792947,-0.359135,8.512894901,1.375,0.047288399,-24.815247,55501,20.30557,20.34411,20.12289,20.10107,20.16997,-0.03854,0.22122,0.02182,-0.0689,-0.1356
25591,5145-55835-0366 ,55835,325.29484,0.75268378,8.673119613,1.765,0.272022865,-24.646763,55835,20.66732,20.62542,20.68866,20.46221,20.46439,0.0419,-0.06324,0.22645,-0.00218,-0.20293
11757,7818-56989-0170 ,56989,21.752878,-0.76644002,10.01409011,4.105,0.092265162,-29.467413,55501,24.16343,19.58876,18.22799,18.01097,18.01322,4.57467,1.36077,0.21702,-0.00225,-6.15021
67,7870-57016-0063 ,57016,12.374431,-0.43035178,8.442903516,0.8496543,0.389526231,-23.102518,57016,22.57948,21.87454,21.44258,21.05742,20.61903,0.70494,0.43196,0.38516,0.43839,-1.96045
4080,0707-52177-0156 ,52177,41.807161,-0.16589773,8.412155721,0.5696,0.263924433,-22.686371,52177,20.811,20.46512,20.50995,20.15487,20.0262,0.34588,-0.04483,0.35508,0.12867,-0.7848
18650,3609-55201-0842 ,55201,31.478491,0.73694319,8.787549617,2.42,0.113813866,-25.577162,55201,21.54177,20.97709,20.8349,20.89422,20.81249,0.56468,0.14219,-0.05932,0.08173,-0.72928
17939,7870-57016-0718 ,57016,11.383865,0.84610929,8.676998169,1.6889052,0.112887488,-24.91913,57016,20.83954,20.72418,20.78083,20.55882,20.676,0.11536,-0.05665,0.22201,-0.11718,-0.16354
25709,1096-52974-0433 ,52974,348.92359,0.49350007,8.686797362,1.3425,0.086322823,-23.937719,52974,21.16439,21.16803,20.86954,20.87787,20.89357,-0.00364,0.29849,-0.00833,-0.0157,-0.27082
6990,4218-55479-0444 ,55479,2.4718832,-1.0442297,9.236201255,1.985,0.067963995,-25.583015,55479,21.07887,20.72219,20.3725,20.16797,19.97352,0.35668,0.34969,0.20453,0.19445,-1.10535
9242,7820-56984-0782 ,56984,44.299416,1.2051389,8.509498755,0.8833057,0.076180449,-23.043728,56984,22.3241,21.47365,20.9988,20.79745,20.34704,0.85045,0.47485,0.20135,0.45041,-1.97706
16505,7837-56987-0862 ,56987,31.356386,1.0631474,7.986566843,0.8640104,0.346424409,-23.132372,56987,21.32851,21.13541,21.02296,20.79669,20.50373,0.1931,0.11245,0.22627,0.29296,-0.82478
23424,1096-52974-0603 ,52974,349.94899,1.1731487,9.5597529,1.8014,0.10905093,-25.339727,52974,21.10894,20.80593,20.73395,20.33564,20.265,0.30301,0.07198,0.39831,0.07064,-0.84394
18711,7843-56902-0432 ,56902,25.25833,-0.27167798,9.160973039,2.43,0.062463482,-24.82122,56902,21.98157,21.40115,21.39916,21.419,21.19447,0.58042,0.00199,-0.01984,0.22453,-0.7871
4380,7877-56898-0906 ,56898,21.323799,-0.99481716,8.554505117,1.82,0.857245897,-23.913551,56898,22.20018,21.86921,21.69478,21.47107,21.42957,0.33097,0.17443,0.22371,0.0415,-0.77061
11510,7337-56686-0374 ,56686,40.819283,-1.028584,8.289316503,2.412,0.271961127,-46.30579,56662,23.68675,22.6503,22.74628,22.70746,22.25565,1.03645,-0.09598,0.03882,0.45181,-1.4311
27562,0684-52523-0211 ,52523,357.92261,-0.85772314,9.083567489,2.1653,0.057109068,-26.578119,52523,19.65545,19.4504,19.51011,19.41926,19.17426,0.20505,-0.05971,0.09085,0.245,-0.48119
23604,1103-52873-0253 ,52873,335.19235,-0.92166063,9.301948748,1.6995,0.18888294,-25.525759,52873,20.0305,19.8774,19.84668,19.62227,19.66833,0.1531,0.03072,0.22441,-0.04606,-0.36217
12985,4217-55478-0296 ,55478,1.7567517,-0.17155031,9.156777985,1.711,0.424282753,-24.261429,55478,21.82061,21.47185,21.37414,21.07198,20.99128,0.34876,0.09771,0.30216,0.0807,-0.82933
5085,1505-52941-0211 ,52941,29.670759,-0.881134,8.601620009,1.2806,0.248715144,-24.539829,52941,20.71256,20.59572,20.25705,20.2562,20.25383,0.11684,0.33867,0.00085,0.00237,-0.45873
11561,0394-51913-0184 ,51913,12.969809,-0.41765028,8.927157703,1.2731,0.051743274,-25.998652,58049,19.13272,19.11158,18.84719,18.86598,18.97675,0.02114,0.26439,-0.01879,-0.11077,-0.15597
10739,4218-55479-0836 ,55479,3.6498898,1.104191,8.400368622,2.221,0.785214973,-25.280031,55479,21.87449,21.28148,20.95834,20.71752,20.46418,0.59301,0.32314,0.24082,0.25334,-1.41031
1374,1085-52531-0434 ,52531,10.554225,0.13536511,8.386532224,1.4698,0.175150286,-24.838165,52531,20.43804,20.43985,20.31549,20.16684,20.20538,-0.00181,0.12436,0.14865,-0.03854,-0.23266
1993,7818-56989-0109 ,56989,22.241875,-0.49195328,8.822596944,1.2823931,0.350887957,-22.995485,56989,21.67822,22.14313,21.68412,21.65001,21.72058,-0.46491,0.45901,0.03411,-0.07057,0.04236
22168,1489-52991-0493 ,52991,359.71084,0.054216,8.243176032,2.005,0.13002226,-25.454863,52991,20.98713,20.57096,20.30715,20.10621,19.91625,0.41617,0.26381,0.20094,0.18996,-1.07088
22691,1094-52524-0290 ,52524,352.52774,-1.045929,9.065958156,1.8796,0.119051224,-25.704851,52524,20.39155,20.3679,20.34478,19.95108,20.01662,0.02365,0.02312,0.3937,-0.06554,-0.37493
18999,1064-52577-0337 ,52577,50.787893,1.0807048,9.459683996,1.5788,0.109793043,-25.63718,52577,20.50152,20.14285,19.64501,19.27672,19.2277,0.35867,0.49784,0.36829,0.04902,-1.27382
21303,0681-52199-0001 ,52199,353.54895,-1.1919906,8.356950863,0.9035,0.097801392,-24.285511,57742,19.91363,19.81243,19.66776,19.6787,19.47883,0.1012,0.14467,-0.01094,0.19987,-0.4348
297,7831-57016-0653 ,57016,34.481397,-0.20819694,8.045395135,0.9177305,0.16984495,-22.857082,57016,21.86525,21.69949,21.48051,21.54529,21.38467,0.16576,0.21898,-0.06478,0.16062,-0.48058
7751,6780-56267-0713 ,56267,36.924788,0.8484796,8.239378717,1.602,0.282694731,-23.602098,56267,21.85454,21.66646,21.60725,21.39814,21.30813,0.18808,0.05921,0.20911,0.09001,-0.54641
14918,3745-55234-0808 ,55234,39.263665,0.34526959,8.224658227,2.59,0.604627622,-25.668797,55234,23.04824,21.95542,21.21324,20.78434,20.42058,1.09282,0.74218,0.4289,0.36376,-2.62766
2789,7337-56686-0118 ,56686,41.699968,-0.64854102,8.906425235,1.788,0.24199626,-23.767908,56686,22.59486,22.5567,22.19689,21.68793,21.43342,0.03816,0.35981,0.50896,0.25451,-1.16144
6637,7834-56979-0502 ,56979,31.894406,0.22376423,8.272140547,1.0717142,0.225272038,-23.323149,56979,20.98733,21.01674,20.79675,20.83787,20.79745,-0.02941,0.21999,-0.04112,0.04042,-0.18988
8559,6780-56577-0286 ,56577,37.006332,-1.203446,8.893139875,1.235,0.138268866,-24.799805,56605,20.84169,20.46495,19.96346,19.77487,19.67698,0.37674,0.50149,0.18859,0.09789,-1.16471
23504,0379-51789-0447 ,51789,343.29293,1.1687688,9.026267474,1.8212,0.285205326,-26.501953,51789,19.21243,19.16179,19.17419,18.97529,19.00158,0.05064,-0.0124,0.1989,-0.02629,-0.21085
10208,4233-55449-0794 ,55449,28.950809,1.0059028,8.744885487,2.545,0.072330864,-26.014053,55449,21.02223,20.46823,20.50734,20.53493,20.31989,0.554,-0.03911,-0.02759,0.21504,-0.70234
25143,7848-56959-0937 ,56959,359.93836,0.27097857,8.809318811,2.6480124,0.074883326,-26.002834,56959,22.08136,20.8609,20.65141,20.66224,20.39227,1.22046,0.20949,-0.01083,0.26997,-1.68909
28267,4210-55444-0642 ,55444,349.3499,0.42340786,8.172089339,2.648,0.10289498,-25.181505,55444,22.19971,21.48808,21.36343,21.43362,21.18709,0.71163,0.12465,-0.07019,0.24653,-1.01262
12134,0394-51913-0192 ,51913,12.995132,-0.34834992,8.884373181,1.0467,0.11836651,-25.161055,51913,19.56113,19.31748,19.0495,19.1293,19.04224,0.24365,0.26798,-0.0798,0.08706,-0.51889
8308,1084-52591-0484 ,52591,12.78956,0.64417211,8.971745229,1.916,0.218374056,-26.04125,52591,19.80079,19.73304,19.6874,19.54672,19.48801,0.06775,0.04564,0.14068,0.05871,-0.31278
8191,4227-55481-0918 ,55481,19.489381,0.7214449,8.709230997,2.683,0.310131863,-25.636219,55481,22.53213,21.60467,20.98899,20.61923,20.21633,0.92746,0.61568,0.36976,0.4029,-2.3158
19809,4204-55470-0472 ,55470,338.90315,-0.53067067,8.435463469,2.477,0.154764917,-24.802641,55470,22.23148,21.55884,21.44516,21.4655,21.20251,0.67264,0.11368,-0.02034,0.26299,-1.02897
18695,0413-51929-0257 ,51929,49.128301,-1.0509999,7.244927632,0.3682,0.134005165,-23.338999,51929,19.1127,18.87522,18.5858,18.47632,18.09709,0.23748,0.28942,0.10948,0.37923,-1.01561
4104,7831-57016-0698 ,57016,34.838505,-0.11636003,8.592127442,1.418452,0.24875967,-22.490849,57016,22.32789,22.41373,22.09476,22.00885,21.94387,-0.08584,0.31897,0.08591,0.06498,-0.38402
5307,4239-55458-0015 ,55458,40.227063,-0.017988908,9.089030797,3.701,0.07211448,-26.946669,55234,26.43032,21.2177,20.32808,20.29236,20.18242,5.21262,0.88962,0.03572,0.10994,-6.2479
19335,0713-52178-0103 ,52178,53.884189,-0.43275162,8.755623751,1.1313,0.108022771,-24.551565,52178,19.57292,19.59742,19.42329,19.51266,19.57857,-0.0245,0.17413,-0.08937,-0.06591,0.00565
20931,5143-55828-0068 ,55828,323.08608,0.97765785,8.975905088,1.787,0.100071329,-24.444157,55828,20.92607,20.8717,21.04345,20.76681,20.89662,0.05437,-0.17175,0.27664,-0.12981,-0.02945
1103,6782-56576-0521 ,56576,39.803442,0.6665252,9.028985774,1.254,0.330750414,-22.567446,56602,22.30183,22.44267,22.05002,22.08697,21.84059,-0.14084,0.39265,-0.03695,0.24638,-0.46124
11519,1494-52937-0517 ,52937,9.219365,0.140803,8.301969873,0.8024,0.377173652,-23.868662,52937,21.51251,20.6075,20.13619,19.94936,19.71304,0.90501,0.47131,0.18683,0.23632,-1.79947
8699,4227-55481-0246 ,55481,18.520836,-1.0660678,8.758016819,2.292,0.242205586,-24.311766,55481,22.58182,21.89377,21.91755,21.99165,21.7575,0.68805,-0.02378,-0.0741,0.23415,-0.82432
6003,0693-52254-0368 ,52254,14.504907,1.2292057,8.753657704,1.8674,0.868452,-25.773321,52254,20.27646,20.15281,20.01199,19.65044,19.61888,0.12365,0.14082,0.36155,0.03156,-0.65758
16356,7839-56900-0054 ,56900,28.305823,1.1269368,7.301654031,1.6518534,0.877441261,-23.625063,56900,22.43456,22.22583,22.00684,21.56441,21.54564,0.20873,0.21899,0.44243,0.01877,-0.88892
24649,0990-52465-0396 ,52465,324.93105,0.25705019,8.412568786,0.6334,0.868439672,-24.060324,52465,19.54003,19.24902,19.35504,19.18607,19.14993,0.29101,-0.10602,0.16897,0.03614,-0.3901
17228,0392-51793-0316 ,51793,7.7050283,0.001302958,9.387099251,1.7746,0.077039686,-26.477509,51793,19.13468,19.03963,19.09792,18.80525,18.83549,0.09505,-0.05829,0.29267,-0.03024,-0.29919
11897,7843-56902-0739 ,56902,25.926226,0.091246232,8.199072588,1.1431087,0.240520167,-23.143394,56902,21.63494,21.52848,21.20132,21.18303,20.90135,0.10646,0.32716,0.01829,0.28168,-0.73359
14060,4233-55449-0394 ,55449,28.185138,-0.69469877,7.969829062,0.638,0.534538343,-22.951933,55449,20.62365,20.20058,20.23577,20.07066,20.04577,0.42307,-0.03519,0.16511,0.02489,-0.57788
1161,7864-56979-0496 ,56979,3.1361736,-0.13434998,8.474339183,1.6322824,0.151327592,-24.767368,56979,21.43626,21.1358,20.87672,20.48094,20.69669,0.30046,0.25908,0.39578,-0.21575,-0.73957
22727,4201-55443-0274 ,55443,335.02935,-0.32097984,8.410474363,2.37,0.077898897,-25.415495,55443,21.36013,20.82993,20.86975,20.85176,20.67139,0.5302,-0.03982,0.01799,0.18037,-0.68874
12118,4223-55451-0974 ,55451,12.994871,0.17354401,9.455180173,3.643,0.399955692,-25.482754,57016,23.80612,22.66297,21.86637,21.74967,20.96325,1.14315,0.7966,0.1167,0.78642,-2.84287
1059,7868-57006-0998 ,57006,10.540773,0.28306843,8.719336258,1.1478835,0.14238724,-23.894447,57006,20.83906,20.79373,20.55834,20.56904,20.4704,0.04533,0.23539,-0.0107,0.09864,-0.36866
15263,0410-51816-0283 ,51816,42.95224,-0.77717473,9.010816816,1.5753,0.068473007,-26.249252,51816,19.16435,19.00464,18.97759,18.79016,18.8498,0.15971,0.02705,0.18743,-0.05964,-0.31455
25416,4193-55476-0340 ,55476,321.0401,-0.8140616,8.011013476,2.176,0.22627281,-24.868849,55476,22.48106,21.67041,21.28196,21.03121,20.70245,0.81065,0.38845,0.25075,0.32876,-1.77861
2371,6782-56572-0905 ,56572,41.671245,1.1345739,8.198710511,1.93,0.214936643,-23.304861,56572,22.51053,22.19375,22.4582,21.98064,22.09045,0.31678,-0.26445,0.47756,-0.10981,-0.42008
5465,4234-55478-0828 ,55478,30.730146,0.96774782,8.635157624,2.361,0.183059626,-25.322628,55478,21.65207,21.17478,21.15524,21.21722,21.01254,0.47729,0.01954,-0.06198,0.20468,-0.63953
10177,7837-56987-0784 ,56987,30.998922,1.0664394,8.975499381,3.4083004,0.391487986,-25.62936,56987,23.073,22.07639,21.60774,21.41396,21.38872,0.99661,0.46865,0.19378,0.02524,-1.68428
13325,4240-55455-0174 ,55455,41.000442,-0.78267616,8.42440106,2.337,0.076481762,-24.776829,55455,21.84623,21.35933,21.43042,21.41076,21.12708,0.4869,-0.07109,0.01966,0.28368,-0.71915
5375,7825-57030-0844 ,57030,40.231457,0.20036728,8.930886049,2.355,0.140805593,-25.672754,57030,21.19239,20.62778,20.56102,20.62418,20.4222,0.56461,0.06676,-0.06316,0.20198,-0.77019
21853,0674-52201-0304 ,52201,337.98385,-0.71646966,8.221524908,0.6099,0.059317984,-23.63106,52201,19.78496,19.43782,19.4641,19.24534,19.32773,0.34714,-0.02628,0.21876,-0.08239,-0.45723
25765,0384-51821-0232 ,51821,352.91389,-0.25466639,8.777828017,0.8014,0.03532353,-25.540842,58039,18.30978,18.0301,18.01185,18.14406,18.03058,0.27968,0.01825,-0.13221,0.11348,-0.2792
2478,7864-56979-0881 ,56979,5.1331628,0.51243095,7.551153065,2.455,0.050099867,-24.568621,55480,23.14053,22.03612,21.90602,21.88862,21.61582,1.10441,0.1301,0.0174,0.2728,-1.52471
16131,7336-56656-0318 ,56656,39.382308,-0.143687,8.035248085,1.974,0.17152085,-22.477629,56656,22.94158,22.85638,22.85015,22.73793,23.04018,0.0852,0.00623,0.11222,-0.30225,0.0986
18647,0711-52202-0194 ,52202,49.014678,-0.70943832,8.656592404,0.685,0.186964936,-23.831619,52202,20.15829,19.79905,19.66904,19.48973,19.33036,0.35924,0.13001,0.17931,0.15937,-0.82793
28401,0988-52520-0165 ,52520,322.37254,-0.41211928,8.581130693,0.9891,0.104428661,-25.624804,57693,18.90339,18.73777,18.47539,18.46762,18.36827,0.16562,0.26238,0.00777,0.09935,-0.53512
5734,7831-57016-0278 ,57016,35.002565,-0.25975016,7.849852903,2.334,0.077213228,-24.812696,57016,21.88411,21.32594,21.48831,21.40495,21.16955,0.55817,-0.16237,0.08336,0.2354,-0.71456
17695,7337-56662-0786 ,56662,41.369261,1.1369076,7.510091172,2.739,0.56329267,-23.793079,56662,23.3101,22.78441,22.63902,22.65503,22.3647,0.52569,0.14539,-0.01601,0.29033,-0.9454
27807,4195-55452-0014 ,55452,326.14666,-0.29323376,9.149925129,0.781,0.275213986,-23.188375,55452,20.9332,20.43867,20.41279,20.35452,20.06306,0.49453,0.02588,0.05827,0.29146,-0.87014
3368,7874-57279-0824 ,57279,17.200357,0.93538148,8.57132893,2.87,0.253749959,-25.340265,57279,23.59305,21.98963,21.48876,21.38649,21.22477,1.60342,0.50087,0.10227,0.16172,-2.36828
13945,0698-52203-0081 ,52203,25.001017,-1.200045,9.143760693,0.783,0.192202488,-24.764185,58077,19.11507,18.83732,18.83309,18.97578,18.87004,0.27775,0.00423,-0.14269,0.10574,-0.24503
18464,0410-51816-0329 ,51816,43.241038,1.2195092,7.546776589,0.7152,0.308732833,-23.549435,51816,20.24425,19.87027,19.81837,20.01509,19.87768,0.37398,0.0519,-0.19672,0.13741,-0.36657
8224,7837-56987-0998 ,56987,32.00244,-0.021540885,8.921638778,1.6073241,0.083466856,-24.829639,56987,20.9427,20.73742,20.49862,20.24796,20.26865,0.20528,0.2388,0.25066,-0.02069,-0.67405
12937,4242-55476-0988 ,55476,44.802203,0.45095851,8.540181984,2.32,0.052870308,-25.34996,55476,21.69681,20.81673,20.74862,20.70216,20.41398,0.88008,0.06811,0.04646,0.28818,-1.28283
7482,8792-57364-0576 ,57364,23.577918,0.047789404,8.908186799,1.6722494,0.362022898,-23.145134,57364,23.33144,22.47329,22.54668,22.18998,21.48045,0.85815,-0.07339,0.3567,0.70953,-1.85099
23922,1117-52885-0404 ,52885,309.83917,1.0349127,8.671115003,1.0631,0.121951427,-24.597988,52885,19.90484,19.83084,19.51968,19.54928,19.59358,0.074,0.31116,-0.0296,-0.0443,-0.31126
1595,7862-56984-0612 ,56984,1.1446137,0.79083499,8.335174696,2.925,0.367191801,-25.465008,56984,23.51841,21.75352,21.59902,21.65576,21.74632,1.76489,0.1545,-0.05674,-0.09056,-1.77209
18066,7828-57039-0504 ,57039,36.119683,-0.061832243,9.505384294,2.941,0.31323062,-24.810635,57039,24.22233,22.20568,21.79599,21.86229,21.58444,2.01665,0.40969,-0.0663,0.27785,-2.63789
19383,0415-51810-0582 ,51810,54.319006,0.13419369,8.855616602,1.3337,0.052796211,-25.602371,51810,19.26869,19.27851,19.08908,19.12186,19.23549,-0.00982,0.18943,-0.03278,-0.11363,-0.0332
10522,0708-52175-0073 ,52175,44.461796,-0.088459515,7.989090058,0.8445,0.138941585,-23.755079,52175,20.20212,20.05199,19.99919,20.0274,19.76128,0.15013,0.0528,-0.02821,0.26612,-0.44084
8283,7847-57012-0754 ,57012,23.616985,0.89406931,7.451264152,0.8388262,0.43469918,-22.676727,57012,21.77691,21.52246,21.4562,21.24777,20.74506,0.25445,0.06626,0.20843,0.50271,-1.03185
5604,6782-56576-0425 ,56576,40.253506,-0.66563898,7.830655231,2.151,0.318813901,-24.247498,56273,22.33622,22.012,21.76161,21.62178,21.56497,0.32422,0.25039,0.13983,0.05681,-0.77125
964,7868-57006-0357 ,57006,8.735925,-0.160048,8.364766611,2.753,0.992810807,-26.413786,57006,22.5249,21.27417,20.71149,20.18978,20.24761,1.25073,0.56268,0.52171,-0.05783,-2.27729
3459,4241-55450-0355 ,55450,41.747319,-0.14647124,9.469073031,2.63,0.240550916,-26.390989,55450,20.86965,20.17507,19.96461,19.88009,19.72867,0.69458,0.21046,0.08452,0.15142,-1.14098
24624,4214-55451-0801 ,55451,356.87807,0.45634362,8.230845774,2.316,0.06259172,-25.20134,55451,21.6957,20.98899,21.2766,21.17084,20.9162,0.70671,-0.28761,0.10576,0.25464,-0.7795
2241,4238-55455-0618 ,55455,36.387938,0.052316945,8.033503219,2.259,0.152103362,-25.409153,55455,21.82354,21.15285,21.4285,21.28069,21.04344,0.67069,-0.27565,0.14781,0.23725,-0.7801
24425,0981-52435-0044 ,52435,310.88835,-0.18453387,8.355980361,0.5447,0.114380446,-25.084885,52435,18.56041,18.05844,17.86712,17.63183,17.67882,0.50197,0.19132,0.23529,-0.04699,-0.88159
5094,7818-56989-0935 ,56989,22.414343,0.11634224,7.738918783,1.0869609,0.929252226,-22.709768,56989,22.06812,21.94637,21.66884,21.77032,21.96338,0.12175,0.27753,-0.10148,-0.19306,-0.10474
16423,0698-52203-0548 ,52203,25.136409,0.5848765,9.460108214,1.6029,0.154659259,-25.613342,52203,19.95412,19.66151,19.69791,19.51118,19.57508,0.29261,-0.0364,0.18673,-0.0639,-0.37904
18267,1073-52649-0591 ,52649,34.397685,0.24895797,8.949212087,1.1697,0.111269835,-24.479435,52649,21.37484,20.85586,20.18017,19.93938,19.82513,0.51898,0.67569,0.24079,0.11425,-1.54971
25497,7848-56959-0923 ,56959,359.96594,0.68803478,8.054961963,0.9898489,0.104094233,-23.213488,57338,21.79368,21.87722,21.4265,21.1941,20.72447,-0.08354,0.45072,0.2324,0.46963,-1.06921
3530,4229-55501-0816 ,55501,22.319452,0.1631767,7.681018023,0.805,0.22795065,-22.221355,55501,22.23914,21.87571,21.74433,21.70286,21.19629,0.36343,0.13138,0.04147,0.50657,-1.04285
1771,4226-55475-0198 ,55475,17.109652,-0.76726943,9.306921004,2.238,0.04365568,-26.531342,55475,20.31593,19.81096,19.64175,19.60344,19.41959,0.50497,0.16921,0.03831,0.18385,-0.89634
19628,1062-52619-0504 ,52619,56.368344,0.1475512,9.630882375,2.4824,0.067793544,-26.876499,52619,19.73866,19.25752,19.26435,19.2753,19.1037,0.48114,-0.00683,-0.01095,0.1716,-0.63496
19956,4215-55471-0957 ,55471,359.50099,0.76272324,7.876778086,2.551,0.299029719,-24.816273,55471,22.2581,21.64819,21.71404,21.87788,21.04996,0.60991,-0.06585,-0.16384,0.82792,-1.20814
6098,7874-57279-0116 ,57279,17.331183,-0.15837627,8.720595495,2.0373561,0.139145016,-25.032894,57279,21.28794,21.18805,21.04423,20.94351,20.78455,0.09989,0.14382,0.10072,0.15896,-0.50339
16826,7872-57279-0566 ,57279,13.236944,0.50226103,7.939912552,0.8877143,0.205096304,-23.114506,57279,21.60997,21.43096,21.20011,21.10944,20.92788,0.17901,0.23085,0.09067,0.18156,-0.68209
26358,5147-55854-0104 ,55854,329.5921,0.99844608,8.823647668,1.461,0.254567472,-24.015757,55854,21.88585,21.65099,21.25839,21.02486,20.82092,0.23486,0.3926,0.23353,0.20394,-1.06493
19043,0712-52199-0500 ,52199,51.269867,0.10872132,8.978951672,1.6656,0.066505047,-25.38603,52199,21.18774,20.49914,20.10045,19.59642,19.57516,0.6886,0.39869,0.50403,0.02126,-1.61258
16586,0411-51817-0621 ,51817,47.107714,0.66096116,8.882927028,1.2071,0.050396218,-25.527746,51817,18.96644,19.03205,18.85414,18.86267,18.95046,-0.06561,0.17791,-0.00853,-0.08779,-0.01598
23776,4206-55471-0250 ,55471,343.32872,-1.0028413,9.429496772,2.197,0.123111274,-25.521469,55471,20.96156,20.6135,20.48846,20.47259,20.30078,0.34806,0.12504,0.01587,0.17181,-0.66078
9964,7828-57039-0702 ,57039,37.127725,1.1188421,8.524984936,1.25,0.364545644,-23.356169,57039,22.073,22.16928,21.68318,21.58079,21.23893,-0.09628,0.4861,0.10239,0.34186,-0.83407
1679,7853-56988-0256 ,56988,3.1616802,1.1697428,9.474250279,1.8892844,0.763737,-23.972528,56988,22.21778,22.22284,22.30392,22.05101,21.75005,-0.00506,-0.08108,0.25291,0.30096,-0.46773
6276,4228-55484-0973 ,55484,21.42572,0.251394,8.85064131,1.165,0.027970177,-25.822435,55484,19.23013,18.93892,18.64317,18.52182,18.43716,0.29121,0.29575,0.12135,0.08466,-0.79297
14682,4221-55443-0754 ,55443,8.4948346,1.0738318,8.818476333,1.344,0.074453023,-24.859116,55443,20.71706,20.41218,20.09839,19.99171,19.9734,0.30488,0.31379,0.10668,0.01831,-0.74366
23465,5144-55829-0128 ,55829,324.39145,0.1898039,8.859457501,2.363,0.174905626,-23.48793,55829,22.76632,22.10131,22.21313,22.37869,21.98215,0.66501,-0.11182,-0.16556,0.39654,-0.78417
17337,7843-56902-0012 ,56902,27.295104,-0.044399551,8.529580606,2.425,0.301350613,-24.547148,56902,22.1537,21.59039,21.57409,21.60298,21.46301,0.56331,0.0163,-0.02889,0.13997,-0.69069
14141,0709-52205-0431 ,52205,44.991077,0.58173607,8.581655439,0.8199,0.089734994,-24.942417,52205,19.10063,18.79224,18.66836,18.69492,18.54235,0.30839,0.12388,-0.02656,0.15257,-0.55828
