my_ID,ID,MJD,ra,dec,Mass,z,ERR,M_i,spec_mjd,u_band,g_band,r_band,i_band,z_band,ug,gr,ri,iz,zu
12341,4231-55444-0160 ,55444,25.950415,-0.14435552,8.469477595,0.84,0.050992324,-23.525915,55444,20.47033,20.22881,20.11419,20.17707,19.97054,0.24152,0.11462,-0.06288,0.20653,-0.49979
19404,0416-51811-0384 ,51811,54.5246,0.59577802,8.03103359,0.983,0.20117812,-25.088951,51811,19.38034,19.23197,19.03471,19.03279,18.91996,0.14837,0.19726,0.00192,0.11283,-0.46038
5820,4239-55458-0631 ,55458,38.367489,1.1954246,8.660099675,2.913,0.247518562,-25.286263,55458,22.95723,21.65154,21.46218,21.33532,21.48204,1.30569,0.18936,0.12686,-0.14672,-1.47519
15038,7874-57279-0803 ,57279,16.819469,0.41327662,8.5155326,2.805,0.182599033,-25.04418,57279,22.65814,21.70811,21.65798,21.69897,21.53782,0.95003,0.05013,-0.04099,0.16115,-1.12032
484,0390-51900-0230 ,51900,5.0237369,-0.83786824,8.599210917,0.5755,0.118670155,-23.46139,51900,21.05207,20.02198,19.88111,19.4578,19.34863,1.03009,0.14087,0.42331,0.10917,-1.70344
24146,4202-55445-0538 ,55445,335.26391,-0.054396902,8.522539213,2.371,0.077334135,-24.702974,55445,21.88818,21.28482,21.3742,21.42647,21.17556,0.60336,-0.08938,-0.05227,0.25091,-0.71262
24507,4209-55478-0152 ,55478,348.76048,-0.21104893,8.77395856,3.135,0.062222745,-26.949495,55478,21.64025,20.04656,19.84912,20.02549,19.97149,1.59369,0.19744,-0.17637,0.054,-1.66876
3397,4233-55449-0714 ,55449,28.607445,0.88517622,9.207668264,3.141,0.246224671,-25.208036,55449,24.62086,22.15218,21.8076,21.84428,21.68868,2.46868,0.34458,-0.03668,0.1556,-2.93218
156,1074-52937-0028 ,52937,32.785692,-0.62868578,9.293161481,2.116,0.104993565,-26.706724,52937,19.80186,19.57415,19.49656,19.43274,19.24673,0.22771,0.07759,0.06382,0.18601,-0.55513
8983,0400-51820-0514 ,51820,23.650961,0.4401309,8.644292578,0.7179,0.076570001,-25.48316,58107,18.13943,17.91971,17.91869,17.89441,17.84941,0.21972,0.00102,0.02428,0.045,-0.29002
14409,4220-55447-0464 ,55447,5.758515,-0.452207,7.953992148,0.698,0.216566472,-22.976933,55447,20.8936,20.54041,20.51119,20.32537,20.0572,0.35319,0.02922,0.18582,0.26817,-0.8364
11359,6782-56273-0716 ,56273,40.803468,0.79510248,8.706426269,2.555,0.158092717,-24.599615,56273,22.68974,22.07244,22.00186,22.02746,21.71958,0.6173,0.07058,-0.0256,0.30788,-0.97016
25007,7848-56959-0934 ,56959,359.93097,0.33579167,8.440323161,2.578,0.076334649,-24.963139,56959,21.75332,21.24231,21.22947,21.27135,21.00519,0.51101,0.01284,-0.04188,0.26616,-0.74813
17022,7856-57260-0056 ,57260,11.33994,1.2064668,8.177283006,1.477252,0.417395163,-23.66222,57260,21.937,21.77714,21.58538,21.43117,21.40405,0.15986,0.19176,0.15421,0.02712,-0.53295
5510,7820-56984-0691 ,56984,43.85641,0.29210371,8.755600418,1.0808893,0.091061735,-23.527905,56984,21.30584,21.18697,20.85289,20.95195,20.64717,0.11887,0.33408,-0.09906,0.30478,-0.65867
20292,4191-55444-0824 ,55444,318.21725,0.96819166,8.15104283,2.335,0.050244741,-24.08395,55444,22.43772,21.68483,22.09502,22.15027,22.04405,0.75289,-0.41019,-0.05525,0.10622,-0.39367
27445,4214-55451-0458 ,55451,355.79666,-0.60048881,8.428396243,2.455,0.305140867,-24.646032,55451,22.44065,21.54345,21.44127,21.51082,21.18971,0.8972,0.10218,-0.06955,0.32111,-1.25094
17519,6370-56238-0117 ,56238,37.748781,-0.097380998,8.476768423,0.997,0.066312161,-23.907537,56238,20.51185,20.44478,20.23258,20.33994,20.3762,0.06707,0.2122,-0.10736,-0.03626,-0.13565
13230,6781-56599-0786 ,56599,39.067281,0.3677953,9.283196956,1.855,0.185911735,-24.981493,56274,22.06398,21.44762,20.97273,20.45778,20.27538,0.61636,0.47489,0.51495,0.1824,-1.7886
22343,4202-55445-0290 ,55445,336.43336,-0.65706281,8.294837994,0.755,0.252221173,-23.663586,55445,19.94907,19.66475,19.64491,19.80479,19.60243,0.28432,0.01984,-0.15988,0.20236,-0.34664
3867,7820-56984-0344 ,56984,43.691096,-0.53234068,7.691129706,1.0307581,0.827628764,-22.285952,56984,22.40636,22.31469,21.93158,21.89889,21.47006,0.09167,0.38311,0.03269,0.42883,-0.9363
2486,6781-56274-0570 ,56274,38.04927,0.1340035,7.464172067,0.432,0.032537724,-23.209906,56575,19.36755,19.13145,19.15109,18.99789,18.75637,0.2361,-0.01964,0.1532,0.24152,-0.61118
4716,6781-56575-0419 ,56575,38.266053,-0.75269298,7.69634302,0.96,0.951857409,-22.815643,56575,22.72322,22.08685,21.50497,21.1953,20.76631,0.63637,0.58188,0.30967,0.42899,-1.95691
12947,7872-57279-0068 ,57279,14.842638,0.082341587,8.268881282,1.7711754,0.245879996,-25.000769,57279,20.76809,20.61066,20.64473,20.42526,20.41115,0.15743,-0.03407,0.21947,0.01411,-0.35694
13515,7871-56902-0945 ,56902,13.981208,-0.68608981,8.704029586,1.7994395,0.295667159,-24.649246,56902,21.17019,21.02465,21.0336,20.74649,20.78986,0.14554,-0.00895,0.28711,-0.04337,-0.38033
16157,4232-55447-0562 ,55447,26.16405,0.66831643,8.96494461,2.55,0.050591339,-26.798096,55447,20.14754,19.63992,19.5642,19.58507,19.44347,0.50762,0.07572,-0.02087,0.1416,-0.70407
25851,0371-52078-0130 ,52078,327.71958,-0.97632795,8.716196568,2.0011,0.328184272,-25.931309,52078,20.48642,20.22407,19.87181,19.67977,19.55262,0.26235,0.35226,0.19204,0.12715,-0.9338
1180,7858-57281-0405 ,57281,14.266224,1.0555578,8.51369282,2.1947987,0.158586963,-24.548576,57281,22.25575,21.91359,21.80125,21.55232,21.22204,0.34216,0.11234,0.24893,0.33028,-1.03371
22440,1104-52912-0206 ,52912,333.46014,-1.1916929,9.360422216,1.9571,0.24017429,-26.177048,52912,20.27874,20.07771,19.72805,19.35383,19.12907,0.20103,0.34966,0.37422,0.22476,-1.14967
13381,7820-56984-0942 ,56984,44.863467,1.1956517,9.039551241,0.8902984,0.036531519,-23.826254,56984,20.52397,20.33491,20.2794,20.23446,19.90695,0.18906,0.05551,0.04494,0.32751,-0.61702
23001,4212-55447-0850 ,55447,353.82193,0.47556538,8.649257178,2.739,0.142584311,-25.572823,55447,22.16591,21.11021,20.95068,20.97032,20.87438,1.0557,0.15953,-0.01964,0.09594,-1.29153
10377,0689-52262-0591 ,52262,8.2822108,0.54381366,8.985654793,0.9342,0.081678048,-24.048765,52262,20.02767,19.83279,19.68702,19.78074,19.68935,0.19488,0.14577,-0.09372,0.09139,-0.33832
10417,0690-52261-0059 ,52261,10.119862,-0.63602819,8.898990841,0.7268,0.078291892,-24.199293,52261,19.51685,19.16134,19.18015,19.24118,18.99715,0.35551,-0.01881,-0.06103,0.24403,-0.5197
9227,7834-56979-0562 ,56979,32.0676,0.18443178,8.839235064,1.341,0.320329484,-23.354549,56979,22.00091,21.82897,21.58093,21.52376,21.31695,0.17194,0.24804,0.05717,0.20681,-0.68396
23870,1117-52885-0438 ,52885,309.69868,0.096157032,9.425696692,2.0756,0.111333215,-26.438202,52885,19.53427,19.34336,19.23182,19.20435,19.04147,0.19091,0.11154,0.02747,0.16288,-0.4928
23829,0683-52524-0512 ,52524,356.75251,0.094110568,8.881641858,1.1298,0.134122137,-24.854338,52524,19.80194,19.93059,19.6211,19.58872,19.78672,-0.12865,0.30949,0.03238,-0.198,-0.01522
10401,4226-55475-0302 ,55475,16.575594,-1.1583918,8.53583987,2.58,0.212973192,-24.598843,55475,22.26498,21.80145,21.68681,21.59614,21.25317,0.46353,0.11464,0.09067,0.34297,-1.01181
16728,0686-52519-0337 ,52519,0.94666043,0.89572583,8.436721521,0.5783,0.118123119,-22.959047,58018,20.66701,20.17493,20.2177,19.87029,19.63073,0.49208,-0.04277,0.34741,0.23956,-1.03628
27935,5145-55835-0088 ,55835,326.18241,0.37399729,9.103038495,1.67,0.07584646,-24.946224,55835,20.7121,20.48045,20.50903,20.25806,20.26245,0.23165,-0.02858,0.25097,-0.00439,-0.44965
11464,7334-56656-0149 ,56656,37.254476,-0.340058,8.93964709,1.796,0.147880235,-24.402702,56656,22.95655,22.30973,21.6978,21.02391,20.71846,0.64682,0.61193,0.67389,0.30545,-2.23809
9132,7874-57279-0260 ,57279,16.512451,-0.5275208,8.74908545,1.2971103,0.070991972,-23.924171,57279,20.99059,21.58809,21.01954,21.12692,21.20451,-0.5975,0.56855,-0.10738,-0.07759,0.21392
26692,5142-55825-0008 ,55825,321.60547,0.83577695,7.912711444,1.043,0.106599222,-24.336826,55825,20.3529,20.19275,19.91783,19.95039,19.87035,0.16015,0.27492,-0.03256,0.08004,-0.48255
25791,1476-52964-0117 ,52964,334.00775,-0.704225,9.389614183,1.6993,0.151204294,-24.850445,52964,20.5017,20.33363,20.28905,20.03203,20.15391,0.16807,0.04458,0.25702,-0.12188,-0.34779
11095,4218-55479-0185 ,55479,3.6717591,-0.41942985,8.256038517,0.839,0.07147408,-23.762463,55479,21.15805,20.73526,20.45625,20.16223,19.78705,0.42279,0.27901,0.29402,0.37518,-1.371
10693,7872-57279-0724 ,57279,13.854338,0.52860618,8.576454572,2.699,0.5686358,-24.532106,57279,23.40131,22.4759,22.33871,22.24285,22.07627,0.92541,0.13719,0.09586,0.16658,-1.32504
749,7868-57006-0889 ,57006,9.6144871,0.28356352,8.65624017,2.405,0.16629747,-24.939558,57006,21.88148,21.14731,21.1845,21.19822,21.07205,0.73417,-0.03719,-0.01372,0.12617,-0.80943
24135,4201-55443-0190 ,55443,335.2616,-0.51235088,9.17030685,2.731,0.127415223,-26.606169,55443,21.0952,20.07865,19.88586,19.7498,19.58975,1.01655,0.19279,0.13606,0.16005,-1.50545
14572,0700-52199-0202 ,52199,28.215344,-0.9394578,8.609203268,0.9416,0.118249233,-24.340635,52199,19.55688,19.47752,19.36043,19.49959,19.41168,0.07936,0.11709,-0.13916,0.08791,-0.1452
17804,0686-52519-0169 ,52519,2.0176107,-0.65640327,8.853509752,1.6154,0.08854268,-25.359827,52519,20.69794,20.35767,20.20911,19.93056,19.96642,0.34027,0.14856,0.27855,-0.03586,-0.73152
3790,7868-57006-0340 ,57006,8.86449,-0.57465059,9.867584352,2.52,0.301036933,-25.833675,57006,21.91637,21.1653,20.71985,20.61778,20.53506,0.75107,0.44545,0.10207,0.08272,-1.38131
17852,7837-56987-0374 ,56987,30.37185,-0.85569128,8.412254109,2.894,0.113111602,-25.179523,56987,22.15385,21.17364,21.153,21.20503,21.10808,0.98021,0.02064,-0.05203,0.09695,-1.04577
14620,3650-55244-0560 ,55244,39.236357,1.2158677,9.615928314,2.563,0.05029676,-27.199505,55244,19.91781,19.32576,19.14339,19.14349,19.02961,0.59205,0.18237,-1.00E-04,0.11388,-0.8882
4882,7872-57279-0007 ,57279,15.332665,0.026875851,7.991389563,2.089719,0.205692622,-24.032097,57279,22.08332,22.19497,22.26847,22.02714,21.83784,-0.11165,-0.0735,0.24133,0.1893,-0.24548
1143,7818-56989-0374 ,56989,21.139923,-0.059907866,8.791478502,2.997,0.213400219,-25.745792,56989,22.72111,21.20081,21.10588,21.18452,21.03615,1.5203,0.09493,-0.07864,0.14837,-1.68496
62,6782-56572-0532 ,56572,39.682513,-0.011356,9.003720245,1.9955887,0.117670856,-23.951538,56576,21.88078,21.87898,22.00522,21.80677,21.53768,0.0018,-0.12624,0.19845,0.26909,-0.3431
9844,7865-56955-0752 ,56955,5.5119619,-0.82475499,8.105218471,0.807,0.379717109,-21.951832,56955,22.7117,22.46111,22.37082,22.07499,21.48956,0.25059,0.09029,0.29583,0.58543,-1.22214
26571,4214-55451-0852 ,55451,357.12674,0.65514898,8.942257882,1.998,0.010069306,-28.267031,55451,17.76046,17.74567,17.78,17.48823,17.3079,0.01479,-0.03433,0.29177,0.18033,-0.45256
25365,0682-52525-0066 ,52525,355.4803,-0.37132787,9.12342849,1.0001,0.14764114,-24.428326,57656,20.09869,19.91134,19.65781,19.68249,19.77765,0.18735,0.25353,-0.02468,-0.09516,-0.32104
24270,1107-52968-0216 ,52968,327.45732,-0.77978776,8.201722976,0.9729,0.273742303,-24.041409,52968,20.1212,20.08261,19.92587,20.02995,19.89006,0.03859,0.15674,-0.10408,0.13989,-0.23114
17031,7868-57006-0654 ,57006,8.6039468,0.39093597,9.234712707,1.1481247,0.085584431,-23.227573,57006,21.25472,21.42769,21.10988,21.10849,20.91372,-0.17297,0.31781,0.00139,0.19477,-0.341
10107,4233-55449-0036 ,55449,29.974907,-0.31457044,9.16424716,2.918,0.27772004,-25.134247,55449,23.39428,21.92315,21.64678,21.66387,21.85711,1.47113,0.27637,-0.01709,-0.19324,-1.53717
18238,1081-52531-0620 ,52531,19.036673,1.2295877,8.112873381,1.5751,0.095671049,-25.189913,52531,20.75193,20.39791,20.12575,19.86985,19.81934,0.35402,0.27216,0.2559,0.05051,-0.93259
1860,7874-57279-0890 ,57279,17.114628,0.36495883,8.226423738,1.8133153,0.442129325,-24.982586,57279,20.77804,20.85328,20.88786,20.57344,20.51282,-0.07524,-0.03458,0.31442,0.06062,-0.26522
103,7863-56975-0958 ,56975,4.0074561,-0.94089241,8.46217193,1.5001035,0.534907015,-22.865509,56975,22.18751,22.11711,21.9685,21.76493,21.74156,0.0704,0.14861,0.20357,0.02337,-0.44595
12300,7828-57039-0745 ,57039,37.321569,1.0020237,8.73321665,1.4989666,0.163115807,-23.228008,57039,22.34821,22.36836,22.0743,21.74158,21.84214,-0.02015,0.29406,0.33272,-0.10056,-0.50607
9702,7834-56979-0422 ,56979,32.101127,-0.91629883,9.503417149,3.081,0.195351598,-26.055918,56979,23.74932,21.29995,20.88607,20.92437,21.01571,2.44937,0.41388,-0.0383,-0.09134,-2.73361
20449,4213-55449-0665 ,55449,354.72892,1.1519324,8.738973543,1.113,0.392676739,-23.780048,55449,21.89154,21.24805,20.70037,20.55132,20.4982,0.64349,0.54768,0.14905,0.05312,-1.39334
15094,7852-56987-0211 ,56987,0.86258061,0.84992843,8.329810659,1.5482812,0.213973712,-23.815701,56987,22.20041,21.88385,21.67761,21.44073,21.40635,0.31656,0.20624,0.23688,0.03438,-0.79406
21363,5141-55746-0136 ,55746,318.88265,0.39160236,8.877937604,1.394,0.052228675,-23.830851,55746,20.97789,20.96019,20.83992,20.77447,20.89917,0.0177,0.12027,0.06545,-0.1247,-0.07872
19747,4211-55446-0188 ,55446,352.03746,-0.4659527,8.400484132,4.131,0.415583794,-26.161116,55446,26.22136,24.35494,21.8927,21.46622,21.40262,1.86642,2.46224,0.42648,0.0636,-4.81874
9422,7872-57279-0999 ,57279,15.556834,0.27355851,8.940884859,2.61,0.158991002,-25.683619,57279,22.19475,20.90297,20.57545,20.56244,20.331,1.29178,0.32752,0.01301,0.23144,-1.86375
16632,3588-55184-0608 ,55184,9.4755068,0.73854072,8.042995098,2.276,0.200367636,-24.363197,55184,22.82635,21.87663,22.01687,22.0153,21.7596,0.94972,-0.14024,0.00157,0.2557,-1.06675
17921,4237-55478-0140 ,55478,36.107256,-0.68232156,9.318667005,2.891,0.152937066,-26.877443,55478,21.01088,20.07878,19.83907,19.75352,19.75571,0.9321,0.23971,0.08555,-0.00219,-1.25517
5091,0703-52209-0075 ,52209,34.941774,-0.079724308,8.166719815,0.5555,0.124662602,-22.975481,52209,20.58119,20.28245,20.34226,19.93536,19.74721,0.29874,-0.05981,0.4069,0.18815,-0.83398
27273,0677-52606-0501 ,52606,345.29382,0.51548505,8.43692912,1.1023,0.102822751,-24.231289,52606,20.26621,20.16576,19.95232,20.05001,20.15091,0.10045,0.21344,-0.09769,-0.1009,-0.1153
17899,8788-57360-0495 ,57360,14.169761,-0.24366324,8.38125129,1.187,0.352513957,-22.214499,57360,23.12671,22.94442,22.44456,22.28558,22.00192,0.18229,0.49986,0.15898,0.28366,-1.12479
24920,4201-55443-0474 ,55443,333.87009,-0.38908017,8.181466069,2.673,0.250779039,-25.137794,55443,21.57052,20.81651,20.67883,20.81366,20.66098,0.75401,0.13768,-0.13483,0.15268,-0.90954
23432,4216-55477-0661 ,55477,359.81124,0.88976472,8.377784844,2.621,0.183765697,-25.43697,55477,21.72052,21.02839,20.92954,20.95988,20.82475,0.69213,0.09885,-0.03034,0.13513,-0.89577
10175,7837-56987-0586 ,56987,29.980193,1.1194495,9.306601127,1.1065161,0.095443432,-23.519905,56987,21.62506,21.49212,21.09774,21.09377,20.93007,0.13294,0.39438,0.00397,0.1637,-0.69499
6868,4242-55476-0236 ,55476,44.025961,-0.19829725,8.842449215,2.313,0.058111588,-25.298641,55476,21.28172,20.66183,20.66273,20.79028,20.50737,0.61989,-0.0009,-0.12755,0.28291,-0.77435
11339,7847-57012-0770 ,57012,23.783778,0.50150199,8.344048349,1.4746931,0.430902452,-23.99576,57012,22.06766,21.77737,21.24567,20.92929,20.8117,0.29029,0.5317,0.31638,0.11759,-1.25596
9952,7862-56984-0547 ,56984,0.58197252,0.99651306,7.84006697,1.9431534,0.220084256,-23.56138,56984,22.43564,22.19397,22.32466,21.99007,21.72509,0.24167,-0.13069,0.33459,0.26498,-0.71055
7722,4227-55481-0320 ,55481,18.460742,0.022671484,9.257490631,2.243,0.109272957,-26.176405,55481,20.41818,19.97647,19.94798,19.91089,19.66201,0.44171,0.02849,0.03709,0.24888,-0.75617
22801,0676-52178-0126 ,52178,343.19572,-1.0033289,8.439764794,0.431,0.063013183,-22.588367,52178,19.89164,19.55874,19.46708,19.3223,19.09239,0.3329,0.09166,0.14478,0.22991,-0.79925
17593,8793-57391-0337 ,57391,26.23813,-0.66408147,8.861082033,0.988,0.610806979,-22.339573,57391,22.78574,22.37906,21.99549,21.86782,21.56028,0.40668,0.38357,0.12767,0.30754,-1.22546
22399,1103-52873-0009 ,52873,336.44723,-0.71102604,8.173154916,0.9216,0.294747314,-23.823202,52873,20.36832,20.21206,20.07738,20.1381,20.0026,0.15626,0.13468,-0.06072,0.1355,-0.36572
11476,7834-56979-0966 ,56979,33.747952,0.15321582,8.616953368,1.6251401,0.095140764,-24.068678,56979,21.46813,21.28544,21.26249,20.99997,21.18258,0.18269,0.02295,0.26252,-0.18261,-0.28555
4508,7874-57279-0147 ,57279,17.2524,-0.33131316,8.677462902,1.7917302,0.318462769,-23.949718,57279,21.99953,21.61783,21.6359,21.3686,21.4778,0.3817,-0.01807,0.2673,-0.1092,-0.52173
27000,1104-52912-0060 ,52912,334.22637,-0.81436449,9.475065526,2.1612,0.074459681,-27.467285,58013,19.0492,18.60037,18.40629,18.34908,18.16264,0.44883,0.19408,0.05721,0.18644,-0.88656
19213,0713-52178-0228 ,52178,52.87992,-0.035523565,8.696523554,1.7707,0.292253241,-25.944038,52178,19.89068,19.48003,19.49698,19.28784,19.27905,0.41065,-0.01695,0.20914,0.00879,-0.61163
2529,7843-56902-0882 ,56902,26.44066,0.48812516,8.800963396,1.8219709,0.573391916,-23.938648,56902,21.88885,21.73179,21.71442,21.41815,21.45503,0.15706,0.01737,0.29627,-0.03688,-0.43382
6880,4236-55479-0370 ,55479,33.363234,-1.0541317,8.269959758,0.871,0.102835477,-23.440386,55479,20.76573,20.57555,20.49507,20.52625,20.29652,0.19018,0.08048,-0.03118,0.22973,-0.46921
22883,4214-55451-0722 ,55451,356.59885,0.71694845,8.85699703,2.858,0.041157758,-27.583342,57684,20.22443,18.92523,18.9667,18.94293,18.90599,1.2992,-0.04147,0.02377,0.03694,-1.31844
123,4217-55478-0166 ,55478,2.0850507,-0.96533135,8.48642758,2.986,0.116828962,-25.819473,55478,22.40334,21.05846,20.8962,20.89081,20.94339,1.34488,0.16226,0.00539,-0.05258,-1.45995
22998,5142-55825-0342 ,55825,319.88914,0.74046288,8.647651406,1.147,0.269076483,-23.137608,55825,21.48328,21.40207,21.24457,21.31539,21.16174,0.08121,0.1575,-0.07082,0.15365,-0.32154
24977,4204-55470-0094 ,55470,340.89516,-0.44290746,8.660581385,1.583,0.055607524,-24.438179,55470,21.15511,20.805,20.75332,20.50631,20.53127,0.35011,0.05168,0.24701,-0.02496,-0.62384
7294,7836-57278-0202 ,57278,29.805777,0.54135487,8.096056847,1.113695,0.184550465,-24.349539,57278,20.94302,20.55213,20.14026,20.01353,20.06127,0.39089,0.41187,0.12673,-0.04774,-0.88175
9672,4242-55476-0148 ,55476,44.346783,-0.25033805,8.765664347,2.464,0.078697494,-25.349012,55476,21.35421,20.84776,20.84168,20.90411,20.58024,0.50645,0.00608,-0.06243,0.32387,-0.77397
22080,4192-55469-0662 ,55469,319.35294,1.2366158,8.210136158,2.238,0.035015101,-25.111851,55469,21.12146,20.6772,20.77847,20.67704,20.47397,0.44426,-0.10127,0.10143,0.20307,-0.64749
3641,3587-55182-0721 ,55182,8.8553859,0.66742508,8.509804977,4.75,0.044068266,-27.954041,55182,25.98264,23.73893,21.41808,19.67524,19.74471,2.24371,2.32085,1.74284,-0.06947,-6.23793
6827,7870-57016-0175 ,57016,11.78747,-0.75891049,8.554957379,1.0265836,0.258204518,-23.158567,57016,21.42326,21.31987,21.04833,21.07942,20.91941,0.10339,0.27154,-0.03109,0.16001,-0.50385
5196,6781-56274-0600 ,56274,38.308128,0.79944552,8.435955472,1.205,0.14462008,-23.891733,56274,22.29153,21.72982,20.94707,20.81102,20.8085,0.56171,0.78275,0.13605,0.00252,-1.48303
23242,7848-56959-0133 ,56959,359.79486,-0.40782267,8.495350206,2.191,0.126250698,-24.543158,56959,22.32986,21.84175,21.74919,21.6576,21.71516,0.48811,0.09256,0.09159,-0.05756,-0.6147
4628,0688-52203-0236 ,52203,5.2494271,-0.71842869,8.915827265,1.0851,0.196644519,-24.658415,52203,20.11521,20.08356,19.7634,19.8325,19.87882,0.03165,0.32016,-0.0691,-0.04632,-0.23639
12291,4220-55447-0907 ,55447,7.486057,1.093671,7.568103975,0.373,0.094472852,-21.683691,55447,20.71499,20.58331,20.33136,20.07595,19.69517,0.13168,0.25195,0.25541,0.38078,-1.01982
4015,7840-57003-0030 ,57003,29.614194,-0.50082734,9.190614057,1.462639,0.059447194,-23.994488,57003,21.42409,21.3139,21.03745,20.87028,21.0007,0.11019,0.27645,0.16717,-0.13042,-0.42339
15064,7870-57016-0344 ,57016,11.246923,-0.62061423,8.209854101,2.356,0.252891568,-25.219755,57016,21.96504,21.18095,21.1197,21.02919,20.62622,0.78409,0.06125,0.09051,0.40297,-1.33882
20557,7852-56987-0445 ,56987,359.56325,1.0714589,8.398328862,0.8425707,0.129052327,-23.263657,57682,21.23837,20.97168,20.80004,20.60808,20.29255,0.26669,0.17164,0.19196,0.31553,-0.94582
27672,0382-51816-0498 ,51816,349.21558,0.38745632,9.140797975,1.7904,0.036990992,-26.541525,57692,18.90914,18.88463,18.94291,18.76042,18.753,0.02451,-0.05828,0.18249,0.00742,-0.15614
19020,0712-52199-0122 ,52199,50.998216,-1.1990835,8.464993785,0.9609,0.125354471,-24.130568,52199,19.8639,19.78245,19.57224,19.64935,19.56742,0.08145,0.21021,-0.07711,0.08193,-0.29648
22862,4210-55444-0760 ,55444,349.8766,0.72526401,8.746114207,0.967,0.021611828,-26.586601,55444,18.67048,18.11445,17.62087,17.54538,17.40854,0.55603,0.49358,0.07549,0.13684,-1.26194
10504,6782-56572-0702 ,56572,40.712833,0.60613292,9.040443347,2.016223,0.04880033,-25.327854,56273,20.61981,20.50894,20.49762,20.42155,20.22304,0.11087,0.01132,0.07607,0.19851,-0.39677
16430,6780-56605-0125 ,56605,37.67906,-1.219868,7.030766029,2.151,0.728015099,-24.237627,56605,22.27743,22.20594,22.24019,21.93696,21.46822,0.07149,-0.03425,0.30323,0.46874,-0.80921
21421,5146-55831-0382 ,55831,326.75746,0.27870592,9.062166135,1.889,0.106713929,-25.720568,55831,19.91595,19.87355,19.87371,19.67998,19.6531,0.0424,-0.00016,0.19373,0.02688,-0.26285
26482,1092-52639-0514 ,52639,357.8342,0.34712342,8.488120868,1.7524,0.500258596,-25.69496,57684,19.63934,19.50802,19.54597,19.37555,19.3597,0.13132,-0.03795,0.17042,0.01585,-0.27964
9988,7847-57012-0275 ,57012,23.70362,0.055461508,8.460644513,1.5046883,0.234169455,-24.083195,57012,21.33253,21.23517,21.22587,21.05049,21.00736,0.09736,0.0093,0.17538,0.04313,-0.32517
12127,7866-57002-0308 ,57002,6.6053504,-0.068405722,7.960302244,2.0170844,0.137154348,-24.233507,57002,21.82714,21.87785,21.80017,21.76115,21.60401,-0.05071,0.07768,0.03902,0.15714,-0.22313
19764,5141-55746-0395 ,55746,317.81376,1.0822391,8.301792072,0.857,0.053080968,-23.106361,55746,20.58659,20.43078,20.33288,20.46671,20.30564,0.15581,0.0979,-0.13383,0.16107,-0.28095
17108,6780-56605-0497 ,56605,36.019824,-0.195883,8.638441943,1.045,0.118496078,-23.882938,56605,20.8857,20.70982,20.45026,20.50774,20.43122,0.17588,0.25956,-0.05748,0.07652,-0.45448
11753,7843-56902-0528 ,56902,24.867175,0.47975405,8.824639252,1.9403932,0.171954376,-25.054749,56902,21.11992,20.86335,20.69454,20.45903,20.33601,0.25657,0.16881,0.23551,0.12302,-0.78391
24701,4203-55447-0508 ,55447,336.84295,0.25619659,9.143990467,2.554,0.127051811,-25.61623,55447,21.53241,20.87168,20.82859,20.86751,20.69884,0.66073,0.04309,-0.03892,0.16867,-0.83357
19302,0415-51810-0163 ,51810,53.487181,-0.52305543,9.028164803,1.8658,0.048270537,-26.802879,51810,18.41687,18.51838,18.59361,18.41352,18.4396,-0.10151,-0.07523,0.18009,-0.02608,0.02273
4800,8790-57363-0072 ,57363,21.345356,-0.08306965,9.13577627,1.0752155,0.049052773,-23.416571,57363,21.3901,21.26188,20.88592,20.96828,20.77999,0.12822,0.37596,-0.08236,0.18829,-0.61011
25027,0982-52466-0136 ,52466,312.0841,-0.18924463,8.569047552,1.0789,0.054382639,-25.864616,52466,18.43691,18.37317,18.19683,18.23293,18.27075,0.06374,0.17634,-0.0361,-0.03782,-0.16616
4066,7837-56987-0296 ,56987,30.650301,-0.85871871,8.82300033,1.4236488,0.275236376,-23.81455,56987,21.08748,21.00602,20.86194,20.73536,20.58156,0.08146,0.14408,0.12658,0.1538,-0.50592
9725,0708-52175-0075 ,52175,44.354513,0.020646969,8.629682257,1.2465,0.182024238,-24.473726,52175,20.72878,20.76996,20.21143,20.34662,20.41233,-0.04118,0.55853,-0.13519,-0.06571,-0.31645
5314,8789-57358-0877 ,57358,18.323044,0.76527238,8.151486793,1.607,0.316154178,-23.690742,57358,23.18301,22.60988,22.04795,21.53414,21.32885,0.57313,0.56193,0.51381,0.20529,-1.85416
16606,7876-57002-0495 ,57002,17.931831,-0.35632525,9.096004862,1.122,0.312627778,-22.611544,57002,22.28277,22.11383,21.7386,21.75479,21.61056,0.16894,0.37523,-0.01619,0.14423,-0.67221
18772,1515-52932-0419 ,52932,49.261437,1.227607,9.512092554,2.245,0.193371553,-25.526081,52932,20.82659,20.44211,20.38857,20.42829,20.29219,0.38448,0.05354,-0.03972,0.1361,-0.5344
24705,0682-52525-0612 ,52525,355.39321,0.67525099,8.693034148,1.9395,0.33707299,-25.432024,52525,20.48475,20.45303,20.45126,20.29419,20.1947,0.03172,0.00177,0.15707,0.09949,-0.29005
6963,7850-56956-0766 ,56956,0.42467454,-1.2276842,8.35156661,1.9842849,0.024829705,-25.407274,56956,20.51593,20.44426,20.59381,20.30571,20.19806,0.07167,-0.14955,0.2881,0.10765,-0.31787
