my_ID,ID,MJD,ra,dec,Mass,z,ERR,M_i,spec_mjd,ra.1,dec.1,u_band,g_band,r_band,i_band,z_band,ug,gr,ri,iz,zu
25470,4208-55476-0708 ,55476,346.37235,1.1135429,8.327405507,0.964,0.132934216,-21.007778,55476,346.3723,1.113542,21.57395,21.03491,21.377,21.21653,21.49616,0.53904,-0.34209,0.16047,-0.27963,-0.07779
7532,1078-52643-0473 ,52643,23.580333,0.14039641,8.599724023,1.1147,0.142516445,-24.561819,52643,23.58034,0.140406,20.15678,20.00126,19.75646,19.83748,19.92038,0.15552,0.2448,-0.08102,-0.0829,-0.2364
4781,0687-52518-0619 ,52518,5.2559636,0.78364438,8.881637993,1.9805,0.171217197,-26.093901,52518,5.255951,0.783638,20.18912,20.06303,19.9709,19.80023,19.6719,0.12609,0.09213,0.17067,0.12833,-0.51722
4744,4224-55481-0742 ,55481,13.576712,1.224778,8.666376383,2.02,0.067697529,-25.194628,55481,13.57673,1.224749,20.36331,20.21684,20.24499,20.1764,20.01763,0.14647,-0.02815,0.06859,0.15877,-0.34568
27191,4197-55479-0280 ,55479,327.97341,-0.15825409,8.638020886,2.587,0.129372505,-25.579647,55479,327.9734,-0.1582487,21.06516,20.5079,20.43817,20.41378,20.25536,0.55726,0.06973,0.02439,0.15842,-0.8098
5962,0689-52262-0102 ,52262,8.0612733,-0.56648756,9.193114492,0.9973,0.060585759,-24.52162,52262,8.061283,-0.566484,20.247,20.02727,19.73235,19.77895,19.56549,0.21973,0.29492,-0.0466,0.21346,-0.68151
25088,4214-55451-0510 ,55451,355.44695,0.26443847,8.578013837,3.958,0.176430928,-27.382853,55451,355.447,0.2644373,25.71815,21.73698,19.96394,20.02776,19.98226,3.98117,1.77304,-0.06382,0.0455,-5.73589
15164,7866-57002-0919 ,57002,7.6058802,0.83630626,9.262476829,2.48,0.047330108,-25.31813,57002,7.60588,0.8363049,21.69558,20.94681,20.81571,20.91252,20.62254,0.74877,0.1311,-0.09681,0.28998,-1.07304
19122,0712-52199-0591 ,52199,51.99798,0.28698921,9.193938075,2.0619,0.16377454,-26.278728,52199,51.99797,0.286984,19.24799,19.41391,19.48606,19.33003,19.12287,-0.16592,-0.07215,0.15603,0.20716,-0.12512
5916,6370-56238-0986 ,56238,38.374947,0.75148972,8.743432808,1.487,0.063081076,-24.453157,56238,38.37495,0.7514984,21.02234,20.9188,20.81922,20.66911,20.71468,0.10354,0.09958,0.15011,-0.04557,-0.30766
16971,0697-52226-0328 ,52226,22.04557,0.93172864,8.649451624,0.8152,0.1351254,-25.808439,58103,22.04561,0.9317396,18.41212,17.8339,17.83143,17.79676,17.64193,0.57822,0.00247,0.03467,0.15483,-0.77019
7209,0691-52199-0552 ,52199,11.803092,0.097061754,8.834788068,1.6826,0.156401968,-25.690855,52199,11.80308,0.097075,20.08211,19.93456,19.90412,19.65812,19.59611,0.14755,0.03044,0.246,0.06201,-0.486
10983,8790-57363-0118 ,57363,20.624972,-0.61465401,8.794056058,1.0996695,0.029594873,-24.447506,57363,20.62495,-0.6146602,20.03298,19.94896,19.71897,19.78605,19.91226,0.08402,0.22999,-0.06708,-0.12621,-0.12072
17855,4238-55455-0476 ,55455,36.097797,-0.2673831,9.017924953,2.781,0.233004791,-25.273796,55478,36.0978,-0.2673842,22.16043,21.39124,21.24299,21.24481,21.383,0.76919,0.14825,-0.00182,-0.13819,-0.77743
13779,8793-57391-0633 ,57391,26.027448,0.88905015,8.256299183,1.4372522,0.178709156,-23.183167,57391,26.02747,0.8890509,22.59144,22.82263,22.3467,22.11655,22.27109,-0.23119,0.47593,0.23015,-0.15454,-0.32035
13028,8790-57363-0905 ,57363,20.747383,1.033181,8.730350296,1.3241606,0.047515384,-24.273605,57363,20.74737,1.033152,20.66671,20.92017,20.42185,20.50315,20.48725,-0.25346,0.49832,-0.0813,0.0159,-0.17946
3120,6780-56577-0387 ,56577,36.471595,-0.310238,8.689341423,1.82,0.298213267,-24.648329,56577,36.47159,-0.3102256,20.91961,20.80272,20.90477,20.7024,20.74524,0.11689,-0.10205,0.20237,-0.04284,-0.17437
4541,4217-55478-0420 ,55478,1.3025925,-0.06741003,8.094960745,2.54,0.281578692,-24.705246,55478,1.302595,-0.0674094,22.48655,21.87187,21.57244,21.64977,21.48149,0.61468,0.29943,-0.07733,0.16828,-1.00506
22347,4197-55479-0090 ,55479,328.82345,-0.7446482,9.039429196,3.802,0.185042802,-26.226488,55479,328.8235,-0.7446476,24.93035,22.04383,21.08165,20.91216,20.72997,2.88652,0.96218,0.16949,0.18219,-4.20038
7757,4224-55481-0236 ,55481,13.720234,-0.22905,8.906525423,3.752,0.072459671,-27.374231,55481,13.72023,-0.2290491,24.78634,20.98138,19.8805,19.86517,19.87821,3.80496,1.10088,0.01533,-0.01304,-4.90813
21752,5144-55829-0324 ,55829,323.53858,0.44743174,8.025089482,0.921,0.115860116,-23.806639,55829,323.5386,0.447433,22.0764,21.02074,20.56186,20.41252,20.10324,1.05566,0.45888,0.14934,0.30928,-1.97316
22723,7848-56959-0542 ,56959,358.26817,1.137348,8.54614212,1.6735399,0.10954795,-24.316944,56959,358.2682,1.137348,21.15149,20.99761,21.03525,20.7923,20.71431,0.15388,-0.03764,0.24295,0.07799,-0.43718
1366,7845-56980-0828 ,56980,25.348728,-0.81637281,8.652680617,1.738895,0.166796098,-24.705305,56980,25.34873,-0.8163728,21.39208,21.12276,20.91539,20.68344,20.72302,0.26932,0.20737,0.23195,-0.03958,-0.66906
16830,8793-57391-0154 ,57391,27.264236,-0.16968,8.434481636,0.5253543,0.078505069,-23.471468,57391,27.26423,-0.1696725,20.48942,19.79147,19.49125,19.25289,19.1219,0.69795,0.30022,0.23836,0.13099,-1.36752
23755,1117-52885-0267 ,52885,309.35991,-0.34647331,8.476721299,1.5324,0.209605226,-24.949997,52885,309.3599,-0.346469,19.93551,19.8124,19.82772,19.67327,19.79128,0.12311,-0.01532,0.15445,-0.11801,-0.14423
24501,4204-55470-0924 ,55470,340.83419,0.48737551,8.40772145,3.23,0.297873721,-26.512098,55470,340.8342,0.4873714,22.39359,20.70586,20.38633,20.30953,20.36344,1.68773,0.31953,0.0768,-0.05391,-2.03015
19411,0416-51811-0270 ,51811,54.574382,-0.25307371,9.292707372,2.0779,0.025360557,-27.156597,51811,54.57441,-0.253084,18.7786,18.71086,18.61102,18.52971,18.23333,0.06774,0.09984,0.08131,0.29638,-0.54527
5486,7828-57039-0940 ,57039,38.335425,0.051833228,8.928478788,1.796,0.212039023,-24.391705,57039,38.33545,0.05182471,22.65528,22.2349,21.78526,21.02259,20.91851,0.42038,0.44964,0.76267,0.10408,-1.73677
24833,4214-55451-0490 ,55451,355.41432,-0.47077002,9.310201723,2.123,0.022975386,-25.892746,55451,355.4143,-0.4707903,20.60497,20.45537,20.32252,20.05558,19.72851,0.1496,0.13285,0.26694,0.32707,-0.87646
22391,0381-51811-0462 ,51811,347.22034,0.034697799,9.022224252,2.1451,0.081152072,-26.030287,51811,347.2204,0.034731,20.35013,20.15894,20.04734,20.02084,19.86746,0.19119,0.1116,0.0265,0.15338,-0.48267
17692,7818-56989-0884 ,56989,22.084719,0.58596879,9.563152626,1.843,0.227841549,-24.412724,56989,22.08474,0.5859507,23.16662,22.3453,21.71545,21.11792,20.89505,0.82132,0.62985,0.59753,0.22287,-2.27157
10942,0697-52226-0621 ,52226,23.759519,0.44889989,8.836512151,1.4174,0.057416199,-25.575388,52226,23.75951,0.448915,19.48509,19.36925,19.30558,19.2849,19.39414,0.11584,0.06367,0.02068,-0.10924,-0.09095
27042,0985-52431-0237 ,52431,316.34918,-0.090195234,9.470690257,1.9302,0.110559964,-26.582542,52431,316.3492,-0.090189,19.13925,19.09466,18.98403,18.81137,18.74399,0.04459,0.11063,0.17266,0.06738,-0.39526
18260,6780-56577-0092 ,56577,37.812251,-1.167217,8.730915365,1.275,0.090492616,-25.403614,56605,37.81225,-1.167227,20.24616,20.03117,19.49284,19.32388,19.2643,0.21499,0.53833,0.16896,0.05958,-0.98186
13560,4241-55450-0471 ,55450,41.023988,-0.21291686,8.922075738,1.008,0.04052704,-24.139694,55450,41.02399,-0.2129175,20.62537,20.24252,19.91574,20.02125,19.94943,0.38285,0.32678,-0.10551,0.07182,-0.67594
24787,5147-55854-0194 ,55854,329.33569,1.0407347,8.20133854,1.169,0.165425666,-23.715548,55854,329.3357,1.04072,21.27178,21.20852,20.96772,20.93893,20.83348,0.06326,0.2408,0.02879,0.10545,-0.4383
16925,0692-52201-0471 ,52201,13.241619,0.46181872,8.942852897,1.3322,0.074046301,-25.668961,58097,13.2416,0.4618454,19.3506,19.40731,19.17451,19.18407,19.26064,-0.05671,0.2328,-0.00956,-0.07657,-0.08996
10499,3735-55209-0834 ,55209,16.580187,0.80647784,9.112062811,4.435,0.019407885,-29.003414,55214,16.58019,0.8064763,27.99574,21.23438,19.02193,18.70017,18.37628,6.76136,2.21245,0.32176,0.32389,-9.61946
24948,4205-55454-0106 ,55454,342.13868,-1.068664,8.996270891,2.373,0.180164997,-25.317316,55454,342.1387,-1.068665,21.87974,21.12096,21.01946,21.08823,20.84388,0.75878,0.1015,-0.06877,0.24435,-1.03586
4456,7872-57279-0221 ,57279,14.425951,-0.21729344,7.850150671,1.9478847,0.175800429,-23.688387,57279,14.42596,-0.2172951,22.38059,22.48261,22.5661,22.31541,22.22638,-0.10202,-0.08349,0.25069,0.08903,-0.15421
4956,7867-57003-0746 ,57003,8.0092831,-0.60412302,8.943405889,2.418,0.065042941,-24.988581,57003,8.009279,-0.6041237,21.62816,21.05577,21.1637,21.14678,20.80711,0.57239,-0.10793,0.01692,0.33967,-0.82105
7576,6782-56572-0619 ,56572,40.446903,0.86724659,8.675756408,1.491,0.16010044,-23.516685,56572,40.44693,0.8672408,22.11136,22.20154,21.75541,21.48756,21.25647,-0.09018,0.44613,0.26785,0.23109,-0.85489
572,4232-55447-0146 ,55447,27.405872,-0.57200294,7.919795242,2.957,0.093435583,-25.490929,55447,27.40587,-0.5720034,23.42469,21.47508,21.32112,21.36817,21.24006,1.94961,0.15396,-0.04705,0.12811,-2.18463
22382,5144-55829-0261 ,55829,323.84663,0.73944941,9.340660898,1.456,0.053657395,-24.473228,55829,323.8466,0.739444,20.32597,20.46812,20.16427,20.02097,20.08065,-0.14215,0.30385,0.1433,-0.05968,-0.24532
2950,6782-56273-0914 ,56273,41.715694,0.7926034,8.482011617,2.175,0.053527613,-26.038568,56273,41.71571,0.7926154,20.48843,20.18341,20.26387,20.04335,19.85736,0.30502,-0.08046,0.22052,0.18599,-0.63107
9376,7829-57011-0682 ,57011,38.689147,-1.2486893,8.479917629,0.5417124,0.254214374,-22.164961,57011,38.68915,-1.248689,21.87568,21.30765,21.02977,20.56691,20.41444,0.56803,0.27788,0.46286,0.15247,-1.46124
23218,4208-55476-0620 ,55476,346.04485,-0.00107979,8.43674101,0.85,0.056382146,-24.355335,55476,346.0449,-0.001081211,20.27623,19.70666,19.40125,19.38548,19.1796,0.56957,0.30541,0.01577,0.20588,-1.09663
13900,7874-57279-0561 ,57279,15.781172,0.62748366,8.160819273,2.0915718,0.074088109,-24.466335,57279,15.78117,0.6274837,21.47253,21.36562,21.44936,21.29844,21.12556,0.10691,-0.08374,0.15092,0.17288,-0.34697
13592,4230-55483-0204 ,55483,23.892587,-1.0950405,8.196158494,0.748,0.229738435,-22.972095,55483,23.89259,-1.095043,21.26903,20.88552,20.75784,20.60073,20.4014,0.38351,0.12768,0.15711,0.19933,-0.86763
6653,7858-57281-0172 ,57281,15.416916,0.99539773,7.303260898,2.493216,0.29682772,-25.325647,57281,15.41693,0.9953808,22.94893,21.70291,21.13705,20.96428,20.53093,1.24602,0.56586,0.17277,0.43335,-2.418
17112,7834-56979-0346 ,56979,32.633878,-0.72473919,8.725844611,3.0690274,0.236084999,-25.265871,56979,32.63388,-0.7247344,23.49993,22.03298,21.66436,21.61912,21.879,1.46695,0.36862,0.04524,-0.25988,-1.62093
28087,4212-55447-0018 ,55447,354.61548,-0.366782,8.75582987,1.261,0.033184346,-24.857313,55447,354.6155,-0.3667927,19.89769,19.87788,19.63505,19.7717,19.83589,0.01981,0.24283,-0.13665,-0.06419,-0.0618
2058,8791-57373-0078 ,57373,23.290775,-0.018818157,7.585136984,0.3938353,0.167602642,-21.459656,57373,23.29078,-0.01881818,21.45018,21.18009,20.77169,20.49079,20.20184,0.27009,0.4084,0.2809,0.28895,-1.24834
8173,7831-57016-0226 ,57016,35.239298,-0.46855933,9.35898168,1.0973461,0.181097576,-23.15769,57016,35.2393,-0.4685593,21.812,21.59773,21.13769,21.29665,21.25425,0.21427,0.46004,-0.15896,0.0424,-0.55775
10448,6780-56605-0755 ,56605,37.175151,0.76007971,8.464370051,1.67,0.105961693,-25.460703,56605,37.17517,0.7600682,20.55615,20.46705,20.2584,19.96241,20.01835,0.0891,0.20865,0.29599,-0.05594,-0.5378
21912,4196-55478-0849 ,55478,326.88957,0.56857328,9.061340278,2.3,0.140514134,-25.19898,55478,326.8896,0.568578,22.74332,21.44955,21.48994,21.35363,20.991,1.29377,-0.04039,0.13631,0.36263,-1.75232
27747,4203-55447-0936 ,55447,338.8142,0.088816212,8.947340686,2.731,0.042302182,-27.073177,55447,338.8142,0.08880878,20.12422,19.39141,19.29334,19.28471,19.21025,0.73281,0.09807,0.00863,0.07446,-0.91397
17999,7876-57002-0062 ,57002,19.977289,-0.40846006,8.778237851,1.8724065,0.271078815,-24.416157,57002,19.97729,-0.4084601,21.72166,21.60593,21.49167,21.07966,20.96935,0.11573,0.11426,0.41201,0.11031,-0.75231
17432,4231-55444-0706 ,55444,25.18738,0.91054129,8.688661755,2.551,0.251599164,-24.976013,55444,25.18738,0.9105412,22.27044,21.67802,21.54907,21.56507,21.37624,0.59242,0.12895,-0.016,0.18883,-0.8942
28348,4210-55444-0895 ,55444,350.75736,0.25280821,9.335404429,3.603,0.11933409,-26.693565,55444,350.7574,0.2528077,25.09054,21.58112,20.60771,20.46241,20.29617,3.50942,0.97341,0.1453,0.16624,-4.79437
28152,4198-55480-0826 ,55480,329.95799,0.86297502,8.52585786,2.972,0.104698818,-26.292088,55480,329.958,0.8629768,21.72088,20.27397,20.19126,20.19916,20.05864,1.44691,0.08271,-0.0079,0.14052,-1.66224
15220,0411-51817-0188 ,51817,45.674986,-0.67894648,8.295703411,0.742,0.085569861,-24.507427,51817,45.67498,-0.678955,18.80153,18.63517,18.6927,18.86929,18.84931,0.16636,-0.05753,-0.17659,0.01998,0.04778
27407,4194-55450-0544 ,55450,322.02743,0.59132561,9.10547473,2.251,0.110111304,-25.654114,55450,322.0274,0.5913217,21.20495,20.63144,20.62266,20.42217,20.18749,0.57351,0.00878,0.20049,0.23468,-1.01746
24666,5145-55835-0396 ,55835,324.94601,0.5290961,8.839018747,1.133,0.243490161,-23.862455,55835,324.946,0.5291016,22.21847,21.57477,20.89351,20.57716,20.36189,0.6437,0.68126,0.31635,0.21527,-1.85658
8747,7336-56656-0457 ,56656,38.636139,-0.70518401,7.92533171,2.098,0.222293191,-23.193497,56656,38.63618,-0.7051734,23.29483,22.97433,22.91265,23.07276,22.88588,0.3205,0.06168,-0.16011,0.18688,-0.40895
20813,4201-55443-0988 ,55443,336.12959,0.40575732,7.821147403,2.299,0.087667687,-24.565281,55443,336.1296,0.4057513,21.95196,21.52925,21.64539,21.6752,21.34632,0.42271,-0.11614,-0.02981,0.32888,-0.60564
10109,6781-56274-0706 ,56274,38.766562,1.1642555,8.577385567,1.269,0.277917424,-23.794733,56274,38.76657,1.164264,21.20732,21.35292,21.00895,20.92772,20.89025,-0.1456,0.34397,0.08123,0.03747,-0.31707
19848,0378-52146-0312 ,52146,340.09688,-0.59878116,9.117112102,1.1669,0.099009936,-25.67297,58043,340.0969,-0.5987958,18.98017,19.05199,18.78614,18.82572,19.03119,-0.07182,0.26585,-0.03958,-0.20547,0.05102
3488,4220-55447-0192 ,55447,7.079472,-0.76960099,8.958561577,1.705,0.087404443,-25.194971,55447,7.079476,-0.7696213,20.26442,20.18995,20.24715,20.05836,20.12368,0.07447,-0.0572,0.18879,-0.06532,-0.14074
24200,4207-55475-0304 ,55475,344.84505,-0.55547901,9.270152551,2.627,0.200848045,-26.679255,55475,344.845,-0.5554946,21.43605,20.25658,19.85079,19.77283,19.67527,1.17947,0.40579,0.07796,0.09756,-1.76078
18323,4222-55444-0980 ,55444,11.403158,0.24488042,8.938682054,2.748,0.090711237,-26.294609,55444,11.40316,0.2448804,21.83793,20.76615,20.54578,20.42009,20.41053,1.07178,0.22037,0.12569,0.00956,-1.4274
3452,4241-55450-0360 ,55450,41.74703,-0.28586416,7.485995858,2.445,0.056662213,-25.21339,55450,41.74703,-0.2858649,22.57992,21.59475,21.24812,21.02934,20.59522,0.98517,0.34663,0.21878,0.43412,-1.9847
14091,7869-57012-0755 ,57012,10.285897,-1.1334329,8.9739128,2.105,0.061288661,-25.275707,57012,10.28591,-1.133435,21.21594,20.77281,20.71725,20.61103,20.33938,0.44313,0.05556,0.10622,0.27165,-0.87656
24961,4192-55469-0970 ,55469,320.82167,0.48680217,8.571064294,0.795,0.14413979,-23.805895,55469,320.8217,0.4867995,20.24814,19.83928,19.69774,19.70746,19.54836,0.40886,0.14154,-0.00972,0.1591,-0.69978
11561,0394-51913-0184 ,51913,12.969809,-0.41765028,8.927157703,1.2731,0.051743274,-25.998652,58049,12.96979,-0.4176254,19.13272,19.11158,18.84719,18.86598,18.97675,0.02114,0.26439,-0.01879,-0.11077,-0.15597
22756,0989-52468-0152 ,52468,324.02732,-0.32811909,8.509546341,1.1996,0.11313567,-25.956121,57693,324.0273,-0.3281102,19.21067,18.79755,18.4145,18.47495,18.56583,0.41312,0.38305,-0.06045,-0.09088,-0.64484
2798,0702-52178-0380 ,52178,31.658356,0.78005618,7.629382471,0.4865,0.100010556,-22.588402,52178,31.65831,0.780095,20.38001,20.13795,20.15669,19.93056,19.74357,0.24206,-0.01874,0.22613,0.18699,-0.63644
10082,7847-57012-0745 ,57012,23.706753,1.2493738,8.288977109,1.6517365,0.091393965,-24.014807,57012,23.70675,1.249374,21.67102,21.43472,21.51278,21.43168,21.31971,0.2363,-0.07806,0.0811,0.11197,-0.35131
25953,1107-52968-0190 ,52968,327.73138,-0.29431709,8.437806687,1.5408,0.099267559,-25.217007,52968,327.7313,-0.29429,20.76561,20.19319,19.81545,19.48055,19.43111,0.57242,0.37774,0.3349,0.04944,-1.3345
9306,7834-56979-0908 ,56979,33.552223,0.54802984,8.720475294,0.986173,0.054233658,-23.442175,56979,33.55222,0.5480298,21.22527,21.04379,20.72601,20.69205,20.54586,0.18148,0.31778,0.03396,0.14619,-0.67941
11849,7843-56902-0762 ,56902,25.923558,0.3830008,7.83572951,2.1162815,0.17983863,-24.082884,56902,25.92356,0.3829825,22.51201,22.16966,22.00388,21.82735,21.44401,0.34235,0.16578,0.17653,0.38334,-1.068
22073,0681-52199-0061 ,52199,353.68852,-0.37735444,8.877155798,1.5454,0.07517837,-24.780516,57724,353.6885,-0.3773383,20.39729,20.22633,20.10413,19.8508,19.98384,0.17096,0.1222,0.25333,-0.13304,-0.41345
15770,7876-57002-0883 ,57002,19.869661,0.42245315,7.818546883,0.9237328,0.231448714,-22.65284,57002,19.86966,0.4224531,21.9957,21.95007,21.70655,21.45042,21.1079,0.04563,0.24352,0.25613,0.34252,-0.8878
18764,7837-56987-0134 ,56987,31.498462,-1.0675139,9.108433866,1.7400036,0.163192106,-24.918997,56987,31.49846,-1.067514,20.85911,20.7741,20.79211,20.50894,20.4545,0.08501,-0.01801,0.28317,0.05444,-0.40461
21484,4209-55478-0264 ,55478,348.327,-0.63547798,8.402933217,0.744,0.268884025,-23.1709,57712,348.327,-0.6354948,20.57394,20.22735,20.2698,20.26039,19.93256,0.34659,-0.04245,0.00941,0.32783,-0.64138
8520,4233-55449-0946 ,55449,29.879269,0.91379228,8.480652799,2.45,0.094315209,-25.602566,55478,29.87927,0.9137948,21.5355,20.78016,20.81764,20.71223,20.4006,0.75534,-0.03748,0.10541,0.31163,-1.1349
3416,7820-56984-0628 ,56984,43.636964,0.86698224,8.123402955,2.766,0.073207008,-25.840958,56984,43.63696,0.8669811,21.91886,20.34944,20.23484,20.32329,20.10817,1.56942,0.1146,-0.08845,0.21512,-1.81069
27729,0380-51792-0151 ,51792,345.36191,-0.092553485,8.950431535,1.8423,0.182814623,-25.534597,51792,345.3619,-0.092576,20.15858,20.29491,20.35129,19.99455,20.02186,-0.13633,-0.05638,0.35674,-0.02731,-0.13672
27008,0988-52520-0252 ,52520,321.80514,-0.1493904,8.791923456,0.8409,0.083309914,-24.871199,57663,321.8052,-0.1494019,19.16854,19.0549,19.0297,19.12843,19.10278,0.11364,0.0252,-0.09873,0.02565,-0.06576
19841,4196-55478-0756 ,55478,326.28478,0.98138404,7.367795591,2.75,0.110187604,-25.582649,55478,326.2848,0.9813825,22.15319,21.04576,20.93789,20.90028,20.82253,1.10743,0.10787,0.03761,0.07775,-1.33066
11147,7876-57002-0150 ,57002,19.651363,-0.38479057,8.473464925,0.9544212,0.051446778,-23.642658,57002,19.65136,-0.3847906,20.59177,20.50423,20.37672,20.48987,20.30893,0.08754,0.12751,-0.11315,0.18094,-0.28284
23265,4207-55475-0332 ,55475,344.71794,-0.876007,9.268703724,1.78,0.068531851,-25.200727,55475,344.718,-0.8760239,20.47075,20.04471,19.89185,19.59529,19.58456,0.42604,0.15286,0.29656,0.01073,-0.88619
16576,8793-57391-0161 ,57391,27.253229,-1.2280227,9.060736473,0.2299926,0.168667583,-21.520288,57391,27.25322,-1.228011,21.59175,20.324,19.35551,18.91355,18.62603,1.26775,0.96849,0.44196,0.28752,-2.96572
579,7820-56984-0558 ,56984,43.318607,1.133278,8.993490284,1.031351,0.047117772,-25.454342,56984,43.31861,1.133278,18.88715,18.67233,18.43522,18.47909,18.48315,0.21482,0.23711,-0.04387,-0.00406,-0.404
19496,1518-52937-0366 ,52937,55.097052,1.100759,8.84976756,2.5054,0.244482947,-25.942749,52937,55.09705,1.100734,20.7773,20.30241,21.27351,20.60992,20.18851,0.47489,-0.9711,0.66359,0.42141,-0.58879
28298,0683-52524-0073 ,52524,357.38724,-0.29677703,9.090638537,1.2987,0.089903649,-25.448133,52524,357.3873,-0.296804,19.45341,19.39153,19.22223,19.2691,19.40068,0.06188,0.1693,-0.04687,-0.13158,-0.05273
1774,7834-56979-0740 ,56979,32.91767,-0.21988953,8.323117984,1.434052,0.246017317,-23.698881,56979,32.91767,-0.2198895,21.82336,21.83957,21.51305,21.32317,21.13371,-0.01621,0.32652,0.18988,0.18946,-0.68965
7787,7863-56975-0882 ,56975,3.4807306,-1.2406189,8.494097593,1.9529003,0.070608442,-24.727404,56975,3.480731,-1.240619,21.22883,21.16591,21.16557,20.99766,20.97768,0.06292,0.00034,0.16791,0.01998,-0.25115
21599,0681-52199-0206 ,52199,352.34486,-1.024237,8.827018423,1.3894,0.04595992,-25.993668,52199,352.3448,-1.024225,19.295,19.25004,19.04034,18.98049,19.05211,0.04496,0.2097,0.05985,-0.07162,-0.24289
15846,0412-52258-0346 ,52258,46.245695,0.043252167,8.97301517,0.5637,0.126655509,-24.733486,52258,46.24571,0.043268,18.47378,18.17932,18.33302,18.21544,18.40164,0.29446,-0.1537,0.11758,-0.1862,-0.07214
11967,6782-56273-0722 ,56273,40.860836,0.3978028,8.120571295,1.717,0.299776969,-24.458675,56273,40.86086,0.3978143,21.32485,21.23146,21.30762,21.13668,21.15548,0.09339,-0.07616,0.17094,-0.0188,-0.16937
26198,1114-53179-0430 ,53179,314.27994,0.33468114,9.13276218,1.0058,0.06923665,-24.938843,53179,314.2799,0.334682,19.55153,19.42191,19.21921,19.34305,19.40425,0.12962,0.2027,-0.12384,-0.0612,-0.14728
15760,7840-57003-0733 ,57003,28.275688,0.25107183,8.506941382,1.432232,0.168537021,-23.556671,57003,28.27569,0.2510718,21.59414,21.43679,21.39375,21.30604,21.32076,0.15735,0.04304,0.08771,-0.01472,-0.27338
838,6781-56274-0939 ,56274,39.769744,0.3432775,8.357201597,0.542,0.036732922,-22.889439,56274,39.76975,0.3432779,20.29615,19.98128,20.03152,19.83424,19.60795,0.31487,-0.05024,0.19728,0.22629,-0.6882
7398,7875-56980-0848 ,56980,18.444817,-0.55095336,8.080864958,0.8801474,0.254210915,-23.017199,56980,18.44481,-0.5509542,21.10202,20.93354,20.8268,20.7975,20.44464,0.16848,0.10674,0.0293,0.35286,-0.65738
27520,4200-55499-0963 ,55499,334.35049,0.71397768,9.255833593,2.666,0.162275471,-25.536963,55499,334.3505,0.7139755,21.85431,21.05795,20.9226,20.85217,20.67881,0.79636,0.13535,0.07043,0.17336,-1.1755
3000,7818-56989-0682 ,56989,21.243154,0.6040683,9.027017123,2.328,0.168953081,-24.567757,56989,21.24315,0.604068,22.53695,21.90957,21.73298,21.64598,21.47093,0.62738,0.17659,0.087,0.17505,-1.06602
18496,1074-52937-0332 ,52937,30.396908,0.68665731,9.301727567,1.8883,0.296182031,-25.588823,52937,30.3969,0.686649,20.18482,20.12934,20.10507,19.8362,19.8155,0.05548,0.02427,0.26887,0.0207,-0.36932
20380,1106-52912-0538 ,52912,330.18075,0.85851361,9.15257773,0.7915,0.263422141,-24.015535,58035,330.1807,0.8584955,19.48824,19.09545,19.05933,19.24439,18.9796,0.39279,0.03612,-0.18506,0.26479,-0.50864
19010,0414-51901-0389 ,51901,50.911647,1.2150374,8.984012227,1.3278,0.098247595,-26.195856,51901,50.91164,1.215031,19.20809,18.90599,18.48786,18.36339,18.34532,0.3021,0.41813,0.12447,0.01807,-0.86277
24494,4284-55863-0242 ,55863,351.54511,0.92171,8.503276555,1.02,0.084832366,-24.151155,55863,351.5451,0.9216988,20.28858,20.15825,19.93752,19.98599,19.99206,0.13033,0.22073,-0.04847,-0.00607,-0.29652
27469,5145-55835-0147 ,55835,326.01702,0.95178139,8.988527563,2.191,0.106146145,-26.235952,55835,326.017,0.9517838,20.0773,19.75026,19.611,19.60705,19.43302,0.32704,0.13926,0.00395,0.17403,-0.64428
11108,7870-57016-0878 ,57016,11.98619,0.51757083,7.946059748,0.9484962,0.216061667,-22.25635,57016,11.98618,0.5175974,22.30494,22.02548,21.92747,21.69442,21.30397,0.27946,0.09801,0.23305,0.39045,-1.00097
8435,7843-56902-0929 ,56902,26.781273,0.56236278,8.762617607,1.451028,0.052923679,-23.916323,56902,26.78127,0.5623628,21.45627,21.40201,21.16893,21.06115,21.03369,0.05426,0.23308,0.10778,0.02746,-0.42258
3094,7866-57002-0593 ,57002,6.1375776,0.61762013,7.018070859,0.7929471,0.294567445,-22.370905,57002,6.137578,0.6176201,22.06062,21.85223,21.66602,21.48741,21.15665,0.20839,0.18621,0.17861,0.33076,-0.90397
25874,4207-55475-0764 ,55475,345.07489,0.51264683,9.186495482,2.494,0.060964939,-26.374397,55475,345.0749,0.5126491,20.6734,20.23144,20.07368,20.12132,19.9477,0.44196,0.15776,-0.04764,0.17362,-0.7257
27839,1035-52816-0294 ,52816,334.40652,-0.81519407,8.624801063,0.4953,0.082583511,-23.237858,52816,334.4065,-0.815206,19.79938,19.55886,19.54,19.32769,19.09409,0.24052,0.01886,0.21231,0.2336,-0.70529
15493,8789-57358-0761 ,57358,17.875261,0.54779635,8.610989872,0.9798217,0.090381941,-22.382635,57358,17.87524,0.547817,22.9345,22.32276,21.91113,21.7256,21.28922,0.61174,0.41163,0.18553,0.43638,-1.64528
18137,8791-57373-0282 ,57373,22.107155,-0.52405318,8.437638287,1.3184762,0.037754251,-24.245855,57373,22.10719,-0.5240924,20.86603,20.70924,20.40991,20.39094,20.45035,0.15679,0.29933,0.01897,-0.05941,-0.41568
