my_ID,ID,MJD,ra,dec,Mass,z,ERR,M_i,spec_mjd,ra.1,dec.1,u_band,g_band,r_band,i_band,z_band,ug,gr,ri,iz,zu
15681,0411-51817-0504 ,51817,46.155094,0.79142329,8.4135723,2.4322,0.038868614,-27.440746,51817,46.15508,0.791432,20.00299,19.04862,18.8462,18.67767,18.32903,0.95437,0.20242,0.16853,0.34864,-1.67396
18429,8793-57391-0515 ,57391,25.239414,0.181313,9.096055379,0.522468,0.168337718,-22.856882,58125,25.23943,0.1813173,20.73874,20.18587,20.31743,19.7965,19.59057,0.55287,-0.13156,0.52093,0.20593,-1.14817
15102,0397-51794-0495 ,51794,17.851787,0.44639149,8.76108922,1.0028,0.052389959,-25.920845,58104,17.85176,0.4464091,18.64946,18.56884,18.38384,18.39269,18.29646,0.08062,0.185,-0.00885,0.09623,-0.353
8123,3606-55182-0336 ,55182,27.845906,-1.0898313,8.43269865,2.802,0.283889686,-25.230265,55182,27.84591,-1.089834,22.38141,21.36419,21.26977,21.37374,21.20623,1.01722,0.09442,-0.10397,0.16751,-1.17518
24764,4193-55476-0587 ,55476,320.72032,1.1502354,8.446341945,0.943,0.049009185,-23.725386,55476,320.7203,1.15023,20.60692,20.15203,19.94101,19.89272,19.61652,0.45489,0.21102,0.04829,0.2762,-0.9904
18167,0413-51929-0312 ,51929,48.437686,-0.12226934,9.135721596,2.5189,0.153536509,-26.509985,51929,48.43767,-0.12228,20.58299,19.92863,19.84346,19.71235,19.30615,0.65436,0.08517,0.13111,0.4062,-1.27684
400,0410-51816-0257 ,51816,43.298762,-0.71160259,8.940063841,1.5378,0.232866287,-25.267319,51816,43.29877,-0.711612,20.00274,19.81074,19.72849,19.6248,19.68803,0.192,0.08225,0.10369,-0.06323,-0.31471
17827,7840-57003-0523 ,57003,27.319001,0.56678827,7.549610691,0.678,0.09320768,-22.718462,57003,27.319,0.5667633,21.95727,21.26575,20.62689,20.42697,19.53906,0.69152,0.63886,0.19992,0.88791,-2.41821
16498,7864-56979-0997 ,56979,5.8642129,0.08872937,8.72141957,1.2358077,0.068367834,-24.095373,56979,5.864213,0.08872937,20.57198,20.54445,20.32928,20.34961,20.39534,0.02753,0.21517,-0.02033,-0.04573,-0.17664
27046,5143-55828-0326 ,55828,321.81586,0.5252448,8.700100248,1.564,0.109558633,-24.568373,55828,321.8159,0.5252708,21.91332,21.32667,20.81185,20.30048,20.2416,0.58665,0.51482,0.51137,0.05888,-1.67172
8528,7865-56955-0744 ,56955,5.452024,-0.73103316,8.735359044,3.1335738,0.116402271,-25.250338,56955,5.452031,-0.7310387,24.1371,22.2327,22.0758,21.65593,21.55167,1.9044,0.1569,0.41987,0.10426,-2.58543
10131,7848-56959-0021 ,56959,0.59284477,0.032951381,8.477183958,2.4602644,0.075055052,-23.966957,56959,0.5928665,0.03294367,22.98907,22.14142,22.29458,22.30788,22.00285,0.84765,-0.15316,-0.0133,0.30503,-0.98622
19468,0714-52201-0480 ,52201,54.890645,0.25936518,8.719095253,1.3521,0.045570939,-24.992716,52201,54.89065,0.259373,19.93777,19.91907,19.6441,19.66125,19.78466,0.0187,0.27497,-0.01715,-0.12341,-0.15311
7505,0395-51783-0597 ,51783,15.462811,0.34138091,8.89525835,0.3221,0.119244771,-23.173786,58097,15.46285,0.3413403,19.24618,18.82117,18.5304,18.55212,18.06105,0.42501,0.29077,-0.02172,0.49107,-1.18513
17819,0702-52178-0115 ,52178,32.687429,-0.59869754,9.143204054,1.7858,0.131496723,-25.821718,52178,32.68742,-0.59869,21.09895,20.80228,20.26222,19.65715,19.41819,0.29667,0.54006,0.60507,0.23896,-1.68076
3630,0694-52209-0457 ,52209,17.213335,0.85491177,9.127452463,2.135,0.074574328,-26.200281,52209,17.21326,0.854913,19.97651,19.82038,19.78988,19.70255,19.48013,0.15613,0.0305,0.08733,0.22242,-0.49638
23966,0374-51791-0177 ,51791,333.69894,-0.34238861,9.21213956,1.093,0.061201432,-25.948025,58018,333.699,-0.3424181,18.8222,18.55583,18.15716,18.11929,18.23559,0.26637,0.39867,0.03787,-0.1163,-0.58661
3953,3609-55201-0130 ,55201,31.737271,-0.93253963,9.033577551,2.241,0.066616422,-26.483763,55201,31.73728,-0.9325264,20.44531,19.92384,19.82931,19.7393,19.48914,0.52147,0.09453,0.09001,0.25016,-0.95617
7736,7875-56980-0565 ,56980,17.426963,-1.1823159,8.796340401,1.8849016,0.280845803,-24.746967,56980,17.42696,-1.182316,21.03108,21.04436,21.07603,20.80001,20.7173,-0.01328,-0.03167,0.27602,0.08271,-0.31378
19645,1242-52901-0320 ,52901,56.587446,-0.17671087,8.881928046,1.1456,0.035667006,-25.52249,52901,56.58745,-0.176719,18.80339,18.8104,18.62143,18.70537,18.88696,-0.00701,0.18897,-0.08394,-0.18159,0.08357
16008,7876-57002-0700 ,57002,18.92277,0.091099698,8.660929665,1.3367479,0.053860452,-24.024733,57002,18.92277,0.0910997,21.12809,21.19883,20.84895,20.78156,20.77075,-0.07074,0.34988,0.06739,0.01081,-0.35734
21911,0375-52140-0103 ,52140,336.33989,-0.51702816,8.679053821,1.083,0.14509482,-25.129692,52140,336.3399,-0.517016,19.35783,19.2352,19.04962,19.11035,19.11375,0.12263,0.18558,-0.06073,-0.0034,-0.24408
19213,0713-52178-0228 ,52178,52.87992,-0.035523565,8.696523554,1.7707,0.292253241,-25.944038,52178,52.87991,-0.03552,19.89068,19.48003,19.49698,19.28784,19.27905,0.41065,-0.01695,0.20914,0.00879,-0.61163
3252,7863-56975-0801 ,56975,3.2415463,-1.1504238,8.610698375,1.3577249,0.191085197,-23.872833,56975,3.241546,-1.150424,21.33991,21.47778,21.06497,20.98692,20.91851,-0.13787,0.41281,0.07805,0.06841,-0.4214
23060,4214-55451-0310 ,55451,356.62756,0.044094952,8.435836462,2.518,0.186326023,-25.367954,57664,356.6276,0.04409472,21.91388,21.11263,21.00531,20.93582,20.53042,0.80125,0.10732,0.06949,0.4054,-1.38346
14662,7831-57016-0911 ,57016,35.791117,0.51816922,7.494490922,2.1433725,0.235912966,-23.851612,57016,35.79115,0.5181731,22.76217,22.24337,22.38419,22.10715,21.69869,0.5188,-0.14082,0.27704,0.40846,-1.06348
3180,7850-56956-0948 ,56956,1.2326971,-0.6482531,8.54463572,2.158,0.058684207,-24.885813,56956,1.232697,-0.6482511,21.93443,21.45824,21.47058,21.18842,20.75112,0.47619,-0.01234,0.28216,0.4373,-1.18331
12734,4231-55444-0140 ,55444,25.970484,-0.71416501,8.253402635,0.665,0.108199064,-23.067123,55444,25.97049,-0.7141786,20.77355,20.3374,20.3473,20.19723,20.14615,0.43615,-0.0099,0.15007,0.05108,-0.6274
9845,7820-56984-0190 ,56984,44.372958,-0.41807031,9.013548952,2.0715716,0.066150928,-25.49222,56984,44.37296,-0.4180703,20.84041,20.64147,20.49029,20.38991,20.16221,0.19894,0.15118,0.10038,0.2277,-0.6782
318,4234-55478-0280 ,55478,30.425635,-0.021203768,8.523127295,2.106,0.122854101,-25.012678,55478,30.42564,-0.02120485,21.95541,21.54828,21.29981,20.99537,20.69864,0.40713,0.24847,0.30444,0.29673,-1.25677
21567,4194-55450-0853 ,55450,323.46462,1.0673987,8.386995652,2.405,0.05485936,-24.507507,55450,323.4646,1.067403,22.00328,21.23874,21.41191,21.39164,21.16949,0.76454,-0.17317,0.02027,0.22215,-0.83379
23486,0676-52178-0343 ,52178,341.95233,0.65273208,8.589071549,2.0485,0.155343018,-25.736113,52178,341.9523,0.652753,20.10752,20.16628,20.07133,19.93868,19.71045,-0.05876,0.09495,0.13265,0.22823,-0.39707
9422,7872-57279-0999 ,57279,15.556834,0.27355851,8.940884859,2.61,0.158991002,-25.683619,57279,15.55683,0.2735564,22.19475,20.90297,20.57545,20.56244,20.331,1.29178,0.32752,0.01301,0.23144,-1.86375
9526,6782-56572-0369 ,56572,40.607795,-0.695192,7.456515321,0.3830615,0.243183256,-21.927143,56602,40.6078,-0.6951796,20.49323,20.34727,20.31451,20.20084,19.77241,0.14596,0.03276,0.11367,0.42843,-0.72082
18425,4226-55475-0426 ,55475,15.996733,-0.92847314,8.374971837,2.561,0.221252883,-25.007185,55475,15.99673,-0.9284719,22.16722,21.76158,21.62743,21.55967,21.27158,0.40564,0.13415,0.06776,0.28809,-0.89564
21083,0679-52177-0005 ,52177,349.5629,-0.89375366,9.627631909,2.0982,0.110130394,-27.147581,57715,349.5629,-0.8937576,18.78809,18.80885,18.87815,18.76607,18.54423,-0.02076,-0.0693,0.11208,0.22184,-0.24386
22474,5142-55825-0435 ,55825,319.54316,1.0598106,8.737220238,0.927,0.039588946,-24.082258,55825,319.5432,1.0598,19.5779,19.45255,19.38865,19.51183,19.47528,0.12535,0.0639,-0.12318,0.03655,-0.10262
13831,1067-52616-0292 ,52616,44.943648,-1.1845884,9.272933135,2.5105,0.091026286,-26.606045,52616,44.94365,-1.184581,20.18734,19.69056,19.59936,19.5785,19.38281,0.49678,0.0912,0.02086,0.19569,-0.80453
16838,6780-56605-0893 ,56605,37.708264,0.2975829,8.173718045,2.08,0.033902825,-45.882694,56605,37.70826,0.2975829,20.46978,20.66111,20.80305,20.6043,20.38096,-0.19133,-0.14194,0.19875,0.22334,-0.08882
7430,7839-56900-0404 ,56900,26.722846,0.62772399,9.196420438,1.642,0.104535898,-25.04933,56900,26.72285,0.627724,22.23194,21.27753,20.79506,20.22177,19.89193,0.95441,0.48247,0.57329,0.32984,-2.34001
4068,8790-57363-0828 ,57363,20.256902,1.0061922,8.662508228,2.9673462,0.174927145,-24.787771,57363,20.25694,1.00619,24.1033,22.83916,22.48938,22.41258,22.10493,1.26414,0.34978,0.0768,0.30765,-1.99837
19092,0712-52199-0160 ,52199,51.74075,0.040207044,9.08865411,1.733,0.087769257,-25.945581,52199,51.74076,0.040236,19.30995,19.2743,19.32185,19.13355,19.2116,0.03565,-0.04755,0.1883,-0.07805,-0.09835
24569,1486-52993-0227 ,52993,352.76833,-0.710329,8.88534073,1.3532,0.071211577,-25.434454,52993,352.7683,-0.710353,21.47209,20.50349,19.59863,19.31884,19.18352,0.9686,0.90486,0.27979,0.13532,-2.28857
14456,0692-52201-0614 ,52201,14.020052,0.85731744,8.109910763,0.6942,0.111569381,-24.527893,58100,14.02001,0.8573921,19.11101,18.91231,18.95189,18.90496,18.85836,0.1987,-0.03958,0.04693,0.0466,-0.25265
17576,7872-57279-0747 ,57279,14.153847,1.2483657,8.472300874,2.251,0.064880118,-25.108294,57279,14.15385,1.24837,21.28987,20.70754,20.77291,20.67117,20.3939,0.58233,-0.06537,0.10174,0.27727,-0.89597
27974,5141-55746-0427 ,55746,317.62413,1.0039453,9.034255241,1.227,0.018539093,-25.006702,55746,317.6241,1.003952,19.58378,19.59079,19.32956,19.41902,19.60837,-0.00701,0.26123,-0.08946,-0.18935,0.02459
19422,1062-52619-0346 ,52619,54.620684,0.80596,9.759905228,1.9936,0.219451392,-25.705601,52619,54.62068,0.805958,20.37164,20.05569,19.93418,19.68676,19.46494,0.31595,0.12151,0.24742,0.22182,-0.9067
12351,4218-55479-0841 ,55479,3.7346017,0.59347567,9.026012466,2.854,0.101339909,-26.338568,55479,3.734601,0.5934727,21.9832,20.65977,20.4199,20.39717,20.41709,1.32343,0.23987,0.02273,-0.01992,-1.56611
15482,0397-51794-0482 ,51794,17.87478,0.57536999,8.38501144,1.3203,0.213893312,-26.072681,58104,17.87478,0.5753814,18.92018,19.01781,18.59258,18.55487,18.51773,-0.09763,0.42523,0.03771,0.03714,-0.40245
7371,7836-57278-0453 ,57278,28.802559,0.75561123,8.232773748,1.9919044,0.156754328,-23.870914,57278,28.80256,0.7556112,22.00494,21.90012,21.91005,21.73774,21.57053,0.10482,-0.00993,0.17231,0.16721,-0.43441
7053,7873-57307-0755 ,57307,15.435887,-0.91310841,8.646038989,1.1774104,0.097327972,-24.474672,57307,15.43589,-0.9131084,20.40588,20.35908,20.05036,20.0376,20.16186,0.0468,0.30872,0.01276,-0.12426,-0.24402
23681,4193-55476-0530 ,55476,320.25998,0.3674771,7.800498691,2.613,0.262048276,-26.278008,57691,320.26,0.3674792,21.56997,20.82143,20.49533,20.40164,19.72867,0.74854,0.3261,0.09369,0.67297,-1.8413
5396,7843-56902-0502 ,56902,24.500906,0.11336926,8.726111472,1.2055093,0.073179625,-23.447763,56902,24.50091,0.1133693,21.08765,21.12,20.90074,20.88902,20.97335,-0.03235,0.21926,0.01172,-0.08433,-0.1143
15443,1083-52520-0536 ,52520,14.956513,1.1215264,8.874405363,1.5149,0.185250296,-25.410307,52520,14.95652,1.121519,20.83493,20.21132,19.87825,19.53506,19.42211,0.62361,0.33307,0.34319,0.11295,-1.41282
26619,4195-55452-0939 ,55452,325.70479,0.012817072,8.396735957,0.931,0.076408556,-22.352997,55452,325.7048,0.01280892,22.58916,22.23524,21.99623,21.92235,21.14096,0.35392,0.23901,0.07388,0.78139,-1.4482
25838,4203-55447-0879 ,55447,338.53747,0.000465275,9.091759565,3.025,0.023663456,-29.498734,57680,338.5375,0.000469775,18.95931,17.44485,17.23379,17.14884,17.08389,1.51446,0.21106,0.08495,0.06495,-1.87542
26661,0685-52203-0275 ,52203,359.33962,-1.2278474,8.350067713,1.725,0.291023541,-25.572451,52203,359.3396,-1.227859,20.67052,20.31691,20.30167,19.9135,19.80774,0.35361,0.01524,0.38817,0.10576,-0.86278
22798,4207-55475-0359 ,55475,344.65379,-0.1199248,8.041020227,2.796,0.297358815,-24.923166,55475,344.6538,-0.119925,22.97158,21.7534,21.77776,21.6908,21.6517,1.21818,-0.02436,0.08696,0.0391,-1.31988
25440,5143-55828-0465 ,55828,321.04433,0.84504259,8.215293797,1.096,0.245459113,-23.8822,55828,321.0443,0.8450439,20.45412,20.42835,20.31577,20.47385,20.37864,0.02577,0.11258,-0.15808,0.09521,-0.07548
6011,4220-55447-0984 ,55447,8.0637734,0.67804908,9.532892954,1.611,0.089182161,-24.243294,55447,8.06379,0.6780542,21.81488,21.43017,21.32917,20.93359,21.06675,0.38471,0.101,0.39558,-0.13316,-0.74813
14989,4235-55451-0809 ,55451,32.474077,0.51861683,9.339856014,2.518,0.106179339,-26.824429,56979,32.47408,0.5186169,20.43577,19.82457,19.64363,19.65101,19.47871,0.6112,0.18094,-0.00738,0.1723,-0.95706
22498,0987-52523-0307 ,52523,319.56401,-1.0924599,8.874172416,1.3791,0.044884732,-25.865685,52523,319.564,-1.092458,19.06676,19.22972,18.92377,18.98799,19.03904,-0.16296,0.30595,-0.06422,-0.05105,-0.02772
19860,5143-55828-0159 ,55828,322.51088,1.1751923,8.351165647,0.899,0.073386053,-23.911798,55828,322.5109,1.175201,20.47978,20.28772,20.12553,20.18745,20.05264,0.19206,0.16219,-0.06192,0.13481,-0.42714
3006,8789-57358-0390 ,57358,17.17823,-0.39910646,8.503744853,1.9540987,0.079475051,-24.592106,57358,17.17823,-0.3991065,21.79714,21.5653,21.64456,21.33122,21.25222,0.23184,-0.07926,0.31334,0.079,-0.54492
16982,4240-55455-0112 ,55455,41.310337,-0.50456884,9.107247224,2.479,0.065736302,-25.323923,55455,41.31033,-0.5045689,21.53334,20.98258,20.8871,21.01816,20.79416,0.55076,0.09548,-0.13106,0.224,-0.73918
22816,4196-55478-0906 ,55478,327.12746,1.0653843,7.974248664,0.736,0.185800608,-23.583813,55478,327.1275,1.06539,21.00579,20.39407,20.12878,19.88641,19.67016,0.61172,0.26529,0.24237,0.21625,-1.33563
5869,6780-56605-0720 ,56605,36.728118,0.007382,8.298513197,1.011,0.089835362,-23.978773,56238,36.72812,0.007390231,20.32088,20.3002,20.13116,20.18419,20.06373,0.02068,0.16904,-0.05303,0.12046,-0.25715
7488,7843-56902-0956 ,56902,26.72489,0.84692572,8.490327333,1.9311552,0.059661814,-24.006756,56902,26.72489,0.8469257,22.15497,22.06721,22.26497,21.89937,21.79873,0.08776,-0.19776,0.3656,0.10064,-0.35624
26754,0985-52431-0390 ,52431,315.6119,0.34305529,9.235396184,1.0072,0.041969484,-25.52417,52431,315.6119,0.343059,18.77157,18.72954,18.54047,18.65603,18.68818,0.04203,0.18907,-0.11556,-0.03215,-0.08339
5538,7834-56979-0180 ,56979,33.24409,-0.82282799,8.706881195,1.7724996,0.194666972,-25.114555,56979,33.24409,-0.822828,20.75523,20.63562,20.68878,20.47069,20.48256,0.11961,-0.05316,0.21809,-0.01187,-0.27267
3477,3615-56544-0942 ,56544,38.147055,0.74160429,8.981077081,2.85,0.105237846,-26.00272,55179,38.14705,0.7416067,21.23661,20.56911,20.46647,20.4432,20.49135,0.6675,0.10264,0.02327,-0.04815,-0.74526
10525,7874-57279-0768 ,57279,16.585244,0.39042375,8.471939244,1.2555729,0.200459325,-23.574867,57279,16.58524,0.3904237,21.1901,21.45253,21.11959,21.10241,21.02378,-0.26243,0.33294,0.01718,0.07863,-0.16632
4501,8791-57373-0561 ,57373,21.329534,0.56344099,9.218227406,0.7777546,0.200698004,-23.45447,57373,21.32951,0.5633937,22.9326,21.57653,20.81811,20.14005,19.69505,1.35607,0.75842,0.67806,0.445,-3.23755
1992,4228-55484-0711 ,55484,20.132027,1.0005122,8.196369894,2.18,0.27316983,-25.506048,55484,20.13203,1.000511,21.3512,21.08013,20.86796,20.66544,20.53464,0.27107,0.21217,0.20252,0.1308,-0.81656
24131,0678-52884-0053 ,52884,347.47877,-1.1869467,9.944803623,1.6472,0.24478949,-25.829676,57684,347.4787,-1.18696,19.8357,19.56512,19.45799,19.21681,19.18691,0.27058,0.10713,0.24118,0.0299,-0.64879
18411,7822-57041-0024 ,57041,43.239062,-0.52615185,8.731961715,2.559,0.206101167,-24.812784,57041,43.23906,-0.5261505,22.44109,21.79475,21.64763,21.64208,21.18385,0.64634,0.14712,0.00555,0.45823,-1.25724
18515,6782-56572-0849 ,56572,41.419893,0.79646691,8.692141132,1.7,0.161999512,-25.131208,56572,41.4199,0.7964736,20.37003,20.15991,20.05875,19.95548,19.96729,0.21012,0.10116,0.10327,-0.01181,-0.40274
5315,7834-56979-0818 ,56979,33.230464,-0.03730928,8.912861056,1.2327636,0.050554367,-24.368856,56979,33.23046,-0.03730928,20.74958,20.82131,20.40927,20.43425,20.39367,-0.07173,0.41204,-0.02498,0.04058,-0.35591
15749,7872-57279-0921 ,57279,14.974073,0.62424474,8.206449327,1.945831,0.160108808,-24.89776,57279,14.97407,0.6242447,20.81367,20.83584,20.88224,20.70654,20.57851,-0.02217,-0.0464,0.1757,0.12803,-0.23516
25402,1116-52932-0595 ,52932,312.84888,0.37976888,8.89714699,1.3554,0.174041782,-24.640926,52932,312.8489,0.379773,20.68957,20.45597,20.18501,20.25574,20.30817,0.2336,0.27096,-0.07073,-0.05243,-0.3814
25016,4203-55447-0516 ,55447,336.89773,0.12827556,7.931596064,2.437,0.20138441,-24.728987,55447,336.8977,0.1282788,22.52044,21.73994,21.74783,21.57252,21.30032,0.7805,-0.00789,0.17531,0.2722,-1.22012
18567,7837-56987-0930 ,56987,31.467711,0.21198856,7.852214005,1.4747692,0.21402472,-24.206585,56987,31.46771,0.2119886,21.01917,21.1807,20.93819,20.79428,20.81916,-0.16153,0.24251,0.14391,-0.02488,-0.20001
442,0704-52205-0148 ,52205,36.204288,-0.65984442,7.733885507,0.5439,0.270655579,-22.578121,52205,36.20429,-0.659856,21.01384,20.66783,20.63185,20.16656,19.83139,0.34601,0.03598,0.46529,0.33517,-1.18245
3041,0689-52262-0520 ,52262,7.9193862,0.32648229,8.840280874,1.1553,0.058115724,-24.908775,52262,7.919383,0.326484,19.85041,19.84451,19.66226,19.80791,19.98327,0.0059,0.18225,-0.14565,-0.17536,0.13286
26496,7851-56932-0916 ,56932,358.58244,-1.0939011,8.451018907,2.37908,0.129917167,-24.46759,57666,358.5824,-1.09394,23.37028,22.28554,22.51016,22.65969,22.28078,1.08474,-0.22462,-0.14953,0.37891,-1.0895
10345,7867-57003-0864 ,57003,8.2792542,-0.58550445,8.531162772,1.5427772,0.293163299,-24.404299,57003,8.279254,-0.5855045,21.14719,21.04222,20.92578,20.73875,20.8076,0.10497,0.11644,0.18703,-0.06885,-0.33959
3796,6370-56238-0059 ,56238,38.183828,-0.78566702,9.213249778,1.902,0.084272404,-25.777237,56238,38.18383,-0.7856359,20.18783,20.03902,19.95818,19.69882,19.7019,0.14881,0.08084,0.25936,-0.00308,-0.48593
28369,4215-55471-0562 ,55471,357.46238,0.272897,8.575366372,2.13,0.265608339,-24.838236,55471,357.4624,0.2728947,21.55837,21.13958,20.9614,20.88262,20.67198,0.41879,0.17818,0.07878,0.21064,-0.88639
9580,7868-57006-0564 ,57006,8.2391758,0.64768876,8.549927532,1.1276873,0.220900629,-23.805984,57006,8.239176,0.6476887,20.78912,20.76297,20.50021,20.52735,20.43787,0.02615,0.26276,-0.02714,0.08948,-0.35125
4106,7834-56979-0477 ,56979,31.746078,-0.37022882,8.736779255,1.3333161,0.057001611,-24.093159,56979,31.74608,-0.3702288,21.08773,20.99492,20.63147,20.68047,20.71893,0.09281,0.36345,-0.049,-0.03846,-0.3688
12123,3587-55182-0268 ,55182,9.2586757,0.1093183,8.332410523,2.689,0.257968645,-25.113297,55182,9.258677,0.1093135,22.17702,21.58059,21.3877,21.35334,21.09094,0.59643,0.19289,0.03436,0.2624,-1.08608
27727,0681-52199-0538 ,52199,353.1918,0.70361706,8.725148469,1.2222,0.182274678,-24.573809,58080,353.1918,0.7036386,20.08968,20.2937,19.86591,19.85047,19.97407,-0.20402,0.42779,0.01544,-0.1236,-0.11561
26785,0383-51818-0563 ,51818,351.8226,1.2060625,8.785137999,2.1006,0.168390091,-25.846907,51818,351.8226,1.206079,20.30753,20.18544,20.17524,20.06967,19.88635,0.12209,0.0102,0.10557,0.18332,-0.42118
14807,7868-57006-0029 ,57006,10.312408,-0.10656571,8.745085228,1.7374002,0.13977394,-25.265951,57006,10.31241,-0.1065657,20.17214,20.13507,20.17002,19.87863,19.88911,0.03707,-0.03495,0.29139,-0.01048,-0.28303
10873,0700-52199-0569 ,52199,28.977966,1.1717399,8.245923882,0.4508,0.114852681,-22.65509,52199,28.97795,1.171778,20.5844,20.27555,20.01404,19.58581,19.27086,0.30885,0.26151,0.42823,0.31495,-1.31354
18265,1066-52589-0614 ,52589,48.597906,1.039498,9.184499422,3.0086,0.044608309,-26.969126,52589,48.5979,1.03949,20.73367,19.47021,19.46988,19.53293,19.52003,1.26346,0.00033,-0.06305,0.0129,-1.21364
25327,5145-55835-0348 ,55835,325.20178,0.34631576,8.369867604,0.999,0.161782979,-22.887077,55835,325.2018,0.3463029,21.58625,21.3994,21.17307,21.13208,21.11065,0.18685,0.22633,0.04099,0.02143,-0.4756
8275,7837-56987-0779 ,56987,30.88757,-0.14609839,9.133940033,1.8113239,0.284870884,-25.153692,56987,30.88757,-0.1460984,21.05024,21.0042,20.8332,20.38756,20.33482,0.04604,0.171,0.44564,0.05274,-0.71542
25630,4203-55447-0576 ,55447,336.99643,0.65422871,8.022002877,2.617,0.224957013,-24.92725,55447,336.9964,0.654228,22.12754,21.70275,21.60386,21.65873,21.37299,0.42479,0.09889,-0.05487,0.28574,-0.75455
18918,0712-52199-0300 ,52199,50.121235,-0.71418254,8.981593924,2.1713,0.109414507,-25.804508,52199,50.12127,-0.714142,20.33405,20.01614,20.04371,19.98367,19.74349,0.31791,-0.02757,0.06004,0.24018,-0.59056
23447,4195-55452-0358 ,55452,324.3594,-0.11271783,7.629575253,0.493,0.226038786,-22.122602,55452,324.3594,-0.1127151,21.47576,20.87766,20.65195,20.33825,20.1353,0.5981,0.22571,0.3137,0.20295,-1.34046
4767,7876-57002-0448 ,57002,18.293268,-0.52590899,8.308058167,0.4126693,0.038896963,-23.705067,57002,18.29327,-0.5259094,18.72185,18.55039,18.61424,18.52248,18.2053,0.17146,-0.06385,0.09176,0.31718,-0.51655
16937,4223-55451-0874 ,55451,12.27835,0.76774044,9.437249041,2.223,0.039578841,-26.143459,55451,12.27835,0.7677361,20.40874,19.95695,19.96852,19.93038,19.73754,0.45179,-0.01157,0.03814,0.19284,-0.6712
22039,1094-52524-0319 ,52524,352.42579,-0.071845473,9.161396677,2.0505,0.091007093,-25.753849,58039,352.4258,-0.07185446,19.89457,19.78292,19.77593,19.64261,19.4163,0.11165,0.00699,0.13332,0.22631,-0.47827
5879,0689-52262-0615 ,52262,8.9521892,0.82011674,9.392552541,1.5961,0.291923715,-24.930283,52262,8.952183,0.820149,20.59768,20.47065,20.45569,20.20434,20.19039,0.12703,0.01496,0.25135,0.01395,-0.40729
9586,6782-56572-0330 ,56572,40.613746,-1.078227,8.980374366,1.831,0.224545677,-23.549679,56572,40.61377,-1.078153,22.28995,22.12015,22.12019,21.77096,21.84392,0.1698,-4.00E-05,0.34923,-0.07296,-0.44603
14810,8792-57364-0633 ,57364,23.968834,0.78476001,9.274889472,0.6483302,0.12773564,-23.714712,57364,23.96885,0.7847554,20.29459,19.79955,19.7838,19.70132,19.64634,0.49504,0.01575,0.08248,0.05498,-0.64825
25770,1115-52914-0159 ,52914,313.49182,-0.068818269,9.240366289,1.845,0.078810213,-25.951492,52914,313.4918,-0.068817,19.62668,19.6199,19.6161,19.39249,19.42008,0.00678,0.0038,0.22361,-0.02759,-0.2066
23968,4212-55447-0098 ,55447,353.97423,-0.98278812,8.906917549,2.539,0.112369738,-25.226503,55447,353.9742,-0.982786,22.24672,21.25135,21.08711,20.92105,20.65885,0.99537,0.16424,0.16606,0.2622,-1.58787
12869,7840-57003-0870 ,57003,29.091104,0.8420362,8.795999439,1.7559395,0.254824933,-26.716785,57003,29.09111,0.8420389,21.20628,21.00931,20.7292,20.37811,20.37825,0.19697,0.28011,0.35109,-0.00014,-0.82803
26403,5145-55835-0282 ,55835,325.63837,0.76877939,8.890686,1.654,0.059755503,-25.351074,55835,325.6384,0.7687773,19.92117,19.79278,19.78241,19.58615,19.57463,0.12839,0.01037,0.19626,0.01152,-0.34654
8025,7834-56979-0880 ,56979,33.456781,0.46757948,8.330316336,1.2868611,0.179317779,-23.487318,56979,33.45678,0.4675795,22.25514,22.06463,21.62615,21.42622,21.34085,0.19051,0.43848,0.19993,0.08537,-0.91429
4982,4227-55481-0504 ,55481,17.274229,0.27145265,8.900460905,3.701,0.278651887,-27.029322,55481,17.27423,0.2714502,26.24459,21.40628,20.36699,20.25638,20.28049,4.83831,1.03929,0.11061,-0.02411,-5.9641
509,7868-57006-0892 ,57006,9.6042454,0.19788741,8.857314771,1.7263392,0.103851237,-24.650232,57006,9.604249,0.1978951,21.19675,21.1303,21.26064,21.03097,20.91738,0.06645,-0.13034,0.22967,0.11359,-0.27937
23499,4212-55447-0424 ,55447,352.63594,-0.63665154,8.72755873,2.186,0.131946964,-25.008879,55447,352.636,-0.6366504,21.42763,21.0317,21.03065,20.94905,20.77587,0.39593,0.00105,0.0816,0.17318,-0.65176
27743,4191-55444-0345 ,55444,317.45222,-1.2084386,9.203653188,1.671,0.112625877,-25.178183,55444,317.4522,-1.208438,21.47655,20.71366,20.2876,19.84753,19.69094,0.76289,0.42606,0.44007,0.15659,-1.78561
7509,4237-55478-0336 ,55478,35.175814,-0.80806491,8.58171433,2.642,0.239732629,-25.802553,55478,35.17582,-0.8080671,21.69188,20.86518,20.71552,20.65805,20.47796,0.8267,0.14966,0.05747,0.18009,-1.21392
23116,4211-55446-0330 ,55446,351.36826,-0.99830646,8.869094693,2.328,0.027485169,-25.201008,55446,351.3683,-0.9983072,21.32214,20.61164,20.86923,20.85722,20.52822,0.7105,-0.25759,0.01201,0.329,-0.79392
17728,4235-55451-0148 ,55451,32.682088,-0.12319749,9.158071039,2.739,0.069910931,-26.589096,55451,32.68209,-0.1231985,20.8856,20.05927,19.94855,19.92947,19.85905,0.82633,0.11072,0.01908,0.07042,-1.02655
